Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.340436446014, 0.555655103822, 162
boring, 0.622610360803, 0.678076044358, 172
calm, 0.448903065968, 0.602281076536, 177
cold, 0.763007856947, 0.820199124234, 162
common, 0.355981496252, 0.547784453236, 162
confident, 0.589119563143, 0.641719379473, 111
egotistic, 0.560209955286, 0.688837080045, 162
emotUnstable, 0.62886758284, 0.696369733885, 162
forgettable, 0.498909209092, 0.643088233519, 232
intelligent, 0.60400560082, 0.690394760812, 227
introverted, 0.621848583813, 0.727673950453, 177
kind, 0.750857787823, 0.872109167713, 404
responsible, 0.675536566202, 0.766733356842, 227
trustworthy, 0.72000653808, 0.800962674192, 303
unattractive, 0.708727629899, 0.765529675814, 273
unemotional, 0.72039804917, 0.859935417133, 464
unfamiliar, 0.425590122551, 0.464146513254, 46
unfriendly, 0.759084015148, 0.826398574915, 212
unhappy, 0.778134484765, 0.891884345671, 459
weird, 0.527686574255, 0.663598505099, 162
aggressive, 0.706341008238, 0.796502697398, 273
attractive, 0.733365494926, 0.779147680201, 142
caring, 0.781477497406, 0.847774614458, 283
emotStable, 0.650899242224, 0.72261777626, 177
emotional, 0.590214064063, 0.643514919492, 51
familiar, 0.383838364723, 0.547060804509, 127
friendly, 0.80003589416, 0.870084181623, 283
happy, 0.816613947483, 0.886201033101, 283
humble, 0.617381236362, 0.7431347643, 283
interesting, 0.608960090149, 0.713474069386, 253
irresponsible, 0.63969860177, 0.785461637762, 338
mean, 0.726959309402, 0.814151671505, 278
memorable, 0.50749273379, 0.567967849913, 76
normal, 0.579861817421, 0.681540501756, 162
sociable, 0.774920665469, 0.847435409003, 288
typical, 0.446026265271, 0.488655130325, 91
uncertain, 0.620581550941, 0.689840399691, 182
uncommon, 0.359836948097, 0.538083812808, 162
unintelligent, 0.576185492917, 0.666023466806, 177
untrustworthy, 0.685957723614, 0.798076882574, 278
