Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.397637827584, 0.406797137426, 21
boring, 0.599634399993, 0.663294102126, 132
calm, 0.444570655705, 0.448527969325, 31
cold, 0.782081665607, 0.791567742177, 132
common, 0.319989887881, 0.71950697448, 494
confident, 0.595779047022, 0.652117253262, 127
egotistic, 0.568800721843, 0.692971911865, 167
emotUnstable, 0.601042504601, 0.663688707882, 106
forgettable, 0.469988780718, 0.542376563845, 76
intelligent, 0.570344822317, 0.563572631848, 41
introverted, 0.650785848209, 0.702310855815, 132
kind, 0.75628017919, 0.802868155372, 147
responsible, 0.641801189778, 0.614457895756, 31
trustworthy, 0.698968849386, 0.738204376271, 86
unattractive, 0.665178027092, 0.760093277219, 227
unemotional, 0.730539483579, 0.767595226419, 127
unfamiliar, 0.361420562087, 0.394857216025, 16
unfriendly, 0.771698623511, 0.78692205444, 132
unhappy, 0.772423709509, 0.823972581462, 177
weird, 0.506859055898, 0.519694744535, 31
aggressive, 0.702017508005, 0.723341798949, 91
attractive, 0.715873358426, 0.781264097986, 177
caring, 0.766864180402, 0.778989582378, 86
emotStable, 0.666790510431, 0.672380916749, 91
emotional, 0.606586927419, 0.634534085652, 66
familiar, 0.423714264516, 0.455452513324, 26
friendly, 0.780834674032, 0.839803585396, 167
happy, 0.805890430442, 0.828034672466, 86
humble, 0.614157433917, 0.758100316055, 318
interesting, 0.587522349439, 0.634934566715, 91
irresponsible, 0.661964001502, 0.681019725409, 86
mean, 0.719917915254, 0.73771038901, 86
memorable, 0.502782244593, 0.57939967987, 116
normal, 0.578761029661, 0.630726347845, 91
sociable, 0.755650243344, 0.799242726297, 116
typical, 0.417486769756, 0.463825058423, 56
uncertain, 0.614057019585, 0.636028277751, 76
uncommon, 0.361287568669, 0.462397593381, 91
unintelligent, 0.544865778815, 0.562143354497, 46
untrustworthy, 0.712582591542, 0.714532290634, 91
