Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.35625809947, 0.38718345962, 26
boring, 0.548429344355, 0.708423485206, 207
calm, 0.489888005663, 0.546502267645, 142
cold, 0.740907848457, 0.789137883036, 157
common, 0.333503301726, 0.537426709778, 167
confident, 0.543496795784, 0.577441200735, 51
egotistic, 0.552929839948, 0.701850396886, 222
emotUnstable, 0.580390661707, 0.758986301241, 373
forgettable, 0.426897099316, 0.564569820674, 116
intelligent, 0.56012265629, 0.667120126436, 177
introverted, 0.633491743024, 0.759687868155, 308
kind, 0.75117317831, 0.829790156194, 308
responsible, 0.67123700184, 0.766687821363, 298
trustworthy, 0.684466451327, 0.727881971669, 152
unattractive, 0.626437879538, 0.737894943488, 157
unemotional, 0.702341154306, 0.809362149434, 308
unfamiliar, 0.393584450097, 0.433503850261, 41
unfriendly, 0.755993398003, 0.827902177252, 303
unhappy, 0.764244728731, 0.840828488217, 308
weird, 0.516329630093, 0.631944863782, 162
aggressive, 0.671193589711, 0.731869265815, 157
attractive, 0.673686301038, 0.74860748867, 116
caring, 0.738541977688, 0.789066202359, 147
emotStable, 0.586133644146, 0.789372554398, 434
emotional, 0.58657944342, 0.599921783361, 36
familiar, 0.368495101394, 0.375179580618, 16
friendly, 0.771410749732, 0.843396651598, 308
happy, 0.802621411716, 0.871157708909, 328
humble, 0.601311080587, 0.646275712719, 132
interesting, 0.541099447884, 0.674233425715, 192
irresponsible, 0.648966691252, 0.704065952828, 177
mean, 0.720528818671, 0.747907023493, 157
memorable, 0.411010072139, 0.623688526017, 192
normal, 0.543627365829, 0.652518437734, 172
sociable, 0.743798227605, 0.833646678954, 308
typical, 0.393207846687, 0.535272766877, 177
uncertain, 0.610652978692, 0.597370818712, 51
uncommon, 0.337475552241, 0.437787657017, 81
unintelligent, 0.525355028168, 0.602951961846, 106
untrustworthy, 0.681192047678, 0.730794233594, 172
