Social Attributes, vggFace_test, vggFace_train, vggFace_FeatureNum
atypical, 0.343010591398, 0.4831220988, 137
boring, 0.550018859734, 0.66491532048, 152
calm, 0.475255430817, 0.568289575563, 197
cold, 0.765716615567, 0.802719821688, 242
common, 0.372912119614, 0.549516209995, 207
confident, 0.568835681871, 0.591167011758, 81
egotistic, 0.598452629453, 0.697868747358, 247
emotUnstable, 0.596533239146, 0.676479067018, 217
forgettable, 0.440792051045, 0.634727968218, 212
intelligent, 0.548520656341, 0.691816831735, 258
introverted, 0.612945036794, 0.66366493419, 111
kind, 0.735963694852, 0.846306233776, 358
responsible, 0.668298380125, 0.739099135146, 247
trustworthy, 0.683194522342, 0.762388444208, 247
unattractive, 0.677903127537, 0.753604078016, 232
unemotional, 0.721630229018, 0.730834775176, 101
unfamiliar, 0.322943460348, 0.390911896847, 21
unfriendly, 0.74409241523, 0.800567425782, 232
unhappy, 0.767822889919, 0.84889236749, 358
weird, 0.509238089434, 0.660432016642, 242
aggressive, 0.70112553874, 0.751037369715, 247
attractive, 0.700298283479, 0.791393086672, 197
caring, 0.764992444311, 0.803815456926, 232
emotStable, 0.612999428274, 0.722550934431, 268
emotional, 0.613135946609, 0.636140972289, 56
familiar, 0.391082611221, 0.520162675887, 111
friendly, 0.782340915151, 0.824892003149, 232
happy, 0.810023052063, 0.848053963826, 232
humble, 0.622679091273, 0.691695915402, 247
interesting, 0.606221310022, 0.632550996753, 81
irresponsible, 0.619455260356, 0.72782875077, 232
mean, 0.729197599185, 0.765611973731, 247
memorable, 0.456546178364, 0.637035077346, 242
normal, 0.551401997749, 0.697842594915, 273
sociable, 0.745478479168, 0.813999306064, 232
typical, 0.311188484343, 0.569085920869, 207
uncertain, 0.587349678682, 0.615561490986, 81
uncommon, 0.334284156083, 0.448631502109, 132
unintelligent, 0.544544997918, 0.683312698099, 288
untrustworthy, 0.68781299293, 0.743445589118, 253
