-1.203314999368015226e+00,-2.760510392067016538e-01,3.838715132598283786e-01,-1.061017017939604123e+00,-5.016959492938359577e-02,2.580699188537911026e-01,-2.308171706758388453e-01,1.285036714139829783e+00,8.917619525153571702e-01,6.339894697103152232e-01,-7.218871456935331832e-01,1.111664780023208898e+00,-2.454172041664965387e-01,-2.450114046642107024e-01,-8.834549553877710792e-01,2.297254385126640819e-01,1.598939742542432665e-02,-2.928836268009504806e-01,7.581336347606969506e-01,-2.433719213885697508e-01
1.635557419376918897e+00,-6.803989966523599220e-01,-9.514134007927078640e-01,1.004334340236371637e-01,3.149393564400446710e-01,1.022236118731945309e+00,1.296658794140307602e+00,1.532622447547004496e+00,3.473593539311565781e-01,1.835678165472897305e+00,-4.814545768687997218e-01,-1.017507680611858534e-01,-2.769089677203987465e-01,-7.079729093646663918e-01,-8.324822791221888618e-01,4.353744329179765615e-01,2.380108860824620837e-02,3.336414360107659016e-01,5.140025666985718056e-01,1.068464887672037955e+00
5.660887465326293333e-02,-7.257964695623022287e-03,1.147818905780757376e-01,-9.663384167851047923e-01,1.137957714158412736e+00,-1.455203225602933248e+00,1.669344054515946307e-02,-1.880465004179775190e-01,1.204728154785280170e+00,2.600584358268288043e-01,1.310561320711189026e+00,1.107183305434740195e-01,-5.987192413674899960e-01,5.600968927327950597e-01,-4.351942282952661611e-01,5.969497219478416827e-01,9.614098099030212730e-01,-5.872951319125818692e-01,1.937783051067973883e+00,2.681786558789032715e-01
-1.239959207256801678e-02,5.190507634720283869e-01,6.556540865487411329e-01,-1.477473712883235812e+00,-5.107838993496711666e-01,1.043161500708802647e+00,2.298001282466092809e-01,1.548544991645869340e+00,-9.111285096449132093e-01,-5.322400991534650266e-02,-7.694325096732680391e-01,3.525508689345197566e-01,-2.631440453890284692e-01,-1.105335588652652135e+00,-4.905112530472133803e-01,8.068261962499195805e-01,-5.389713720183499923e-01,2.677302054155498157e-01,1.464011043128597089e+00,-9.152345453832652078e-01
1.188365751035697526e+00,1.238999888317654730e+00,-6.090416180665544355e-01,-2.091470636279633144e+00,4.037162105567195791e-01,7.847063958520328342e-01,-6.670252499276542180e-01,7.079562401477787481e-02,8.072807040657543620e-01,8.659355247046912618e-02,1.192894157459746252e+00,-1.820600312014813316e+00,3.370536829096956177e-01,1.470016121939560660e+00,1.226426027928268492e-01,-9.658051518127305224e-01,-2.721873906340879778e-01,-1.291233077483652236e-01,3.843264396255557935e-01,1.367836713801185433e-01
-1.263403513220088925e+00,-8.219922957119809581e-01,2.505274642241493988e-01,-8.239749723632999734e-01,-2.070070287580151880e-01,8.103028712618371987e-01,-3.590784153315514926e-01,5.596686356016594699e-01,8.878529116507153374e-01,-1.222102414409262927e+00,-5.677984593914209288e-01,4.445643638894749006e-01,-7.686634215184148244e-01,3.653411273211227273e-01,6.588655121198498665e-02,-5.863604258796493163e-01,9.381592615764963727e-02,-7.304920378059609476e-01,2.196329857112269413e-01,-1.406202037343005085e+00
1.931696836976627418e+00,1.703370253355601383e-01,-9.533092186571755500e-01,-6.204418620861985589e-01,7.228515017546131016e-01,2.524272426161188188e-01,1.322972874265377907e+00,9.711628968142136387e-01,-2.529255622116777791e-01,-1.670935245276834180e-01,-1.735157404526911640e-01,1.354831185739256760e+00,-2.175159451211139405e-01,1.479411764250723182e-01,9.865978559890037358e-01,9.623594358738912780e-01,1.275326489847280254e+00,-1.133461219076087101e+00,-1.103849067500440873e+00,1.015526588295045940e+00
1.190289265853006651e+00,-6.511820096418640125e-01,-5.387746177725519781e-01,3.617543690175143434e-01,8.260253101429306799e-01,6.218365414702737848e-01,1.888622815648852926e+00,1.243262651617604186e+00,2.245281148635797308e+00,1.184182053377655253e+00,-4.607862189925106544e-01,7.999698051430735868e-01,-9.368556182553900991e-01,-1.572784806811847957e+00,6.160517013466537684e-01,2.754591477977176295e-01,4.626395370113574324e-02,5.437905070311253031e-01,7.296687931602670041e-01,2.372494059285082280e+00
-1.750804449690278375e+00,-1.415631449471342229e+00,1.487232689912067196e-01,-3.747765799155473032e-01,8.296150582172406862e-01,3.277108293044347226e-02,-1.506466817757710741e+00,3.739353071507945936e-01,7.956956456457109361e-01,2.641167469955790215e-01,-2.397576810038754835e-01,-1.119096401756059844e+00,3.772430627282794512e-03,-3.431651464980005062e-01,-5.987831965331046336e-01,1.430542126745931286e+00,2.372773443899541257e-01,-4.578665313173650997e-01,-1.238059255667247172e+00,-1.082591067157555598e+00
2.522483214614187341e-01,-3.186456218964692222e-01,-1.959438216838345626e-01,-8.146801354294631592e-01,1.729237684773171857e+00,-5.310572226584855393e-01,-1.710396390684244261e-01,-8.590345589933362502e-01,6.462865583993614438e-01,-5.232709601580338710e-01,1.377464028498979420e+00,9.334593093907974648e-01,-2.870106587558532429e-01,-1.117842928593217433e+00,-1.780697346009334048e+00,-5.690664446079005678e-01,-1.511608175523224684e+00,6.255506837623713290e-01,-1.280086694300414329e+00,2.920563599715945813e+00
-1.220267861721151537e+00,-1.309046993150110749e+00,3.881758978258982862e-01,-9.367683439455167793e-01,1.136320899235174986e+00,2.184747419968705584e-01,-5.047802025896700462e-01,7.280527961115242919e-01,5.231257270307877461e-01,8.199223341852317493e-01,-5.538370787021340558e-01,-1.228722684191878856e-01,-3.515311674673862741e-01,-6.736613098004340383e-01,-3.684912581518613450e-01,6.940231373903753553e-01,2.208562943165780224e-01,1.030135284012542396e+00,-5.543999396153399539e-01,-1.448983535303198567e+00
2.349652034901110298e+00,7.772960937841570939e-01,-5.213233091716485967e-01,-8.191513369296332669e-01,1.423212480401897295e+00,1.029583139044982110e+00,1.369792845157132621e+00,-1.455701422168281800e-01,4.392598931491015768e-01,9.983130859972028093e-01,1.080814762929258821e+00,1.781950897422839519e+00,-8.073228126495279877e-02,1.702527173790910453e+00,8.521894529694172826e-01,4.766125172411240368e-02,2.141998969257475349e-01,-3.824738240047341753e-01,-2.606101748553707242e+00,-2.292811613119499103e+00
