9.873887896537780762e-01,9.801062941551208496e-01,1.020682096481323242e+00,9.876511096954345703e-01,1.015812635421752930e+00,1.001912832260131836e+00,9.996399879455566406e-01,1.028051018714904785e+00,1.017689466476440430e+00,9.839620590209960938e-01,9.809650778770446777e-01,9.949918389320373535e-01,9.998360872268676758e-01,9.805510640144348145e-01,9.919515252113342285e-01,1.005941987037658691e+00,9.840613603591918945e-01,9.926370978355407715e-01,1.014522910118103027e+00,9.905431270599365234e-01,9.787014126777648926e-01,1.010973930358886719e+00,1.015946269035339355e+00,1.004074215888977051e+00,9.746563434600830078e-01,9.881081581115722656e-01,1.022408843040466309e+00,9.578581452369689941e-01,1.004728436470031738e+00,9.960941076278686523e-01,9.935583472251892090e-01,1.001020312309265137e+00,9.630120992660522461e-01,1.007675290107727051e+00,1.005845785140991211e+00,9.956588745117187500e-01,9.708384871482849121e-01,1.002430081367492676e+00,1.016599297523498535e+00,1.006689190864562988e+00,1.006099224090576172e+00,9.832064509391784668e-01,1.009139895439147949e+00,1.004240632057189941e+00,1.011146068572998047e+00,9.897091388702392578e-01,1.038937687873840332e+00,1.001511812210083008e+00,9.738719463348388672e-01,1.000275969505310059e+00
1.050821781158447266e+00,9.552182555198669434e-01,1.086475253105163574e+00,9.626848101615905762e-01,1.080398440361022949e+00,1.082689285278320312e+00,1.085372209548950195e+00,1.116176962852478027e+00,1.107675790786743164e+00,9.410868883132934570e-01,8.795880079269409180e-01,1.064608335494995117e+00,1.011039257049560547e+00,9.332354664802551270e-01,8.959106206893920898e-01,1.109697937965393066e+00,8.932130336761474609e-01,9.876013994216918945e-01,9.610316157341003418e-01,1.016500592231750488e+00,9.107812643051147461e-01,9.466534256935119629e-01,1.014921426773071289e+00,1.031005859375000000e+00,8.925970792770385742e-01,1.001456141471862793e+00,1.015970826148986816e+00,8.843368887901306152e-01,1.004728198051452637e+00,9.358921051025390625e-01,9.516666531562805176e-01,9.576414823532104492e-01,9.235253930091857910e-01,9.716048240661621094e-01,1.007827758789062500e+00,1.042109608650207520e+00,9.727919697761535645e-01,9.627361297607421875e-01,1.057361245155334473e+00,9.575601220130920410e-01,1.108174920082092285e+00,9.009863138198852539e-01,1.070800065994262695e+00,1.043284416198730469e+00,1.079664826393127441e+00,9.671085476875305176e-01,1.092286586761474609e+00,9.932570457458496094e-01,8.738458156585693359e-01,9.410505294799804688e-01
1.045658826828002930e+00,1.019087672233581543e+00,9.759093523025512695e-01,1.069923281669616699e+00,1.061128973960876465e+00,1.027135372161865234e+00,1.096063733100891113e+00,9.820731282234191895e-01,9.970112442970275879e-01,1.064768791198730469e+00,9.493704438209533691e-01,9.885445833206176758e-01,9.448370337486267090e-01,8.947228193283081055e-01,9.611808657646179199e-01,1.039435148239135742e+00,9.585032463073730469e-01,1.090963482856750488e+00,9.671553969383239746e-01,1.096625089645385742e+00,1.052916288375854492e+00,9.978451132774353027e-01,9.231242537498474121e-01,9.436749219894409180e-01,9.992760419845581055e-01,1.092721343040466309e+00,1.003660082817077637e+00,9.635793566703796387e-01,9.560571908950805664e-01,1.046347856521606445e+00,9.283394217491149902e-01,1.072975635528564453e+00,1.019805312156677246e+00,9.194447398185729980e-01,9.005409479141235352e-01,9.771186709403991699e-01,1.010870099067687988e+00,8.989390134811401367e-01,1.033545255661010742e+00,1.019802093505859375e+00,1.010767817497253418e+00,9.924338459968566895e-01,1.016413092613220215e+00,9.610133767127990723e-01,1.000883460044860840e+00,1.083000540733337402e+00,9.884431958198547363e-01,1.083516001701354980e+00,1.008430838584899902e+00,9.800403118133544922e-01
9.954818487167358398e-01,1.037699341773986816e+00,9.686840772628784180e-01,1.008357405662536621e+00,9.549331665039062500e-01,9.636810421943664551e-01,9.793286919593811035e-01,9.897073507308959961e-01,9.994596242904663086e-01,9.997646808624267578e-01,1.007941842079162598e+00,1.012944102287292480e+00,1.025857329368591309e+00,1.015765309333801270e+00,1.010751008987426758e+00,1.000187516212463379e+00,1.027677416801452637e+00,9.903674721717834473e-01,1.061020255088806152e+00,9.633558392524719238e-01,9.729275703430175781e-01,9.827432632446289062e-01,9.915571212768554688e-01,1.047698140144348145e+00,1.021865963935852051e+00,1.003812193870544434e+00,9.690053462982177734e-01,1.021594643592834473e+00,9.704973101615905762e-01,1.023105621337890625e+00,1.029659271240234375e+00,9.858379364013671875e-01,9.981853365898132324e-01,1.026997447013854980e+00,1.013984799385070801e+00,1.017682075500488281e+00,1.028448343276977539e+00,1.018702745437622070e+00,9.375323057174682617e-01,9.801212549209594727e-01,1.003963112831115723e+00,1.037293553352355957e+00,9.606130123138427734e-01,1.051105380058288574e+00,9.953929781913757324e-01,1.011394739151000977e+00,9.907174110412597656e-01,9.728515148162841797e-01,1.006343722343444824e+00,1.012004017829895020e+00
9.610757827758789062e-01,9.828738570213317871e-01,1.001967787742614746e+00,1.010998487472534180e+00,1.013976335525512695e+00,9.921387434005737305e-01,9.886835813522338867e-01,9.863586425781250000e-01,9.783174991607666016e-01,1.005213975906372070e+00,1.006992340087890625e+00,9.515649080276489258e-01,9.687690734863281250e-01,9.779867529869079590e-01,1.019241213798522949e+00,9.669678211212158203e-01,1.009355187416076660e+00,1.021520495414733887e+00,1.003548502922058105e+00,1.013284921646118164e+00,1.026121497154235840e+00,1.044047474861145020e+00,9.909822344779968262e-01,9.656919836997985840e-01,1.005979299545288086e+00,9.921695590019226074e-01,1.035473346710205078e+00,9.801295995712280273e-01,1.007622838020324707e+00,1.027263402938842773e+00,9.813948273658752441e-01,1.041346311569213867e+00,9.978101849555969238e-01,9.944446086883544922e-01,9.808076024055480957e-01,9.726171493530273438e-01,9.653633236885070801e-01,9.909082651138305664e-01,1.028570890426635742e+00,1.046030521392822266e+00,9.724993109703063965e-01,1.004222631454467773e+00,9.945821166038513184e-01,9.658918976783752441e-01,9.934417009353637695e-01,1.007898807525634766e+00,1.006388664245605469e+00,1.042463660240173340e+00,1.011719107627868652e+00,1.019618749618530273e+00
1.068243503570556641e+00,1.132332205772399902e+00,8.784618377685546875e-01,1.070945978164672852e+00,9.194921255111694336e-01,9.480288028717041016e-01,1.018069028854370117e+00,9.293197989463806152e-01,9.604604244232177734e-01,1.085649251937866211e+00,1.030608892440795898e+00,1.066046118736267090e+00,1.038342595100402832e+00,1.014388084411621094e+00,9.996336698532104492e-01,1.013060569763183594e+00,1.046055436134338379e+00,1.047866702079772949e+00,1.059399724006652832e+00,9.920511841773986816e-01,1.017207622528076172e+00,9.228815436363220215e-01,9.120299816131591797e-01,1.052859425544738770e+00,1.071902871131896973e+00,1.076607942581176758e+00,8.822269439697265625e-01,1.091410756111145020e+00,9.244940876960754395e-01,1.053976893424987793e+00,1.038877010345458984e+00,9.979335665702819824e-01,1.068784713745117188e+00,9.986760020256042480e-01,9.597100019454956055e-01,1.036781907081604004e+00,1.114314794540405273e+00,9.885967969894409180e-01,8.664076924324035645e-01,9.266280531883239746e-01,1.021054983139038086e+00,1.092031240463256836e+00,9.240356087684631348e-01,1.065986752510070801e+00,9.563615918159484863e-01,1.080224514007568359e+00,9.196811318397521973e-01,9.619564414024353027e-01,1.069837808609008789e+00,9.812448024749755859e-01
1.005371093750000000e+00,9.798117280006408691e-01,1.031622052192687988e+00,1.018458485603332520e+00,1.062799811363220215e+00,1.034497857093811035e+00,1.056975007057189941e+00,1.026419401168823242e+00,1.031775474548339844e+00,1.005239725112915039e+00,9.475148916244506836e-01,9.871850013732910156e-01,9.632846117019653320e-01,9.276555776596069336e-01,9.690003395080566406e-01,1.037299394607543945e+00,9.557753801345825195e-01,1.038134574890136719e+00,9.779098033905029297e-01,1.050478458404541016e+00,1.002872109413146973e+00,1.005228281021118164e+00,9.830175638198852539e-01,9.716923236846923828e-01,9.643943309783935547e-01,1.026039361953735352e+00,1.030956029891967773e+00,9.267864227294921875e-01,9.887904524803161621e-01,1.011059284210205078e+00,9.448270201683044434e-01,1.032041668891906738e+00,9.758301377296447754e-01,9.518117308616638184e-01,9.645169377326965332e-01,9.870067834854125977e-01,9.689214825630187988e-01,9.411560893058776855e-01,1.058443188667297363e+00,1.017043352127075195e+00,1.022479891777038574e+00,9.608777761459350586e-01,1.035988688468933105e+00,9.825339913368225098e-01,1.026017308235168457e+00,1.025684356689453125e+00,1.035484313964843750e+00,1.051711559295654297e+00,9.641656875610351562e-01,9.855576753616333008e-01
1.006938099861145020e+00,9.658998847007751465e-01,1.052923321723937988e+00,9.671026468276977539e-01,1.034436941146850586e+00,1.035701394081115723e+00,1.027392745018005371e+00,1.071200847625732422e+00,1.063601732254028320e+00,9.469926357269287109e-01,9.400916099548339844e-01,1.023736000061035156e+00,1.015890002250671387e+00,9.772492647171020508e-01,9.476557970046997070e-01,1.050462841987609863e+00,9.503144025802612305e-01,9.787919521331787109e-01,1.002888917922973633e+00,9.874710440635681152e-01,9.376155734062194824e-01,9.757664203643798828e-01,1.019606828689575195e+00,1.034778952598571777e+00,9.441897869110107422e-01,9.857159852981567383e-01,1.015106201171875000e+00,9.335677623748779297e-01,1.003012537956237793e+00,9.667127728462219238e-01,9.796931147575378418e-01,9.695443511009216309e-01,9.490764737129211426e-01,9.978839755058288574e-01,1.022778630256652832e+00,1.030219078063964844e+00,9.752981662750244141e-01,9.973793029785156250e-01,1.023096561431884766e+00,9.857740998268127441e-01,1.055171728134155273e+00,9.474787712097167969e-01,1.031309485435485840e+00,1.039011120796203613e+00,1.046873927116394043e+00,9.714313745498657227e-01,1.058769106864929199e+00,9.908420443534851074e-01,9.243509769439697266e-01,9.708656668663024902e-01
1.033082723617553711e+00,9.092314243316650391e-01,1.121141910552978516e+00,9.732043743133544922e-01,1.131513833999633789e+00,1.109081625938415527e+00,1.113547921180725098e+00,1.132319569587707520e+00,1.116939306259155273e+00,9.387946724891662598e-01,8.532409667968750000e-01,1.026565551757812500e+00,9.709078669548034668e-01,8.911681175231933594e-01,8.922139406204223633e-01,1.109322071075439453e+00,8.673736453056335449e-01,1.010406613349914551e+00,9.281328916549682617e-01,1.062063336372375488e+00,9.364513754844665527e-01,9.726746678352355957e-01,1.012851119041442871e+00,9.866389036178588867e-01,8.727443814277648926e-01,1.007125973701477051e+00,1.063234329223632812e+00,8.402778506278991699e-01,1.019673943519592285e+00,9.308416843414306641e-01,9.127776622772216797e-01,9.877802133560180664e-01,9.102772474288940430e-01,9.343513846397399902e-01,9.888963699340820312e-01,1.020041823387145996e+00,9.294500946998596191e-01,9.310052990913391113e-01,1.117028236389160156e+00,9.983158707618713379e-01,1.101595878601074219e+00,8.711254596710205078e-01,1.099982261657714844e+00,9.991433620452880859e-01,1.087978482246398926e+00,9.803267717361450195e-01,1.119684338569641113e+00,1.036254525184631348e+00,8.564829230308532715e-01,9.415355324745178223e-01
1.029056310653686523e+00,9.304965138435363770e-01,1.093266963958740234e+00,1.001683354377746582e+00,1.145403504371643066e+00,1.091981291770935059e+00,1.123755097389221191e+00,1.094990015029907227e+00,1.088913440704345703e+00,9.833227992057800293e-01,8.690480589866638184e-01,1.006851553916931152e+00,9.398073554039001465e-01,8.656651973724365234e-01,8.996016979217529297e-01,1.098201870918273926e+00,8.772839903831481934e-01,1.050964355468750000e+00,9.327189922332763672e-01,1.088267087936401367e+00,9.739364385604858398e-01,9.982894062995910645e-01,9.825875163078308105e-01,9.568531513214111328e-01,8.994334936141967773e-01,1.040705204010009766e+00,1.070809841156005859e+00,8.377674221992492676e-01,9.998068213462829590e-01,9.665668010711669922e-01,8.929027915000915527e-01,1.036975383758544922e+00,9.363764524459838867e-01,9.143425226211547852e-01,9.557505249977111816e-01,9.961332678794860840e-01,9.322410225868225098e-01,8.926485776901245117e-01,1.118133425712585449e+00,1.021705269813537598e+00,1.073656558990478516e+00,8.908100724220275879e-01,1.091737866401672363e+00,9.721685647964477539e-01,1.077796578407287598e+00,1.017852902412414551e+00,1.104862928390502930e+00,1.077381849288940430e+00,8.910170197486877441e-01,9.526613950729370117e-01
