pair,spears
266,0.79456837206
267,0.802157211533
268,0.86798141507
269,0.597746451984
270,0.748561755425
271,0.762316735324
272,0.855894669202
273,0.762901621354
274,0.771887196622
275,0.756681911751
276,0.858765445139
277,0.847101612185
278,0.603798816729
279,0.738332254587
280,0.851167117441
281,0.782982976433
282,0.861687276836
283,0.810201034426
284,0.786931493991
285,0.578509204992
286,0.763751602804
287,0.79811975891
288,0.860383567329
289,0.769345859789
290,0.859148998485
291,0.695974568315
292,0.702388098127
293,0.744039315675
294,0.628509956446
295,0.749299593081
296,0.796605062949
297,0.599162516987
298,0.8766899037
299,0.591186387339
300,0.594321552063
301,0.845357717003
302,0.532766938407
303,0.351444676901
304,0.843844901519
305,0.44246497837
306,0.614714991739
307,0.797153295991
308,0.759696204936
309,0.783512582691
310,0.426164131158
311,0.840077747733
312,0.775346992152
313,0.80400218769
314,0.752194617665
315,0.5607599813
316,0.897869190352
317,0.570419998014
318,0.742649931841
319,0.789490699644
320,0.486492902796
321,0.798843731456
322,0.734538017211
323,0.776227663555
324,0.835078982217
325,0.810729820369
326,0.770157907289
327,0.750536474344
328,0.798838361472
329,0.890442436429
330,0.731620072498
331,0.492323117117
332,0.736181671285
333,0.732895002548
334,0.737303663028
335,0.807910222323
336,0.828783805017
338,0.814405853256
339,0.622265478187
340,0.79178300288
341,0.620207433231
342,0.659376301212
343,0.818609427904
344,0.818179247664
345,0.872829508959
346,0.855192093129
347,0.837305380611
348,0.861471491606
349,0.688609730625
350,0.675788793707
351,0.76523876028
352,0.781718853155
353,0.709263653847
354,0.567081243018
355,0.892159605196
356,0.835116669625
357,0.481254930414
358,0.830944839308
359,0.723145160835
360,0.760534754312
361,0.749603455098
362,0.655529224043
363,0.775785034007
364,0.754512341799
365,0.84962301813
366,0.573665909756
367,0.796913948237
368,0.790044542242
369,0.664482961136
370,0.648006933757
371,0.741989599902
372,0.758434671982
373,0.908254929076
374,0.797610077825
375,0.762058447574
376,0.753770735561
377,0.867188859984
378,0.815442545375
379,0.883920712908
380,0.828415519263
381,0.648149738379
382,0.815375129091
383,0.7973005666
384,0.905883494075
385,0.667984191816
386,0.861560488419
387,0.789314293692
388,0.645869328101
389,0.889277379737
390,0.698776118369
391,0.797021481715
392,0.720064455211
393,0.791675286857
394,0.792551170079
395,0.810137851158
396,0.880590118863
397,0.7859150355
398,0.429682501007
399,0.671849522559
400,0.519116833007
401,0.676776318914
402,0.70985067559
403,0.819694317878
404,0.870656095325
405,0.841414870202
406,0.838749439394
407,0.537135536322
408,0.77371006786
409,0.815714578005
410,0.660676069351
411,0.82652152051
412,0.923973014745
413,0.811255727847
414,0.786719063652
415,0.65348866696
416,0.730172491496
418,0.639532578571
419,0.839369568978
420,0.895314245043
421,0.847363278723
422,0.784753638914
423,0.671456792985
424,0.802628392074
425,0.673506679472
426,0.81374208783
427,0.391073403937
428,0.430954924724
429,0.817990089273
430,0.853095936369
431,0.744720143085
432,0.824751160807
433,0.773278368027
434,0.855917745148
435,0.748866542062
436,0.693482052231
437,0.728588783985
438,0.895625607177
439,0.730606616033
440,0.663082422181
441,0.767862802576
442,0.834423415916
443,0.790793618369
444,0.729191647946
445,0.882828296052
446,0.726998198241
447,0.792741233178
448,0.731435919844
449,0.85396838867
450,0.850781812585
451,0.785983746922
452,0.649849173463
453,0.787895746877
454,0.762515497078
455,0.790474723085
456,0.909837692446
457,0.914137468113
458,0.792888362473
459,0.744499121943
460,0.625810103716
461,0.874252764314
462,0.806995798966
463,0.866484817448
464,0.60188033844
465,0.780529304751
466,0.639186208872
467,0.766757206981
468,0.615738186945
469,0.704087132958
470,0.860685636587
471,0.784489294674
472,0.715222152201
473,0.771195684637
474,0.696515559724
475,0.801136831497
476,0.731751501308
477,0.537805359887
478,0.69966999658
479,0.821261059185
480,0.829255707519
481,0.787219443986
482,0.682261447878
483,0.753338820525
484,0.627476982818
485,0.668456952878
486,0.617262986439
487,0.717182851203
488,0.714828190296
489,0.725345906458
490,0.725345906458
491,0.804806299158
492,0.804806299158
493,0.869445113013
494,0.606330789886
495,0.864650822757
496,0.734883233975
497,0.776791009858
498,0.77609164513
499,0.824154972105
500,0.774448610768
501,0.781323703639
502,0.885809152393
503,0.685729151987
504,0.863499960176
505,0.817629108351
506,0.876520342495
507,0.845679369556
508,0.882749728828
509,0.748129936457
510,0.732094054078
511,0.706750939897
512,0.54909269792
513,0.775483597401
514,0.803338406037
515,0.709693732436
516,0.666629557537
517,0.782582144177
518,0.942974433453
519,0.669602109339
520,0.540591302452
521,0.857986687472
522,0.847779407401
523,0.78750586697
524,0.783014735853
525,0.84291305763
526,0.82061934085
527,0.72532139728
528,0.544221073796
529,0.724147177734
530,0.689819542255
531,0.92681772743
532,0.870433908085
533,0.589267644905
534,0.821967812199
535,0.713723827474
536,0.80441649735
537,0.572979116037
538,0.700654233988
539,0.793598222243
540,0.779929955198
541,0.825732558499
542,0.817433912646
543,0.592343504949
544,0.845947268674
545,0.850321683771
546,0.783662304681
547,0.894421472496
548,0.597566696038
549,0.71908916774
550,0.767592435651
551,0.798797065455
552,0.628418065631
553,0.867057779577
554,0.782823029712
555,0.646053396983
556,0.727910618383
557,0.88714654163
558,0.572690087441
559,0.727063929869
560,0.697400013121
561,0.813891742074
562,0.627418328804
563,0.801165238035
564,0.896481710036
565,0.833064401333
566,0.687782428276
567,0.71975757846
568,0.791610553354
569,0.763314296195
570,0.728886079815
571,0.771018538074
572,0.749739715509
573,0.65596950764
574,0.761330884309
575,0.746154525759
576,0.636584630413
577,0.738850276032
578,0.711881343551
579,0.709205753646
580,0.708795053028
581,0.879777591698
582,0.811645431573
583,0.706417814251
584,0.795362883282
585,0.840554805672
586,0.534844306741
587,0.477168889607
588,0.877813081285
589,0.830898912783
590,0.757689080657
591,0.664122189779
592,0.813391679501
593,0.76569189005
594,0.830632053081
595,0.750296599167
596,0.850092011149
597,0.849844261206
598,0.699706417026
599,0.80696505079
600,0.351778011202
601,0.691209281128
602,0.685322390472
603,0.779287630543
604,0.408418305542
605,0.72756031677
606,0.838769285279
607,0.732770599041
608,0.819384849253
609,0.875298853046
610,0.679727147106
611,0.867274241561
612,0.981576953909
613,0.735107111096
614,0.742600496051
615,0.854765530177
616,0.515424361514
617,0.854127093546
618,0.814665286648
619,0.854469599494
620,0.800077291464
621,0.731814621285
622,0.876935018665
623,0.787837730506
624,0.721439937459
625,0.277271846296
626,0.872063426853
627,0.794246213747
628,0.817035931765
629,0.930987221611
630,0.717170473851
631,0.832349978451
632,0.503952016194
633,0.904235860939
634,0.644970687847
635,0.744604392331
636,0.825778900901
637,0.893831106443
638,0.880921590792
639,0.792768597147
640,0.760540400762
641,0.327824252451
642,0.871260307152
643,0.547832333189
644,0.905970000801
645,0.511491863058
646,0.777831691553
647,0.82858278014
648,0.760055940617
649,0.547594165969
650,0.576843679782
651,0.669812809722
652,0.855023987448
653,0.5748036472
654,0.59960500738
655,0.713196776609
656,0.802379249367
657,0.629541929182
658,0.614762637616
659,0.707870633966
660,0.804590473045
661,0.721443213005
662,0.852768999698
663,0.912679143844
664,0.883834589355
665,0.717254701359
666,0.839472961865
667,0.960710233397
668,0.875525210164
669,0.551955800651
670,0.970813582057
671,0.849491197897
672,0.825201770603
673,0.795743458891
674,0.765025845176
675,0.759046853875
676,0.681408812494
677,0.790204514745
678,0.673901258988
679,0.841385499141
680,0.604961803803
681,0.83640390599
682,0.778342416667
683,0.623029515684
684,0.688668509552
685,0.843521565608
686,0.63794249478
687,0.805049494653
688,0.675118486292
689,0.809152743033
690,0.650462643525
691,0.862296703154
692,0.902659504476
693,0.614902162826
694,0.836196945503
695,0.836196945503
696,0.833200411911
697,0.833200411911
698,0.816843863242
699,0.593023014673
700,0.685408863903
701,0.657905702907
702,0.822998206546
703,0.751607546242
704,0.500354491813
705,0.864978368886
706,0.56390558428
707,0.858578371029
708,0.767751679935
709,0.750371244889
710,0.688526371136
711,0.759565255596
712,0.858577043839
713,0.573436928983
714,0.866514837429
715,0.642045104755
716,0.819907697192
717,0.669228301141
718,0.857498347419
719,0.83717717167
720,0.773796908967
721,0.791848632231
722,0.788029023962
723,0.90406838215
724,0.760206987052
725,0.819322290617
726,0.66436593277
727,0.813853319185
728,0.717169269333
729,0.542931733298
730,0.728901083597
731,0.701834928351
732,0.669451929831
733,0.922414728411
734,0.76209244655
735,0.820557097876
736,0.913941916197
737,0.802580485085
738,0.694917659623
739,0.705373014379
740,0.838408602489
741,0.877509112691
742,0.835808331513
743,0.822071757998
744,0.67576629242
745,0.832424663861
746,0.701823313742
747,0.716487661563
748,0.757526989998
749,0.719371302393
750,0.890188716957
751,0.663847469976
752,0.747162645333
753,0.770374101543
754,0.838909002304
755,0.790376444666
756,0.757305263129
757,0.847954520289
758,0.911980300253
759,0.662561733601
760,0.738467858901
761,0.850325321073
762,0.696491441311
763,0.902616099252
764,0.759689699418
765,0.705653620042
766,0.547584609497
767,0.833763180931
768,0.768006039358
769,0.849180393452
770,0.836303747204
771,0.680381355974
772,0.802367688069
773,0.788241832304
0,0.804294376666
1,0.773581475401
2,0.823530339948
3,0.835076487575
4,0.834601993743
5,0.711129140362
6,0.849284955219
7,0.854315508659
8,0.815172106766
9,0.868474381914
10,0.792187926852
11,0.704387392121
12,0.786651104315
13,0.861137401206
14,0.735075316941
15,0.842459580645
16,0.801838953307
17,0.691023737044
18,0.777906314805
19,0.591805213472
20,0.667011640001
21,0.842794918328
22,0.900099850983
23,0.806871227335
24,0.833742320335
25,0.714555839577
26,0.713477280064
27,0.809023486528
28,0.76823381198
29,0.803987712112
30,0.78852394077
31,0.744990613794
32,0.914454405545
33,0.714153908897
34,0.905140362773
35,0.890566669551
36,0.586458198867
37,0.91650465144
38,0.661879681465
39,0.588206395859
40,0.833002743276
41,0.523018395294
42,0.650513890993
43,0.677170599414
44,0.814165547741
45,0.799236677523
46,0.718851409756
47,0.790088647534
48,0.790484646618
49,0.750785693271
50,0.789200939252
51,0.787481386224
52,0.67814028515
53,0.831108950401
54,0.856620702358
55,0.770340595123
56,0.693071436272
57,0.68320881636
58,0.86916712916
59,0.619525260923
60,0.710716255346
61,0.678365886191
62,0.670033791797
63,0.741050293093
64,0.684034328297
65,0.679138825367
66,0.657906906326
67,0.871016002346
68,0.640728587856
69,0.641101012231
70,0.7547369195
71,0.828886988666
72,0.707596552145
73,0.701422963293
74,0.834775449622
75,1.0
76,0.371042814609
77,0.797106612377
78,0.671719816404
79,0.783565234278
80,0.854909368084
81,0.785437947033
82,0.837106660259
83,0.786478502726
84,0.822491005494
85,0.584730051237
86,0.817873183737
87,0.795877277999
88,0.729423787119
89,0.800009081592
91,0.718526687182
92,0.845298374779
94,0.743394407732
95,0.831691907741
96,0.745460046958
97,0.820709905301
98,0.846477321684
99,0.785739928958
100,0.58899921974
101,0.660950436488
102,0.718847464023
103,0.514794667411
104,0.842696965602
105,0.786125414726
106,0.848702060073
107,0.689250193319
108,0.761005577171
109,0.721778041705
110,0.74068764469
111,0.787341539923
112,0.842167003009
113,0.877424363043
114,0.759476380852
115,0.711970425813
116,0.793175651907
117,0.837617972057
118,0.540672471612
119,0.828041535011
120,0.630085691642
121,0.8761058551
122,0.791073624071
123,0.661126985782
124,0.577585583796
125,0.706636649428
126,0.867524296876
127,0.795065295171
128,0.682682608188
129,0.662135717647
130,0.704021012413
131,0.719040101657
132,0.867045306645
133,0.763179533336
134,0.838804863992
135,0.89574792046
136,0.610013197214
137,0.733024353907
138,0.628763993893
139,0.789078558496
140,0.745737348568
141,0.657041709373
142,0.627174307986
143,0.783490316511
144,0.719967015874
145,0.817204437316
146,0.825672160658
147,0.723678924213
148,0.778617072547
149,0.69985616426
150,0.821790720135
151,0.735033400021
152,0.633685478667
153,0.844945290928
154,0.714017829855
155,0.790975320474
156,0.841930421655
157,0.750141604509
158,0.678972693637
159,0.904550664561
160,0.833070738718
161,0.850532169393
162,0.665030363737
163,0.871235277858
164,0.733483779684
165,0.792917896598
166,0.676227030876
167,0.859329865499
168,0.822440788445
169,0.819457464109
170,0.771522984538
171,0.668671646632
172,0.808505143939
173,0.862812315761
174,0.868540487244
175,0.812627043675
176,0.691038787796
177,0.63012536822
178,0.904412849493
179,0.645806253597
180,0.809592973067
181,0.828018876191
182,0.72047015359
183,0.67948021602
184,0.823281137975
185,0.909678199725
186,0.854929098343
187,0.84042237758
188,0.734744520974
189,0.732381591094
190,0.844796213408
191,0.744813488592
192,0.529433479156
193,0.510903702383
194,0.839307578187
195,0.779656958982
196,0.800913424551
197,0.827549743303
198,0.693071889892
199,0.669158971952
200,0.71741163759
201,0.608482745638
202,0.826464863616
203,0.821416636885
204,0.851516552136
205,0.691854072964
206,0.844564985938
207,0.798662529423
208,0.725004853493
209,0.832511554217
210,0.811644378041
211,0.76231685166
212,0.86405500563
213,0.81357883607
214,0.784111916072
215,0.783203884876
216,0.743388995607
217,0.857612188974
218,0.822351363584
219,0.699347373142
220,0.802972299991
221,0.906828904876
222,0.804344388323
223,0.839332769758
224,0.854413570065
225,0.96852926442
226,0.728472300746
227,0.766242830856
228,0.74698306212
229,0.741981970262
230,0.820701489247
231,0.809155076499
232,0.73565711329
233,0.87478119845
234,0.766313773775
235,0.798220586602
236,0.869630930425
237,0.637447444749
238,0.664979214702
239,0.840128148352
240,0.778240052223
241,0.724891218395
242,0.699161508982
243,0.542708070165
244,0.72545731214
245,0.874391723403
246,0.713143600481
247,0.642663164352
248,0.71156016446
249,0.523203106513
250,0.650245799835
251,0.589490498867
252,0.721591129767
253,0.906437857118
254,0.803438634008
255,0.873500327255
256,0.812113927394
257,0.53322584291
258,0.847256718693
259,0.794567600117
260,0.802126513739
261,0.818757826533
262,0.746272354308
263,0.738782921609
264,0.880601913287
265,0.900656262789
266,0.621115040341
267,0.801466493757
268,0.737172109208
269,0.622242987779
270,0.671513118309
271,0.773541171142
272,0.792444479675
273,0.844487626494
274,0.775310487572
275,0.913420012256
276,0.696205105171
277,0.861053718696
278,0.661596152058
279,0.84814547663
280,0.520746215054
281,0.781472656048
282,0.754448929672
283,0.832378761432
284,0.868781917858
285,0.776633204866
286,0.754599709047
287,0.851975313572
288,0.819024198526
289,0.770360559142
290,0.711244755138
291,0.698044870667
292,0.656566919778
293,0.662073318655
294,0.790778838221
295,0.638496770324
296,0.930853199871
297,0.716894998132
298,0.665822734292
299,0.502986791597
300,0.767477673145
301,0.919858910154
302,0.691888580081
303,0.797103350108
304,0.899405061826
305,0.81185036611
306,0.773531792605
307,0.620493699077
308,0.814644431616
309,0.853104774569
310,0.814930830303
311,0.578338646165
312,0.807173959055
313,0.797050781702
314,0.796755661732
315,0.776425908872
316,0.857067900133
317,0.717880109421
318,0.769678606014
319,0.887360391774
320,0.603782222506
321,0.761924196318
322,0.848990098948
323,0.765721868409
324,0.732385068405
325,0.666386931975
326,0.462901135872
327,0.765850807941
328,0.740510325172
329,0.74048750963
330,0.799463572611
331,0.668338883951
332,0.648635953095
333,0.632601258686
334,0.618854232033
335,0.846453198081
336,0.690545034712
338,0.68459727523
339,0.718245771977
340,0.666602918524
341,0.735421712173
342,0.870095815754
343,0.775764232663
344,0.81928524031
345,0.760397495659
346,0.81842109724
347,0.654121205716
348,0.730027440466
349,0.661756937131
350,0.762940029878
351,0.653694251262
352,0.804977529462
353,0.830476848969
354,0.686977363551
355,0.818374216523
356,0.781542969518
357,0.834542008814
358,0.698358864489
359,0.815459941088
360,0.463845267395
361,0.763480762666
362,0.782269957166
363,0.778599899463
364,0.709220323346
365,0.854089249235
366,0.654607204621
367,0.76197739408
368,0.81147263006
369,0.855523707544
370,0.750544777432
371,0.723812212271
372,0.803045239612
373,0.679690494054
374,0.783741480888
375,0.836476186761
376,0.733722226393
377,0.851215362281
378,0.835993801041
379,0.712692488003
380,0.80663759478
381,0.766976702409
382,0.821883421809
383,0.721098073854
384,0.634657675384
385,0.696702688348
386,0.841471491974
387,0.664462485291
388,0.766513954269
389,0.631955652219
390,0.789619461685
391,0.790470943134
392,0.808060391621
393,0.651486354257
394,0.803386730927
395,0.793850506672
396,0.879747306256
397,0.775138523466
398,0.636523949664
399,0.849199591113
400,0.712275064909
401,0.639461771883
402,0.915073882112
403,0.747774558358
404,0.835662331203
405,0.654876812265
406,0.841518474262
407,0.619197452107
408,0.799234236949
409,0.706434668354
410,0.706491114659
411,0.707735430469
412,0.789776854391
413,0.812342471646
414,0.6981619951
415,0.570302488184
416,0.746142897602
418,0.761490890259
419,0.78893488675
420,0.829156346755
421,0.724727910924
422,0.62779976784
423,0.462792185521
424,0.894150186315
425,0.575675387496
426,0.610599293822
427,0.662531632884
428,0.795742521978
429,0.796787992977
430,0.736292424327
431,0.7674284859
432,0.612785030104
433,0.837415215695
434,0.856627376606
435,0.833831104451
436,0.728255419239
437,0.817928414482
438,0.718214487565
439,0.729033003757
440,0.491763128723
441,0.757051665246
442,0.70945668026
443,0.749626048022
444,0.883422871588
445,0.684958173585
446,0.804948734617
447,0.837829921817
448,0.706253060853
449,0.708380713758
450,0.729273318368
451,0.670565592655
452,0.674110663777
453,0.682775814622
454,0.814387620516
455,0.829432463951
456,0.778295638185
457,0.835533898711
458,0.720816210369
459,0.723368935022
460,0.754330761676
461,0.855773822103
462,0.768239671687
463,0.746298847028
464,0.738169299506
465,0.600553080608
466,0.636363748711
467,0.750638856736
468,0.779840600909
469,0.786188024913
470,0.897145447346
471,0.764977485163
472,0.650185338942
473,0.801957981028
474,0.825038944806
475,0.785138760615
476,0.855839950263
477,0.806056371311
478,0.711683165306
479,0.695301559419
480,0.714322194875
481,0.858745185031
482,0.709575786139
483,0.766293546632
484,0.841564714999
485,0.827019887842
486,0.760519720975
487,0.877667239503
488,0.85090650002
489,0.718802136883
490,0.712106310109
491,0.718802136883
492,0.712106310109
493,0.921613570321
494,0.864138614144
495,0.778522211179
496,0.785392466479
497,0.472060082472
498,0.86697171805
499,0.892397345808
500,0.687749160299
501,0.729996264212
502,0.860921242016
503,0.750605168466
504,0.886355062474
505,0.796479113413
506,0.683799669287
507,0.713940451647
508,0.661525290138
509,0.606985445888
510,0.503655995546
511,0.831812574852
512,0.670690883652
513,0.835500284789
514,0.877940831983
515,0.692650018614
516,0.744326914338
517,0.703915217363
518,0.849585181447
519,0.652638499173
520,0.448767160168
521,0.77574208292
522,0.815417142648
523,0.734200495461
524,-0.0473676317088
525,0.710151741206
526,0.773575358188
527,0.61112232276
528,0.883387654899
529,0.747732179493
530,0.857661889087
531,0.817313672315
532,0.825156180239
533,0.281850866566
534,0.69242078393
535,0.792419364122
536,0.869651886186
537,0.580698431015
538,0.88066531923
539,0.729469776432
540,0.805772498414
541,0.790512214398
542,0.737805790306
543,0.884407293541
544,0.883352000657
545,0.72402119061
546,0.19884558509
547,0.736973051191
548,0.608123415758
549,0.789876704929
550,0.749276198965
551,0.801152373381
552,0.500193408355
553,0.77335817397
554,0.836038603285
555,0.79489718663
556,0.723510334652
557,0.883227573075
558,0.748217213263
559,0.678708277412
560,0.658605702771
561,0.677359713126
562,0.77912831753
563,0.737452749394
564,0.886489549315
565,0.785453996064
566,0.82633879637
567,0.699368057305
568,0.872119424503
569,0.802342560666
570,0.659667209884
571,0.85877817248
572,0.794302298173
573,0.842921403873
574,0.788213099807
575,0.821276705542
576,0.805299107608
577,0.846377882085
578,0.788714996846
579,0.794905833183
580,0.812026661055
581,0.714071350814
582,0.82117111111
583,0.820404802935
584,0.680166206092
585,0.76224360968
586,0.457714009501
587,0.624824587985
588,0.684886621994
589,0.687111175524
590,0.691154137681
591,0.66097871877
592,0.867999061514
593,0.820335559691
594,0.824108374196
595,0.821671540392
596,0.797609151319
597,0.739975588022
598,0.761248412292
599,0.602078358677
600,0.511914583874
601,0.769415442912
602,0.84443159804
603,0.675570691583
604,0.518663800473
605,0.74712492666
606,0.85783212982
607,0.640861277103
608,0.622496110729
609,0.733444003871
610,0.6786136818
611,0.756395787623
612,0.969349128221
613,0.78017269986
614,0.820864182931
615,0.831020727695
616,0.392864854271
617,0.87812430491
618,0.776806383193
619,0.527619825821
620,0.729807636032
621,0.794949878696
622,0.88020540696
623,0.885694937535
624,0.710183232188
625,0.576150483918
626,0.924681859805
627,0.846759969905
628,0.528782903937
629,0.879559931426
630,0.81022421723
631,0.860611569074
632,0.76467927716
633,0.945086222511
634,0.75759267281
635,0.804549662335
636,0.792646940537
637,0.85556881458
638,0.803085010754
639,0.78229531711
640,0.542162034275
641,0.871617523667
642,0.789990285451
643,0.892620028313
644,0.789927362754
645,0.789842501741
646,0.779956417358
647,0.838357206295
648,0.802545431674
649,0.403835711264
650,0.75563206997
651,0.803973239509
652,0.662048797069
653,0.67687617748
654,0.69628471003
655,0.880414298545
656,0.828753195009
657,0.702546806342
658,0.85347338399
659,0.798636886149
660,0.77189272977
661,0.73570484058
662,0.898408531185
663,0.885477006879
664,0.710220680437
665,0.530027408301
666,0.830285403451
667,0.636117019738
668,0.479097593644
669,0.844746910433
670,0.94308605128
671,0.757977838709
672,0.644378090367
673,0.714762196993
674,0.820852669005
675,0.807443348292
676,0.440061458195
677,0.736752057743
678,0.790045837966
679,0.792966374623
680,0.655430477089
681,0.743164889052
682,0.762412777567
683,0.7849949097
684,0.889092836052
685,0.762004246751
686,0.831462888344
687,0.805450798075
688,0.779637913656
689,0.859517659223
690,0.869268439623
691,0.739452438904
692,0.851711749462
693,0.653384553896
694,0.820032231804
695,0.799866879108
696,0.820032231804
697,0.799866879108
698,0.768706114786
699,0.879473465799
700,0.611725404961
701,0.783154206277
702,0.860691677601
703,0.649260463218
704,0.699282124039
705,0.851176855509
706,0.961005369573
707,0.743474976781
708,0.722487952099
709,0.770788157688
710,0.725327970595
711,0.72625825708
712,0.870484977236
713,0.673858658903
714,0.848324196574
715,0.788037980458
716,0.752402888545
717,0.708102151764
718,0.89214982545
719,0.792838943814
720,0.777981842294
721,0.901555416945
722,0.610822701605
723,0.835036479975
724,0.824610205086
725,0.787193606657
726,0.742219242617
727,0.7951142297
728,0.778706511305
729,0.512749400716
730,0.830948085037
731,0.870603670295
732,0.795920560662
733,0.827611152375
734,0.860426387271
735,0.757962103646
736,0.621350776245
737,0.709312757308
738,0.882432250496
739,0.743262631972
740,0.822640322176
741,0.87446311847
742,0.856164544991
743,0.882706886524
744,0.642305559455
745,0.923953069276
746,0.724293668226
747,0.664008607115
748,0.77388168517
749,0.669390979429
750,0.79087641736
751,0.638423651745
752,0.761052493882
753,0.569516886034
754,0.848103066162
755,0.64559445303
756,0.709507913252
757,0.656345351217
758,0.704790498441
759,0.739452368714
760,0.851032786277
761,0.807121647778
762,0.727444303559
763,0.865174864543
764,0.718598001458
765,0.78546850293
766,0.656134124035
767,0.847260714686
768,0.657237795636
769,0.725376604382
770,0.706801511082
771,0.832274846935
772,0.750043230257
773,0.752984738711
