img_num,nose_width,nose_length,lip_thickness,face_length,eye_height,eye_width,face_width_prom,face_width_mouth,forehead_length,dist_btw_pupils_top,dist_btw_pupils_lip,chin_length,length_cheek_to_chin,brow_to_hair,fWHR,face_shape,heartshapeness,nose_shape,lip_fullness,eye_shape,eye_size,upper_head_len,midface_len,chin_size,forehead_height,cheek_height,cheek_prominence,face_roundness
200,155.003225773,268.001865665,121.525543305,995.289405148,61.8398784135,141.515693303,798.030701164,669.026905289,403.178620465,409.322687497,359.708677559,149.48244044,540.253585701,247.368652016,1.635239291,0.8018076924,1.1928230313,0.5783662192,0.1221007103,0.4369824786,0.0621325597,0.4050868204,0.361411139,0.1501899243,0.2485394205,0.5428105463,0.1296143566,0.6721933358
201,155,275.01636315,107.029298267,1039.589342,37.3494742157,123.294656663,784.063772916,637.038460377,434.778104324,446.242787057,361.377262019,155.630973781,540.096903358,298.590857194,1.6114980492,0.7542052821,1.2307950331,0.5636028279,0.1029534393,0.3029285715,0.0359271423,0.4182210097,0.3476153972,0.1497042798,0.2872200061,0.5195290886,0.1414263369,0.6127789451
