Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.0807647633509, 0.242283135844, 33
boring, 0.220921884216, 0.341632793188, 50
calm, 0.0597376755165, 0.290638396785, 50
cold, 0.276649513808, 0.369652943722, 50
common, 0.157461605807, 0.290818432311, 50
confident, 0.163634000498, 0.313818141328, 50
egotistic, 0.246126169893, 0.359127679471, 50
emotUnstable, 0.17968302928, 0.282964379339, 33
forgettable, 0.210169179152, 0.343392582485, 50
intelligent, 0.166233524466, 0.305621660365, 33
introverted, 0.199627293002, 0.359223109913, 50
kind, 0.283396309024, 0.392125001602, 50
responsible, 0.216191326982, 0.341388696019, 39
trustworthy, 0.24264666551, 0.340429078697, 33
unattractive, 0.34070742289, 0.416682294001, 50
unemotional, 0.282370130316, 0.395836702224, 50
unfamiliar, 0.102772139642, 0.290113989514, 50
unfriendly, 0.270066791406, 0.377055228402, 50
unhappy, 0.248381152518, 0.368104451388, 50
weird, 0.177377738619, 0.282716203514, 33
aggressive, 0.279415887013, 0.3839584217, 50
attractive, 0.41505465686, 0.448767993211, 50
caring, 0.335284772252, 0.412264725865, 50
emotStable, 0.194164171226, 0.350272596528, 50
emotional, 0.321495390369, 0.409597234474, 50
familiar, 0.0829361872957, 0.272349288335, 50
friendly, 0.342793882713, 0.400046165035, 50
happy, 0.346728349974, 0.404181714139, 50
humble, 0.229588632536, 0.348630245445, 50
interesting, 0.187560421778, 0.341103671841, 50
irresponsible, 0.286188669264, 0.369187138415, 50
mean, 0.302695280991, 0.372661842016, 50
memorable, 0.197584665926, 0.328038707768, 50
normal, 0.242807918092, 0.332192009344, 50
sociable, 0.296319258756, 0.391699662455, 50
typical, 0.202444542716, 0.278214021381, 50
uncertain, 0.273537986584, 0.330602661011, 50
uncommon, 0.146132682407, 0.249368318881, 50
unintelligent, 0.146553007163, 0.333147459979, 50
untrustworthy, 0.306162929257, 0.391313440059, 50
