Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.229675512039, 0.188005668609, 17
boring, 0.238643965149, 0.364445948444, 50
calm, 0.264338420622, 0.239148586266, 33
cold, 0.410149756615, 0.360998561312, 50
common, 0.190982414186, 0.279366877776, 50
confident, 0.289608150679, 0.261454783549, 39
egotistic, 0.316556204573, 0.310457554449, 39
emotUnstable, 0.325492458981, 0.26423496007, 33
forgettable, 0.276219783625, 0.351378420899, 50
intelligent, 0.210804741776, 0.144630142546, 11
introverted, 0.301850971305, 0.368897202469, 50
kind, 0.435453459968, 0.375257630754, 50
responsible, 0.41186074731, 0.309300079514, 39
trustworthy, 0.397139837066, 0.328650660754, 39
unattractive, 0.372167946408, 0.427196448146, 50
unemotional, 0.363081107413, 0.402557738838, 50
unfamiliar, 0.228318026681, 0.275312489857, 50
unfriendly, 0.408904410754, 0.376929801874, 50
unhappy, 0.390113304306, 0.363461723253, 50
weird, 0.243274384075, 0.334186264664, 50
aggressive, 0.385595317488, 0.377711107476, 50
attractive, 0.360218569989, 0.429855849091, 33
caring, 0.41144227131, 0.364693742749, 39
emotStable, 0.373874659455, 0.305396266034, 39
emotional, 0.320851477007, 0.415502457975, 50
familiar, 0.17426101754, 0.179319232125, 17
friendly, 0.412281466315, 0.405257713734, 50
happy, 0.419600218737, 0.406017392116, 50
humble, 0.37062218868, 0.283355703192, 33
interesting, 0.15466060278, 0.196891547163, 11
irresponsible, 0.326704759592, 0.314536286047, 33
mean, 0.388117274513, 0.37272238027, 50
memorable, 0.242105558802, 0.32372938795, 50
normal, 0.304448324355, 0.271056880266, 33
sociable, 0.366167683818, 0.40459789153, 50
typical, 0.259495812297, 0.202320089619, 22
uncertain, 0.265425318329, 0.341795574402, 50
uncommon, 0.216343192176, 0.216422234185, 33
unintelligent, 0.249581156975, 0.308497801243, 50
untrustworthy, 0.38580051363, 0.355018152121, 39
