Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.156522583626, 0.273306785985, 50
boring, 0.222736034754, 0.267144455993, 33
calm, 0.138913308843, 0.112725605912, 6
cold, 0.306031277398, 0.371181321009, 50
common, 0.235676454203, 0.27902519658, 50
confident, 0.2291847224, 0.277872541353, 50
egotistic, 0.245267592443, 0.339354909998, 44
emotUnstable, 0.228064385771, 0.30765418136, 50
forgettable, 0.1943656095, 0.312907074119, 44
intelligent, 0.242655260832, 0.270039616553, 28
introverted, 0.305208587116, 0.320556070792, 50
kind, 0.356927299522, 0.381478776709, 50
responsible, 0.3023022544, 0.294766099548, 28
trustworthy, 0.339710521619, 0.372592208987, 50
unattractive, 0.353744267504, 0.400541855884, 50
unemotional, 0.328100669028, 0.388118897454, 50
unfamiliar, 0.10356111985, 0.168186773393, 17
unfriendly, 0.323523861166, 0.378647465476, 50
unhappy, 0.311197938559, 0.355477567638, 50
weird, 0.194080702204, 0.319913062292, 50
aggressive, 0.28375212575, 0.378469523672, 44
attractive, 0.408595539334, 0.451444999411, 50
caring, 0.367512820038, 0.414964591485, 50
emotStable, 0.274358410662, 0.263841303177, 28
emotional, 0.339612670254, 0.393295270878, 50
familiar, 0.0890324780162, 0.165750464131, 11
friendly, 0.356007371951, 0.412363009534, 50
happy, 0.39150455614, 0.400020574647, 50
humble, 0.249739434601, 0.325392699861, 33
interesting, 0.185953814562, 0.325018831786, 44
irresponsible, 0.247464619496, 0.309035144531, 28
mean, 0.337173031031, 0.382146776129, 50
memorable, 0.212490679382, 0.325349973395, 50
normal, 0.258700360929, 0.329842858619, 50
sociable, 0.320058183645, 0.393943155679, 50
typical, 0.141204206378, 0.286993690381, 50
uncertain, 0.272174948508, 0.334947350967, 50
uncommon, 0.18686557696, 0.241568382263, 50
unintelligent, 0.210947770677, 0.327332128286, 50
untrustworthy, 0.359684523412, 0.396328578636, 50
