Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.182260690916, 0.211911835435, 33
boring, 0.202298241126, 0.324744244473, 44
calm, 0.121489217591, 0.284462818513, 50
cold, 0.192497726281, 0.28862445771, 17
common, 0.153365188262, 0.135268480914, 11
confident, 0.185642870586, 0.321354694727, 50
egotistic, 0.201110475712, 0.297107730679, 17
emotUnstable, 0.180386117711, 0.292652313257, 33
forgettable, 0.196395538823, 0.291494068815, 33
intelligent, 0.190958044797, 0.282912940626, 33
introverted, 0.248839930219, 0.364099660025, 50
kind, 0.243333845495, 0.353838044502, 33
responsible, 0.21053080657, 0.326401645411, 33
trustworthy, 0.210884026766, 0.345725591981, 33
unattractive, 0.288610879459, 0.427871427827, 50
unemotional, 0.304387690297, 0.416890993906, 50
unfamiliar, 0.200534004115, 0.279924605419, 50
unfriendly, 0.263330792434, 0.402605776122, 50
unhappy, 0.25088016896, 0.39733041497, 50
weird, 0.190587195151, 0.343685717514, 50
aggressive, 0.215254547056, 0.367847755596, 33
attractive, 0.317587823025, 0.475636837287, 50
caring, 0.243134874533, 0.387001748178, 33
emotStable, 0.153864222851, 0.328825934813, 33
emotional, 0.308708938678, 0.423212262034, 50
familiar, 0.13515553343, 0.252228387046, 33
friendly, 0.284560752537, 0.440697413554, 50
happy, 0.26700320094, 0.442966667221, 50
humble, 0.218028528774, 0.3250618127, 33
interesting, 0.12373934511, 0.315634890451, 39
irresponsible, 0.234955223624, 0.335574315798, 33
mean, 0.185720074052, 0.354092179104, 33
memorable, 0.146822319625, 0.285854047803, 39
normal, 0.197117081975, 0.342375063153, 50
sociable, 0.266961279808, 0.420742300118, 50
typical, 0.17636224951, 0.231039263318, 28
uncertain, 0.199457364865, 0.354532281248, 50
uncommon, 0.139145885666, 0.276889674077, 50
unintelligent, 0.113702925334, 0.305195739296, 33
untrustworthy, 0.214724532102, 0.380814252593, 33
