Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.126807110902, 0.194415746286, 17
boring, 0.298763451878, 0.359142684712, 50
calm, 0.121063722764, 0.275690195297, 39
cold, 0.203201039957, 0.279891714245, 22
common, 0.169284093729, 0.173127008946, 17
confident, 0.216570172832, 0.293548521083, 50
egotistic, 0.207922316357, 0.319415275785, 33
emotUnstable, 0.189102283397, 0.297811334701, 50
forgettable, 0.315530762408, 0.327224997697, 50
intelligent, 0.140544195304, 0.318254353895, 39
introverted, 0.288665948944, 0.332663056237, 50
kind, 0.197577592762, 0.304226418548, 17
responsible, 0.21309425922, 0.349307715062, 39
trustworthy, 0.198907320119, 0.344143754528, 33
unattractive, 0.325943035953, 0.419437751238, 50
unemotional, 0.220209329626, 0.285850489551, 17
unfamiliar, 0.147906034086, 0.295458411176, 50
unfriendly, 0.222707502457, 0.289080965931, 22
unhappy, 0.305943732059, 0.366523213369, 50
weird, 0.231250611669, 0.324981731611, 50
aggressive, 0.25462609753, 0.355645977734, 39
attractive, 0.361534154093, 0.463930770902, 50
caring, 0.267853012669, 0.312606561583, 17
emotStable, 0.248355317561, 0.313718270436, 39
emotional, 0.306898620348, 0.424547467275, 50
familiar, 0.190821393636, 0.265408000779, 50
friendly, 0.344216441426, 0.403768000967, 50
happy, 0.34863702883, 0.408270787282, 50
humble, 0.215632933582, 0.256538813745, 17
interesting, 0.182889078926, 0.220946195094, 17
irresponsible, 0.239255499108, 0.346256344312, 39
mean, 0.296995314326, 0.377225404404, 50
memorable, 0.223081485742, 0.323960042744, 50
normal, 0.184057231361, 0.240658878742, 17
sociable, 0.333906417048, 0.389527278667, 50
typical, 0.122689740107, 0.253988901801, 33
uncertain, 0.26976759987, 0.335370199532, 50
uncommon, 0.0892776306807, 0.26742216349, 50
unintelligent, 0.15566036958, 0.29802797929, 39
untrustworthy, 0.313577891618, 0.389133727003, 50
