Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.11969211765, 0.262001023286, 50
boring, 0.21371342718, 0.3408773042, 50
calm, 0.0865788235156, 0.0977701678562, 6
cold, 0.318489842109, 0.370665409999, 50
common, 0.101045496717, 0.279508633404, 50
confident, 0.239352152505, 0.303136562631, 50
egotistic, 0.248148354995, 0.367449257823, 50
emotUnstable, 0.265664186903, 0.255979254257, 33
forgettable, 0.265648174656, 0.333384493351, 50
intelligent, 0.207695547904, 0.307821328446, 50
introverted, 0.280645671718, 0.321568312032, 50
kind, 0.303191531884, 0.386137625464, 50
responsible, 0.317308438892, 0.308098835163, 50
trustworthy, 0.332296729511, 0.353556229498, 50
unattractive, 0.355117413966, 0.413982058056, 50
unemotional, 0.313176144435, 0.394904954819, 50
unfamiliar, 0.179334488696, 0.25560479232, 50
unfriendly, 0.324412706868, 0.367078892702, 50
unhappy, 0.32690721057, 0.355647567918, 50
weird, 0.22097088163, 0.306583773115, 50
aggressive, 0.29330255997, 0.332338108045, 33
attractive, 0.421138352706, 0.45011617322, 50
caring, 0.337141739377, 0.344820326358, 33
emotStable, 0.308546006463, 0.320459779347, 50
emotional, 0.248709422862, 0.329593582773, 17
familiar, 0.156855721359, 0.090111562719, 6
friendly, 0.363764023245, 0.403007141362, 50
happy, 0.350690504059, 0.400983544626, 50
humble, 0.303267910636, 0.267781643707, 28
interesting, 0.22318885496, 0.345369470011, 50
irresponsible, 0.31669854861, 0.341128086823, 50
mean, 0.297043456474, 0.318800558162, 33
memorable, 0.232261012903, 0.251872911376, 28
normal, 0.272345303386, 0.315142993521, 50
sociable, 0.33572403205, 0.388613925919, 50
typical, 0.105659834304, 0.208086991942, 22
uncertain, 0.271659703857, 0.325322217714, 50
uncommon, 0.101599944013, 0.184513246353, 17
unintelligent, 0.262934017112, 0.292523364295, 50
untrustworthy, 0.336933788087, 0.375165663989, 50
