Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.158823078572, 0.227217180756, 33
boring, 0.290248790571, 0.343167840519, 50
calm, 0.142000625338, 0.231346467987, 28
cold, 0.292690524853, 0.386687737238, 50
common, 0.155476785042, 0.28989105552, 50
confident, 0.18479016104, 0.269724422062, 39
egotistic, 0.277492452529, 0.368500388767, 50
emotUnstable, 0.263211609924, 0.233494088062, 28
forgettable, 0.298522813244, 0.339269557477, 50
intelligent, 0.211646430838, 0.297052966814, 50
introverted, 0.291558499043, 0.349455946445, 50
kind, 0.333783751335, 0.390412628043, 50
responsible, 0.320628484299, 0.272063916921, 28
trustworthy, 0.30487654585, 0.299149547347, 28
unattractive, 0.304688093175, 0.35449590188, 28
unemotional, 0.31621197457, 0.410833012096, 50
unfamiliar, 0.120403327764, 0.205376348995, 28
unfriendly, 0.307702747137, 0.38849991895, 50
unhappy, 0.282166492753, 0.273235738426, 28
weird, 0.145974389159, 0.253189502231, 28
aggressive, 0.313996687129, 0.386017093107, 50
attractive, 0.351875885662, 0.390656457991, 22
caring, 0.329286878673, 0.432201738271, 50
emotStable, 0.261913632274, 0.276922908252, 33
emotional, 0.324787854478, 0.426021106173, 50
familiar, 0.151769626096, 0.204923477012, 28
friendly, 0.332714070565, 0.418693731899, 50
happy, 0.333725715271, 0.424813431304, 50
humble, 0.282873031653, 0.335033375907, 50
interesting, 0.207833247114, 0.244328847764, 22
irresponsible, 0.274378695249, 0.288221418132, 28
mean, 0.305364293688, 0.380588538551, 50
memorable, 0.228314706226, 0.334433217033, 50
normal, 0.208659479885, 0.240870010528, 28
sociable, 0.314396203555, 0.407090016646, 50
typical, 0.163729070262, 0.251880122983, 33
uncertain, 0.257249274375, 0.345766199135, 50
uncommon, 0.129011189294, 0.222093093592, 28
unintelligent, 0.171128060328, 0.315292834244, 50
untrustworthy, 0.327046795482, 0.389625813761, 50
