Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.145051497692, 0.205275603596, 17
boring, 0.23164203022, 0.36389585173, 50
calm, 0.134785612107, 0.242001511312, 33
cold, 0.208098408026, 0.281832890446, 22
common, 0.152819574154, 0.278753711134, 50
confident, 0.178808748428, 0.322768179976, 50
egotistic, 0.228013518572, 0.272794677616, 22
emotUnstable, 0.163799201512, 0.229332896148, 22
forgettable, 0.214098862983, 0.350128456843, 50
intelligent, 0.214531521387, 0.290303350589, 33
introverted, 0.199651256887, 0.369866146465, 50
kind, 0.247280965961, 0.299904676393, 22
responsible, 0.269231506082, 0.309602604408, 33
trustworthy, 0.215581858573, 0.280449899929, 22
unattractive, 0.316621513667, 0.429318872321, 50
unemotional, 0.319335619199, 0.410174418339, 50
unfamiliar, 0.136289348208, 0.292293038933, 50
unfriendly, 0.250844268731, 0.280066759867, 22
unhappy, 0.245334014848, 0.262457590172, 22
weird, 0.165755851557, 0.342803339557, 50
aggressive, 0.316435319647, 0.362907527742, 44
attractive, 0.368032663703, 0.425487390708, 44
caring, 0.366481047459, 0.424860797941, 50
emotStable, 0.221049154521, 0.358033549789, 50
emotional, 0.350690318937, 0.423927505128, 50
familiar, 0.174331235701, 0.17896351752, 17
friendly, 0.310367676536, 0.303569833087, 22
happy, 0.307801520499, 0.299983097248, 22
humble, 0.277389534761, 0.304848911643, 33
interesting, 0.226030002872, 0.232817233985, 22
irresponsible, 0.262917863893, 0.368209968379, 50
mean, 0.326794135125, 0.388046859912, 50
memorable, 0.250825305676, 0.323581774252, 50
normal, 0.207360894295, 0.354325780685, 50
sociable, 0.329211464622, 0.40793553452, 50
typical, 0.166871563761, 0.212493529073, 22
uncertain, 0.224044060072, 0.339913340446, 50
uncommon, 0.169224775637, 0.165685341881, 17
unintelligent, 0.180456530413, 0.317720587671, 50
untrustworthy, 0.339186500594, 0.386686257328, 50
