Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.187762050028, 0.244510509012, 39
boring, 0.212693154765, 0.233459756439, 22
calm, 0.170705007985, 0.269353631155, 50
cold, 0.329614535536, 0.379376913861, 50
common, 0.0380111980891, 0.00995758885733, 1
confident, 0.192251956372, 0.272042510936, 39
egotistic, 0.311504759633, 0.349177684251, 50
emotUnstable, 0.246035424547, 0.24247954552, 28
forgettable, 0.173922626376, 0.234233421939, 22
intelligent, 0.257021080302, 0.291709371257, 44
introverted, 0.284706084213, 0.345320457093, 50
kind, 0.381826528899, 0.38241470595, 50
responsible, 0.290430390659, 0.349126763661, 50
trustworthy, 0.367905370532, 0.368946563093, 50
unattractive, 0.306546880358, 0.358248167988, 28
unemotional, 0.37648750446, 0.394901681409, 50
unfamiliar, 0.0439434572708, 0.152355549668, 17
unfriendly, 0.372723528126, 0.373537823679, 50
unhappy, 0.340028879709, 0.36477639395, 50
weird, 0.19898889187, 0.317984795168, 50
aggressive, 0.373001398442, 0.377829604601, 50
attractive, 0.31051993768, 0.393401283609, 22
caring, 0.421065148367, 0.41061257591, 50
emotStable, 0.223875666597, 0.339065390633, 50
emotional, 0.290698181062, 0.33925664074, 22
familiar, 0.19194862056, 0.207954136308, 33
friendly, 0.413991962219, 0.40018140699, 50
happy, 0.406766422293, 0.3998786762, 50
humble, 0.352349976798, 0.337663974483, 50
interesting, 0.28716215787, 0.336573066106, 50
irresponsible, 0.318738617387, 0.351628760924, 50
mean, 0.390589727634, 0.365762346067, 50
memorable, 0.110377484573, 0.0671783345246, 6
normal, 0.2323322012, 0.262928470506, 33
sociable, 0.383014106113, 0.388140412419, 50
typical, 0.268914158524, 0.18357208434, 22
uncertain, 0.247467833528, 0.320055327049, 50
uncommon, 0.121267512782, 0.271865063551, 50
unintelligent, 0.249118639124, 0.287238782196, 50
untrustworthy, 0.385778112743, 0.375087591155, 50
