Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.192612657776, 0.253894277135, 39
boring, 0.24513872632, 0.355623179066, 50
calm, 0.162220323814, 0.191435301351, 17
cold, 0.307544548149, 0.378917465405, 50
common, 0.110045177017, 0.193760833472, 17
confident, 0.151825941231, 0.324623376908, 50
egotistic, 0.299640355731, 0.337138701249, 44
emotUnstable, 0.22739144277, 0.290352745313, 44
forgettable, 0.201227441932, 0.337234536912, 50
intelligent, 0.159995300576, 0.284622389008, 28
introverted, 0.234130672284, 0.360605003058, 50
kind, 0.327969524588, 0.392220170166, 50
responsible, 0.26463491671, 0.354717385686, 50
trustworthy, 0.310253016524, 0.388172776189, 50
unattractive, 0.31109830536, 0.425839766939, 50
unemotional, 0.303637142408, 0.409835790868, 50
unfamiliar, 0.161500204058, 0.30017447763, 50
unfriendly, 0.325744917726, 0.381973778691, 50
unhappy, 0.263974213933, 0.385140242987, 50
weird, 0.241028847333, 0.331426343588, 50
aggressive, 0.311456883461, 0.394741180221, 50
attractive, 0.365511564048, 0.461904996581, 50
caring, 0.367203486043, 0.435008060753, 50
emotStable, 0.269995230958, 0.366842958264, 50
emotional, 0.36442496558, 0.413825092138, 50
familiar, 0.112678191683, 0.276602197767, 50
friendly, 0.348478478787, 0.425872526705, 50
happy, 0.347111220278, 0.421229076742, 50
humble, 0.277917646952, 0.269905222644, 17
interesting, 0.220814097546, 0.341392059943, 50
irresponsible, 0.312257048977, 0.370068778077, 50
mean, 0.296742990486, 0.396695732685, 50
memorable, 0.15982755921, 0.334820649109, 50
normal, 0.239414042555, 0.351290527927, 50
sociable, 0.297811274576, 0.418731380129, 50
typical, 0.143489703807, 0.282202531978, 44
uncertain, 0.235158231136, 0.351997218557, 50
uncommon, 0.128357560399, 0.253894909426, 33
unintelligent, 0.212097856903, 0.330344970345, 50
untrustworthy, 0.32560826392, 0.406579352286, 50
