Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.125456618181, 0.187647282701, 17
boring, 0.225014165085, 0.361220938429, 50
calm, 0.187284007248, 0.191129225497, 22
cold, 0.322269377102, 0.377613223098, 50
common, 0.118839009671, 0.216894588503, 22
confident, 0.216768320961, 0.30103220768, 50
egotistic, 0.286026482716, 0.254705968418, 17
emotUnstable, 0.23507831036, 0.299043134953, 50
forgettable, 0.197335135634, 0.363752551352, 50
intelligent, 0.29655014705, 0.288761855032, 50
introverted, 0.253758850611, 0.343114793583, 50
kind, 0.360468304952, 0.38958829017, 50
responsible, 0.293603064885, 0.343793183207, 50
trustworthy, 0.315304814365, 0.378201778863, 50
unattractive, 0.349540981214, 0.42715821116, 50
unemotional, 0.338286890682, 0.406726374084, 50
unfamiliar, 0.191002566085, 0.282682244013, 50
unfriendly, 0.337692934746, 0.376320780595, 50
unhappy, 0.308935622414, 0.380348304831, 50
weird, 0.202877512246, 0.320871545821, 50
aggressive, 0.354593143965, 0.386706878438, 50
attractive, 0.371467472924, 0.464797939156, 50
caring, 0.407460054213, 0.415183723048, 50
emotStable, 0.229412907828, 0.241436235718, 22
emotional, 0.328789147143, 0.322348494013, 17
familiar, 0.146596419154, 0.176491229707, 17
friendly, 0.392513325329, 0.405830449396, 50
happy, 0.374500961232, 0.414991950122, 50
humble, 0.312930253826, 0.301619506051, 28
interesting, 0.231412267896, 0.338751209739, 50
irresponsible, 0.298474298591, 0.294111106418, 28
mean, 0.366375548653, 0.373155925046, 50
memorable, 0.208737921261, 0.345278386353, 50
normal, 0.334812263212, 0.324900812657, 50
sociable, 0.382407648939, 0.396014023066, 50
typical, 0.165160454629, 0.159878978021, 11
uncertain, 0.248569323002, 0.332916791717, 50
uncommon, 0.0662032817012, 0.135325996976, 11
unintelligent, 0.244216194522, 0.277659584234, 39
untrustworthy, 0.371493273808, 0.390513744611, 50
