Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.162792730539, 0.293695825449, 50
boring, 0.280618523643, 0.331890443419, 50
calm, 0.183545780413, 0.259374085809, 50
cold, 0.33542561082, 0.351234656633, 50
common, 0.0647130142112, 0.014538393488, 1
confident, 0.215937009285, 0.286327069029, 50
egotistic, 0.276881354923, 0.357264772066, 50
emotUnstable, 0.183233161785, 0.298475081639, 50
forgettable, 0.268563643904, 0.327544450066, 50
intelligent, 0.222959461441, 0.294812201954, 50
introverted, 0.289395247948, 0.332877453777, 50
kind, 0.34108926062, 0.374400614166, 50
responsible, 0.225915563865, 0.344823264965, 50
trustworthy, 0.306775955433, 0.361876831737, 50
unattractive, 0.413553413564, 0.390270696284, 50
unemotional, 0.361494486327, 0.372375510338, 50
unfamiliar, 0.161330347735, 0.277603457469, 50
unfriendly, 0.34429344427, 0.351843643169, 50
unhappy, 0.327885290809, 0.340780797206, 50
weird, 0.242457038351, 0.297691447268, 50
aggressive, 0.333522829397, 0.362518075566, 50
attractive, 0.441372060158, 0.433024126061, 50
caring, 0.363937577357, 0.398010126048, 50
emotStable, 0.271482491728, 0.314978516505, 50
emotional, 0.401379196189, 0.394308893606, 50
familiar, 0.143596369704, 0.215946967656, 28
friendly, 0.368355055829, 0.391639311941, 50
happy, 0.371682542037, 0.38519606099, 50
humble, 0.269351335523, 0.337361093799, 50
interesting, 0.269777063953, 0.307651183028, 50
irresponsible, 0.253208076473, 0.362784304365, 50
mean, 0.32141017945, 0.358894965321, 50
memorable, 0.224992711973, 0.271978661597, 39
normal, 0.264864371311, 0.308404591601, 50
sociable, 0.370780601362, 0.363837765514, 50
typical, 0.158069388298, 0.279877867552, 50
uncertain, 0.263088420444, 0.319738273577, 50
uncommon, 0.149692239854, 0.218434696744, 28
unintelligent, 0.21314740836, 0.302806689036, 50
untrustworthy, 0.300858328349, 0.379570376784, 50
