Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.202386638833, 0.260025379123, 50
boring, 0.238280828578, 0.296081592382, 44
calm, 0.199080501174, 0.230613234699, 44
cold, 0.34953919142, 0.346348746929, 50
common, 0.172521075109, 0.0946857470856, 6
confident, 0.218837142429, 0.287713576709, 50
egotistic, 0.274834396549, 0.349731295992, 50
emotUnstable, 0.265635166331, 0.280005012774, 50
forgettable, 0.253317800307, 0.335884822803, 50
intelligent, 0.241369179892, 0.268435578393, 33
introverted, 0.337955167101, 0.300103728445, 50
kind, 0.345516609533, 0.350885515052, 50
responsible, 0.300345876255, 0.308142386588, 39
trustworthy, 0.317683791061, 0.351649151732, 50
unattractive, 0.30325632354, 0.365222092241, 44
unemotional, 0.341873851087, 0.375622715381, 50
unfamiliar, 0.210265805455, 0.269592220159, 50
unfriendly, 0.350202059361, 0.348528676349, 50
unhappy, 0.313267733017, 0.33675381748, 50
weird, 0.282143596426, 0.292223765595, 50
aggressive, 0.328955340719, 0.355580081272, 50
attractive, 0.410875975104, 0.43861391693, 50
caring, 0.372984049728, 0.396646900579, 50
emotStable, 0.315063469056, 0.305240460565, 50
emotional, 0.378717516679, 0.384928261843, 50
familiar, 0.0974448795441, 0.21082614812, 39
friendly, 0.392973149128, 0.376253150051, 50
happy, 0.387408052764, 0.380122947618, 50
humble, 0.238109764665, 0.340203004867, 50
interesting, 0.279440525467, 0.29957854532, 50
irresponsible, 0.340582407665, 0.329109759762, 50
mean, 0.3552678893, 0.345889795525, 50
memorable, 0.178135866991, 0.339074517905, 50
normal, 0.277353272808, 0.316341762655, 50
sociable, 0.376379053339, 0.36475671278, 50
typical, 0.156099024014, 0.282831402543, 50
uncertain, 0.317648483159, 0.293973442589, 50
uncommon, 0.133411774285, 0.247262333, 50
unintelligent, 0.262079872278, 0.24868389503, 33
untrustworthy, 0.364559171842, 0.362767732975, 50
