Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.101826440874, 0.264019246124, 44
boring, 0.280442186832, 0.338042303397, 50
calm, 0.189555378247, 0.248417419069, 39
cold, 0.368784583019, 0.365444111249, 50
common, 0.138448528956, 0.288519639099, 50
confident, 0.148085177073, 0.276446980858, 39
egotistic, 0.322884443528, 0.34928721627, 50
emotUnstable, 0.225597175246, 0.289463280064, 39
forgettable, 0.228306008294, 0.343906697084, 50
intelligent, 0.237344482937, 0.282488933738, 39
introverted, 0.295557061332, 0.347470997143, 50
kind, 0.367552465623, 0.383857814827, 50
responsible, 0.215068816495, 0.353075975197, 50
trustworthy, 0.320545742725, 0.380145607971, 50
unattractive, 0.366251291068, 0.411838548797, 50
unemotional, 0.385018707245, 0.396126275832, 50
unfamiliar, 0.164923282265, 0.27783184627, 50
unfriendly, 0.365372842685, 0.369898445305, 50
unhappy, 0.349077554871, 0.367535258086, 50
weird, 0.157869129436, 0.230405683142, 22
aggressive, 0.403448394077, 0.361313630589, 50
attractive, 0.34488683991, 0.464270825039, 50
caring, 0.386309795118, 0.409234525781, 50
emotStable, 0.277701434939, 0.310002653883, 39
emotional, 0.324405852184, 0.407972879119, 50
familiar, 0.164101828059, 0.263703655261, 39
friendly, 0.382620786822, 0.403300480385, 50
happy, 0.392507693463, 0.400680784522, 50
humble, 0.264957873733, 0.352474114731, 50
interesting, 0.273596403985, 0.319553791582, 50
irresponsible, 0.312876151406, 0.358696111106, 50
mean, 0.359434783085, 0.370040620471, 50
memorable, 0.192940552649, 0.335174329259, 50
normal, 0.254853536704, 0.336760399132, 50
sociable, 0.371296774434, 0.387719436135, 50
typical, 0.188410177372, 0.302559739504, 50
uncertain, 0.204384093212, 0.351846758257, 50
uncommon, 0.14373391937, 0.133621513806, 11
unintelligent, 0.208261200218, 0.278209507009, 33
untrustworthy, 0.342056137217, 0.390059399535, 50
