Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.176455516458, 0.204870413198, 33
boring, 0.280820082665, 0.336901313429, 50
calm, 0.17331846837, 0.240933977154, 33
cold, 0.275870215188, 0.339048853247, 44
common, 0.096055464673, 0.0120750373084, 1
confident, 0.144664406894, 0.271458923193, 39
egotistic, 0.284921978197, 0.339285563015, 44
emotUnstable, 0.157418902277, 0.238295530398, 22
forgettable, 0.296708623239, 0.32735662423, 50
intelligent, 0.158265218782, 0.316436837155, 44
introverted, 0.167007553793, 0.215544376301, 22
kind, 0.286259254419, 0.364049792301, 44
responsible, 0.250303236253, 0.343918334528, 39
trustworthy, 0.268753757612, 0.358585991189, 44
unattractive, 0.335158576336, 0.358507153514, 28
unemotional, 0.357728417312, 0.386605755715, 50
unfamiliar, 0.039409121042, 0.125665582619, 11
unfriendly, 0.266529170899, 0.346958735754, 44
unhappy, 0.171974645677, 0.259011861026, 17
weird, 0.1957682215, 0.22275366225, 22
aggressive, 0.335757655366, 0.342214661794, 39
attractive, 0.352246452783, 0.395504498794, 28
caring, 0.360567718045, 0.367466240998, 39
emotStable, 0.25954541798, 0.307761484965, 39
emotional, 0.33901761927, 0.403963266582, 50
familiar, 0.163045308426, 0.170247312804, 17
friendly, 0.344606905143, 0.357707087922, 44
happy, 0.299990452991, 0.359412616783, 44
humble, 0.272718280819, 0.31856827424, 39
interesting, 0.248507796004, 0.227299615674, 28
irresponsible, 0.281486131273, 0.335318702859, 44
mean, 0.29727270238, 0.346009969501, 44
memorable, 0.227032932027, 0.306989078748, 50
normal, 0.246054385817, 0.278758593703, 39
sociable, 0.312022312564, 0.336267758343, 44
typical, 0.208730621884, 0.245487387069, 39
uncertain, 0.243666258792, 0.280475638078, 39
uncommon, 0.157429240792, 0.251412714114, 50
unintelligent, 0.221262198749, 0.298384645548, 50
untrustworthy, 0.376009131499, 0.348427836583, 44
