Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.0668225639338, 0.266587753507, 39
boring, 0.259913807177, 0.240254573373, 22
calm, 0.143655962274, 0.229676426401, 28
cold, 0.231596591652, 0.303689639023, 28
common, 0.157095012711, 0.291439680641, 50
confident, 0.210960354982, 0.327580318848, 50
egotistic, 0.268797908653, 0.32845270723, 39
emotUnstable, 0.191220005495, 0.28366220805, 28
forgettable, 0.248412677209, 0.351137455239, 50
intelligent, 0.247249129029, 0.30574321776, 50
introverted, 0.231571339733, 0.381179351748, 50
kind, 0.274008201501, 0.320679557268, 28
responsible, 0.236887852474, 0.304011240727, 28
trustworthy, 0.281805284225, 0.310680540554, 28
unattractive, 0.341419493002, 0.349892258871, 22
unemotional, 0.260245808247, 0.316186288837, 28
unfamiliar, 0.089198353181, 0.214370345958, 28
unfriendly, 0.249762859599, 0.313444581928, 28
unhappy, 0.238836686732, 0.304064913935, 28
weird, 0.212500659876, 0.254851160623, 28
aggressive, 0.234745724956, 0.367921715574, 39
attractive, 0.398186110356, 0.400168719785, 28
caring, 0.297983366636, 0.339279839742, 28
emotStable, 0.185687293276, 0.356502452103, 50
emotional, 0.217907374478, 0.25477149272, 11
familiar, 0.131348227624, 0.274933289196, 50
friendly, 0.265084510471, 0.330929656651, 28
happy, 0.267421499079, 0.331353158197, 28
humble, 0.213588507733, 0.349349259443, 50
interesting, 0.24913570955, 0.244461888136, 28
irresponsible, 0.210272150434, 0.37725306185, 50
mean, 0.251742148225, 0.396386536777, 50
memorable, 0.240809485592, 0.228237502449, 28
normal, 0.210969431889, 0.272000518361, 28
sociable, 0.278475388906, 0.422121774898, 50
typical, 0.138711106655, 0.28991958411, 50
uncertain, 0.204817130741, 0.355251229284, 50
uncommon, 0.0374143425717, 0.261154129303, 44
unintelligent, 0.194235987359, 0.278803788599, 33
untrustworthy, 0.274428072291, 0.400998797494, 50
