Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.163154218253, 0.279093851572, 50
boring, 0.291495139842, 0.343030752556, 50
calm, 0.180818382266, 0.256051500024, 39
cold, 0.287356200239, 0.369637264034, 50
common, 0.188790127372, 0.290029646052, 50
confident, 0.195976103554, 0.267362139063, 39
egotistic, 0.288921973776, 0.356153144114, 50
emotUnstable, 0.185271382579, 0.29774622339, 50
forgettable, 0.249724880001, 0.346442308292, 50
intelligent, 0.213973118212, 0.291352941453, 39
introverted, 0.258558805871, 0.349614274515, 50
kind, 0.318735798283, 0.382806932947, 50
responsible, 0.27887732868, 0.355594999792, 50
trustworthy, 0.286111220923, 0.376509100128, 50
unattractive, 0.248746586914, 0.365619598529, 28
unemotional, 0.340103383962, 0.396727795079, 50
unfamiliar, 0.140192734648, 0.309770102489, 50
unfriendly, 0.295656763427, 0.369047505481, 50
unhappy, 0.319085425992, 0.358926381408, 50
weird, 0.166563970273, 0.328913297505, 50
aggressive, 0.269906651738, 0.392509557392, 50
attractive, 0.372654432293, 0.45592462201, 50
caring, 0.337512028309, 0.414927983374, 50
emotStable, 0.215299404953, 0.347567872247, 50
emotional, 0.403526821743, 0.399451340842, 50
familiar, 0.0720485033048, 0.182916625942, 11
friendly, 0.338669478912, 0.40605235518, 50
happy, 0.344696559208, 0.406291231038, 50
humble, 0.259645542776, 0.350381631707, 50
interesting, 0.252072307216, 0.300292263329, 39
irresponsible, 0.250217548037, 0.367158058822, 50
mean, 0.283956532403, 0.381274864526, 50
memorable, 0.236986542683, 0.340611913063, 50
normal, 0.172970498036, 0.333134053844, 50
sociable, 0.320669244948, 0.38943425526, 50
typical, 0.156804486924, 0.291561454786, 50
uncertain, 0.233139448948, 0.300952487951, 39
uncommon, 0.164256235127, 0.251290050989, 50
unintelligent, 0.18516092079, 0.300136425342, 39
untrustworthy, 0.291311825464, 0.391657452379, 50
