Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.18301537951, 0.248625125358, 44
boring, 0.293048618024, 0.339739158132, 50
calm, 0.179852146873, 0.232944698272, 28
cold, 0.304235699646, 0.380226809104, 50
common, 0.149708694932, 0.295185222323, 50
confident, 0.179090221594, 0.306113587475, 50
egotistic, 0.249794112035, 0.376893627878, 50
emotUnstable, 0.206585605935, 0.304707731299, 50
forgettable, 0.222088912559, 0.354034857503, 50
intelligent, 0.199214528637, 0.312852950241, 50
introverted, 0.267202428542, 0.342122151958, 50
kind, 0.270616532281, 0.413239325029, 50
responsible, 0.243075935237, 0.360733415393, 50
trustworthy, 0.298353738211, 0.388191377077, 50
unattractive, 0.294785206355, 0.42213786886, 50
unemotional, 0.319905025419, 0.406338231637, 50
unfamiliar, 0.158481182421, 0.279644660155, 50
unfriendly, 0.307285043717, 0.379816328676, 50
unhappy, 0.289080385874, 0.371532041582, 50
weird, 0.202411006033, 0.33758356135, 50
aggressive, 0.261489006485, 0.403723462768, 50
attractive, 0.329543105987, 0.455242357344, 50
caring, 0.309833085982, 0.434211996697, 50
emotStable, 0.263667969204, 0.33360751537, 50
emotional, 0.297332715203, 0.426056502493, 50
familiar, 0.189445297417, 0.18073307529, 17
friendly, 0.310024285597, 0.417173245151, 50
happy, 0.337674956071, 0.40491917008, 50
humble, 0.269648702105, 0.36303148734, 50
interesting, 0.138441633739, 0.245793798465, 22
irresponsible, 0.280413806894, 0.370421409961, 50
mean, 0.272527076937, 0.392213035788, 50
memorable, 0.104792659427, 0.206836882156, 17
normal, 0.23154471004, 0.336190222878, 50
sociable, 0.322953755313, 0.39580675159, 50
typical, 0.19594667297, 0.195448159327, 17
uncertain, 0.264057434316, 0.340416198448, 50
uncommon, 0.133605149487, 0.189822217634, 17
unintelligent, 0.204122162737, 0.308910094509, 50
untrustworthy, 0.312909214643, 0.404045377948, 50
