Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.15513570156, 0.188433359278, 17
boring, 0.227969309049, 0.289223312978, 39
calm, 0.12434209719, 0.0953643703988, 6
cold, 0.23208239097, 0.122054014694, 6
common, 0.143165320497, 0.204030737855, 22
confident, 0.227976716625, 0.303869910957, 50
egotistic, 0.222326111233, 0.373926353601, 50
emotUnstable, 0.191620645684, 0.105493765913, 6
forgettable, 0.282699600121, 0.324098613517, 50
intelligent, 0.215044923225, 0.305815876774, 44
introverted, 0.254239592594, 0.362447598964, 50
kind, 0.3384705985, 0.394109618091, 50
responsible, 0.229997844502, 0.35342859886, 44
trustworthy, 0.243435900007, 0.118480125757, 6
unattractive, 0.343073313715, 0.423088713086, 50
unemotional, 0.322681589857, 0.395326788426, 50
unfamiliar, 0.178567689595, 0.254771124604, 33
unfriendly, 0.33809355694, 0.381618075121, 50
unhappy, 0.218576472281, 0.118660191648, 6
weird, 0.223736428753, 0.324260984918, 50
aggressive, 0.33521568468, 0.359370159926, 44
attractive, 0.414377797908, 0.450510556315, 50
caring, 0.355334838002, 0.422337566056, 50
emotStable, 0.155158019533, 0.126121618619, 6
emotional, 0.327884148213, 0.404790778024, 50
familiar, 0.142644586458, 0.25187783143, 44
friendly, 0.367386936387, 0.418025978576, 50
happy, 0.363987816875, 0.422180152166, 50
humble, 0.23322543029, 0.269199077206, 17
interesting, 0.00868207731168, 0.0200301004252, 1
irresponsible, 0.300959676009, 0.351231044924, 44
mean, 0.236211983769, 0.151926379754, 6
memorable, 0.281709178133, 0.316422724956, 50
normal, 0.154400886294, 0.139097410769, 6
sociable, 0.373511848041, 0.402075738491, 50
typical, 0.209505298048, 0.214556981177, 22
uncertain, 0.263470889713, 0.34929897922, 50
uncommon, 0.168554381652, 0.265372550402, 50
unintelligent, 0.191716799759, 0.305579105696, 44
untrustworthy, 0.321586439031, 0.405638107884, 50
