Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.175911923326, 0.257060670492, 39
boring, 0.24827540075, 0.361169008362, 50
calm, 0.179743245074, 0.232039469038, 33
cold, 0.252516342808, 0.388801079742, 50
common, 0.156932548433, 0.188194093447, 17
confident, 0.210589393439, 0.254120358107, 39
egotistic, 0.267269952693, 0.365830522573, 50
emotUnstable, 0.187760193763, 0.236786545975, 22
forgettable, 0.276398408666, 0.330736027998, 50
intelligent, 0.246342397401, 0.26871217988, 33
introverted, 0.28286749822, 0.353773775254, 50
kind, 0.255290388609, 0.409348541955, 50
responsible, 0.247925756198, 0.330854739111, 39
trustworthy, 0.255187964101, 0.34600049881, 39
unattractive, 0.414773919768, 0.396786338036, 50
unemotional, 0.32890839506, 0.397132348687, 50
unfamiliar, 0.213016715067, 0.280811378969, 50
unfriendly, 0.272988786538, 0.390371079063, 50
unhappy, 0.263040937949, 0.377853929934, 50
weird, 0.292566013894, 0.31870863052, 50
aggressive, 0.270056061472, 0.391861206793, 50
attractive, 0.426022709382, 0.437544521504, 50
caring, 0.325024888924, 0.419260231642, 50
emotStable, 0.18236875677, 0.349679251313, 50
emotional, 0.361342779447, 0.403349986505, 50
familiar, 0.0873861728856, 0.190200811042, 22
friendly, 0.285895021871, 0.418296233024, 50
happy, 0.27473999768, 0.426518031324, 50
humble, 0.235279016264, 0.312964345453, 33
interesting, 0.227967510214, 0.320830566103, 50
irresponsible, 0.254072914838, 0.369200860677, 50
mean, 0.25577092603, 0.393837143901, 50
memorable, 0.224693552459, 0.330748761714, 50
normal, 0.242021049365, 0.327943814398, 50
sociable, 0.267811687103, 0.399382644261, 50
typical, 0.211233598324, 0.185757479119, 17
uncertain, 0.190251091296, 0.340385398305, 50
uncommon, 0.186487451121, 0.271976954126, 50
unintelligent, 0.255829932041, 0.298801180084, 50
untrustworthy, 0.280144161645, 0.399311110994, 50
