Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.0506249269848, 0.1504671107, 6
boring, 0.256670291014, 0.354024165301, 50
calm, 0.15232164196, 0.243169619221, 39
cold, 0.237194125804, 0.187490491108, 11
common, 0.139205800593, 0.305979780776, 50
confident, 0.221096310553, 0.258415063915, 33
egotistic, 0.277207792508, 0.341950513102, 44
emotUnstable, 0.159576298341, 0.135077735528, 11
forgettable, 0.193229474805, 0.360891609383, 50
intelligent, 0.238624929786, 0.280013353728, 44
introverted, 0.308541561409, 0.350396071988, 50
kind, 0.322675859225, 0.362637434821, 44
responsible, 0.241415518898, 0.330517614679, 44
trustworthy, 0.293502554645, 0.357226943467, 44
unattractive, 0.349864493095, 0.374336364462, 33
unemotional, 0.280333503351, 0.361834836155, 44
unfamiliar, 0.196388796189, 0.290790526889, 50
unfriendly, 0.282962639049, 0.348960531568, 44
unhappy, 0.232432993582, 0.162195409752, 11
weird, 0.190373624576, 0.288788488466, 33
aggressive, 0.261175706263, 0.22365745824, 11
attractive, 0.414669454388, 0.406744328429, 33
caring, 0.331480609837, 0.392435636516, 44
emotStable, 0.174355620506, 0.144596012572, 11
emotional, 0.34765568698, 0.316741168288, 17
familiar, 0.143292005609, 0.0992484078579, 6
friendly, 0.249056497082, 0.216804389318, 11
happy, 0.254565652778, 0.206359779097, 11
humble, 0.210677727863, 0.179690549865, 11
interesting, 0.214966585889, 0.29016056313, 33
irresponsible, 0.305534902453, 0.352402245375, 50
mean, 0.260253724446, 0.210078638261, 11
memorable, 0.2176664254, 0.267175299662, 33
normal, 0.211302301603, 0.250329989372, 17
sociable, 0.236859714223, 0.202681761665, 11
typical, 0.18457446207, 0.19856086802, 17
uncertain, 0.292131834714, 0.326777891271, 50
uncommon, 0.161399092093, 0.269418942464, 50
unintelligent, 0.217241154432, 0.298434362948, 50
untrustworthy, 0.264600288881, 0.301790970194, 17
