Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.11568898635, 0.190038794532, 17
boring, 0.245567739605, 0.346574851201, 50
calm, 0.13638268797, 0.257287182501, 44
cold, 0.280229783744, 0.382419052351, 50
common, 0.143270267253, 0.263867284459, 50
confident, 0.143313536278, 0.30720339253, 50
egotistic, 0.292703876526, 0.348122528431, 50
emotUnstable, 0.150367496871, 0.296161788883, 50
forgettable, 0.22116072176, 0.325901120118, 50
intelligent, 0.205263171351, 0.27223801737, 33
introverted, 0.266632898265, 0.338075753216, 50
kind, 0.316322536655, 0.386894578845, 50
responsible, 0.259349867713, 0.326718051645, 50
trustworthy, 0.255547820532, 0.366361154868, 50
unattractive, 0.341931954246, 0.425279463417, 50
unemotional, 0.312717098284, 0.391401090198, 50
unfamiliar, 0.135669199326, 0.271300416384, 44
unfriendly, 0.29411266321, 0.379163387897, 50
unhappy, 0.278727075852, 0.367500248247, 50
weird, 0.162617670048, 0.334837773126, 50
aggressive, 0.353796523169, 0.369171928821, 50
attractive, 0.387545541166, 0.457685596624, 50
caring, 0.36387722978, 0.412519444992, 50
emotStable, 0.283952058767, 0.312723668027, 50
emotional, 0.327597854475, 0.322144147639, 17
familiar, 0.142234554966, 0.260265569535, 50
friendly, 0.349027689613, 0.403092020551, 50
happy, 0.335198123756, 0.405877059863, 50
humble, 0.319263601137, 0.328888731205, 50
interesting, 0.242323637932, 0.327442403673, 50
irresponsible, 0.299997717347, 0.344724455663, 50
mean, 0.343377309357, 0.364580487693, 50
memorable, 0.288000474832, 0.306451664847, 50
normal, 0.203810931949, 0.335115890859, 50
sociable, 0.324877316266, 0.390150997491, 50
typical, 0.141197880025, 0.285530352827, 50
uncertain, 0.236059931263, 0.329397810094, 50
uncommon, 0.151117870997, 0.197913186136, 28
unintelligent, 0.194793639417, 0.303636303476, 50
untrustworthy, 0.357172438439, 0.376668912882, 50
