Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.171793382165, 0.111817053996, 6
boring, 0.231040904016, 0.346262107609, 50
calm, 0.0856965217113, 0.260399735041, 33
cold, 0.217287659633, 0.416532659923, 50
common, 0.0350239949802, 0.125895145084, 6
confident, 0.209215215121, 0.302775355827, 50
egotistic, 0.205163422848, 0.392164744391, 50
emotUnstable, 0.128870952632, 0.307813306656, 44
forgettable, 0.251282576768, 0.332694886049, 50
intelligent, 0.13789890991, 0.274339605754, 28
introverted, 0.205585196841, 0.355471206354, 50
kind, 0.258600202092, 0.429574923405, 50
responsible, 0.213363676514, 0.343613800034, 39
trustworthy, 0.198747777399, 0.371506976561, 39
unattractive, 0.338142230049, 0.410870116333, 50
unemotional, 0.25335438103, 0.429593204068, 50
unfamiliar, 0.136760252199, 0.249316522369, 33
unfriendly, 0.247869439264, 0.411217942295, 50
unhappy, 0.219176891846, 0.397058651278, 50
weird, 0.179098887093, 0.325121629392, 50
aggressive, 0.205251287025, 0.398998403061, 44
attractive, 0.379733567985, 0.440847844338, 50
caring, 0.300230843128, 0.444380168216, 50
emotStable, 0.232152877962, 0.348593364723, 50
emotional, 0.311617977672, 0.434833514983, 50
familiar, 0.0948932934831, 0.236882944471, 28
friendly, 0.299625662546, 0.443265293655, 50
happy, 0.299596545125, 0.444011046525, 50
humble, 0.226052093853, 0.374086035526, 50
interesting, 0.186017831801, 0.298472358038, 39
irresponsible, 0.235278297385, 0.35673069431, 39
mean, 0.270872446246, 0.410126062285, 50
memorable, 0.222163348393, 0.283389564493, 39
normal, 0.212681303332, 0.344578087992, 50
sociable, 0.286636233513, 0.417756577663, 50
typical, 0.175498634009, 0.298180900032, 50
uncertain, 0.212371549854, 0.345442066235, 50
uncommon, 0.12953549867, 0.197919790495, 22
unintelligent, 0.13503649604, 0.291458725165, 39
untrustworthy, 0.257085097574, 0.399825800442, 44
