Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.157716484418, 0.197951773824, 17
boring, 0.230495143045, 0.354845420587, 50
calm, 0.219661849345, 0.253105471786, 50
cold, 0.311690716895, 0.351453633478, 50
common, 0.112171774099, 0.291074119686, 50
confident, 0.201789254035, 0.28355964104, 50
egotistic, 0.302221248748, 0.346574254053, 50
emotUnstable, 0.261872997181, 0.28605994642, 50
forgettable, 0.204397407292, 0.329910838123, 50
intelligent, 0.266689032168, 0.248997607485, 28
introverted, 0.240048008542, 0.335019143843, 50
kind, 0.342872496433, 0.369326417726, 50
responsible, 0.293390156869, 0.352669795366, 50
trustworthy, 0.337370755547, 0.354514490668, 50
unattractive, 0.357728650221, 0.401865114151, 50
unemotional, 0.361717951452, 0.370188196591, 50
unfamiliar, 0.183826317736, 0.267804553983, 50
unfriendly, 0.313559904912, 0.357657114148, 50
unhappy, 0.33692563496, 0.33467729327, 50
weird, 0.279070437019, 0.299790256021, 50
aggressive, 0.370345574191, 0.365331901905, 50
attractive, 0.375385341076, 0.455165019571, 50
caring, 0.365800219945, 0.406716257254, 50
emotStable, 0.265026665617, 0.328500815882, 50
emotional, 0.343970888281, 0.400302090317, 50
familiar, 0.152078733997, 0.284956502921, 50
friendly, 0.344124050496, 0.400893282607, 50
happy, 0.349589585153, 0.396095772883, 50
humble, 0.285209872617, 0.345585267541, 50
interesting, 0.270894673646, 0.295864944746, 50
irresponsible, 0.290713986904, 0.293640788658, 28
mean, 0.343264273902, 0.361753985149, 50
memorable, 0.193198210782, 0.310758008315, 50
normal, 0.25292257931, 0.331613065083, 50
sociable, 0.325930482709, 0.386555140937, 50
typical, 0.127971211528, 0.301608083428, 50
uncertain, 0.303247755429, 0.312473570776, 50
uncommon, 0.112611608789, 0.224198039945, 28
unintelligent, 0.258483736494, 0.236911617557, 28
untrustworthy, 0.363101855443, 0.379132299792, 50
