Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.129290860645, 0.280765998739, 50
boring, 0.242198678477, 0.317423635003, 50
calm, 0.182903597896, 0.243697791357, 33
cold, 0.295296942015, 0.370850597458, 50
common, 0.130758336727, 0.241846728017, 39
confident, 0.198487363418, 0.235558835961, 33
egotistic, 0.199976848458, 0.281164634404, 17
emotUnstable, 0.163735509843, 0.261739914683, 28
forgettable, 0.253088279933, 0.258783712022, 39
intelligent, 0.214993330905, 0.286739361966, 33
introverted, 0.22212432782, 0.330303888428, 50
kind, 0.299922501958, 0.383904083253, 50
responsible, 0.301684780706, 0.298315263249, 33
trustworthy, 0.274218206486, 0.381687751842, 50
unattractive, 0.367880653624, 0.405113523424, 50
unemotional, 0.282978227538, 0.394884809419, 50
unfamiliar, 0.170415806103, 0.26061773922, 50
unfriendly, 0.284869671398, 0.379380565608, 50
unhappy, 0.264309502626, 0.365965749415, 50
weird, 0.240709469574, 0.306121535022, 50
aggressive, 0.313493679669, 0.384289661577, 50
attractive, 0.394160445702, 0.448353115976, 50
caring, 0.304449830599, 0.428484455589, 50
emotStable, 0.230071592016, 0.336601698874, 50
emotional, 0.3455166013, 0.409875670923, 50
familiar, 0.110218325969, 0.197819261866, 22
friendly, 0.328093400755, 0.413157998548, 50
happy, 0.302406774865, 0.41490574305, 50
humble, 0.208847004343, 0.364995391148, 50
interesting, 0.250725092278, 0.32290079893, 50
irresponsible, 0.294121935381, 0.363184028029, 50
mean, 0.294642801579, 0.386014306341, 50
memorable, 0.212925800094, 0.317165896866, 50
normal, 0.20993031622, 0.333184223339, 50
sociable, 0.30677945714, 0.397164311299, 50
typical, 0.114651487428, 0.246942043276, 28
uncertain, 0.245827073842, 0.334613753493, 50
uncommon, 0.118069001217, 0.245121470591, 28
unintelligent, 0.204512201078, 0.314398514635, 50
untrustworthy, 0.327678320189, 0.389344337438, 50
