Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.126906948793, 0.192177550401, 17
boring, 0.202028979601, 0.363072613332, 50
calm, 0.103764652563, 0.126156861671, 11
cold, 0.276218583185, 0.353562698237, 50
common, 0.148306410003, 0.281381354095, 50
confident, 0.240536814873, 0.283906677285, 50
egotistic, 0.181616061168, 0.282860640564, 22
emotUnstable, 0.205602100198, 0.292385289011, 50
forgettable, 0.227823090054, 0.334733337938, 50
intelligent, 0.272256838609, 0.288785766511, 50
introverted, 0.248767822957, 0.328049548384, 50
kind, 0.312518172924, 0.37398124314, 50
responsible, 0.294155086936, 0.330648657991, 50
trustworthy, 0.324191591904, 0.352331013591, 50
unattractive, 0.339160365821, 0.4233322728, 50
unemotional, 0.303987375129, 0.384958220021, 50
unfamiliar, 0.164865246321, 0.265377197067, 50
unfriendly, 0.308809885267, 0.359904980489, 50
unhappy, 0.292821101355, 0.346442608328, 50
weird, 0.215227493693, 0.322465733354, 50
aggressive, 0.215854199302, 0.336899377505, 33
attractive, 0.37689092989, 0.462129598072, 50
caring, 0.306216125264, 0.405883190866, 50
emotStable, 0.223293556779, 0.334771886507, 50
emotional, 0.307013644192, 0.41858727741, 50
familiar, 0.077060515879, 0.198952729629, 17
friendly, 0.297145500919, 0.39964265543, 50
happy, 0.316432398283, 0.394490479214, 50
humble, 0.171298264563, 0.308847607829, 33
interesting, 0.212340178256, 0.302770540626, 39
irresponsible, 0.237962348168, 0.336971468754, 39
mean, 0.21324197005, 0.333363135369, 33
memorable, 0.227640615368, 0.323996934678, 50
normal, 0.181297906923, 0.334437520785, 50
sociable, 0.286819329869, 0.383219648029, 50
typical, 0.0738814161879, 0.258692984205, 33
uncertain, 0.253352156714, 0.314978825693, 50
uncommon, 0.0370495428729, 0.251273329258, 33
unintelligent, 0.153773398325, 0.292657061583, 39
untrustworthy, 0.26202191962, 0.389413587325, 50
