Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.185327447432, 0.193476102637, 17
boring, 0.199819983408, 0.239953500404, 17
calm, 0.107628032888, 0.0919529729319, 6
cold, 0.319158236479, 0.373380781759, 50
common, 0.211639778375, 0.273421613339, 50
confident, 0.212185088599, 0.257443566104, 33
egotistic, 0.270854765804, 0.348539710482, 44
emotUnstable, 0.256389100989, 0.285974312736, 39
forgettable, 0.232344473444, 0.308649440989, 39
intelligent, 0.250959196154, 0.275486526319, 39
introverted, 0.320893523025, 0.356536589426, 50
kind, 0.2970357539, 0.279714718148, 17
responsible, 0.357569845358, 0.312405877521, 39
trustworthy, 0.341687797023, 0.368306961825, 50
unattractive, 0.344995189713, 0.343033509526, 28
unemotional, 0.342023197376, 0.405465021778, 50
unfamiliar, 0.120414875455, 0.175944994485, 17
unfriendly, 0.290125074454, 0.338705733075, 39
unhappy, 0.334206834137, 0.374316080565, 50
weird, 0.247482722046, 0.276313966905, 39
aggressive, 0.249385548423, 0.30553215466, 17
attractive, 0.372028051139, 0.389617385008, 28
caring, 0.361165606546, 0.423387806603, 50
emotStable, 0.262445702567, 0.322823385018, 39
emotional, 0.356984756709, 0.411805889815, 50
familiar, 0.163468011236, 0.184657964196, 17
friendly, 0.34360681741, 0.418899956334, 50
happy, 0.347314073101, 0.415973892396, 50
humble, 0.230218392307, 0.266258808918, 17
interesting, 0.224865619548, 0.30343295719, 39
irresponsible, 0.301839057144, 0.331148960789, 39
mean, 0.239112627432, 0.29697910681, 17
memorable, 0.248159795282, 0.318082461973, 50
normal, 0.268852217839, 0.29363873352, 39
sociable, 0.315873739703, 0.414641691654, 50
typical, 0.208537074688, 0.28670499675, 50
uncertain, 0.241182149774, 0.330736503319, 50
uncommon, 0.131126269233, 0.236527524351, 28
unintelligent, 0.201316848484, 0.284122222668, 39
untrustworthy, 0.302584022268, 0.385360226163, 39
