Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.130021212261, 0.264114676586, 50
boring, 0.254308045741, 0.342599149135, 50
calm, 0.165953649344, 0.273184225622, 39
cold, 0.276277363627, 0.365816913728, 50
common, 0.160831015783, 0.268431030488, 50
confident, 0.205245903901, 0.307855422709, 50
egotistic, 0.251910811841, 0.35075255161, 50
emotUnstable, 0.168467228829, 0.32398720797, 50
forgettable, 0.310715730831, 0.316225653797, 50
intelligent, 0.205626086338, 0.309684610874, 44
introverted, 0.269363331558, 0.340796062656, 50
kind, 0.274645869053, 0.391383241311, 50
responsible, 0.181362954725, 0.36211702015, 44
trustworthy, 0.256534449075, 0.373467483287, 50
unattractive, 0.361182855598, 0.414383923971, 50
unemotional, 0.316135604194, 0.389143355372, 50
unfamiliar, 0.102146197963, 0.297139091535, 50
unfriendly, 0.299739959247, 0.369713466845, 50
unhappy, 0.28951067365, 0.360967137042, 50
weird, 0.214089141344, 0.323014854188, 50
aggressive, 0.303991944912, 0.379532317435, 50
attractive, 0.385539508853, 0.460735568278, 50
caring, 0.324687490207, 0.410946268287, 50
emotStable, 0.205118081812, 0.349903074245, 50
emotional, 0.375537928196, 0.387651451598, 50
familiar, 0.101944850061, 0.259743054562, 39
friendly, 0.302731669165, 0.404347919863, 50
happy, 0.308175493382, 0.405783684148, 50
humble, 0.202400126671, 0.344683642354, 50
interesting, 0.246353621984, 0.324071678368, 50
irresponsible, 0.202214302169, 0.363691284016, 39
mean, 0.296058619008, 0.365402420975, 50
memorable, 0.206447644488, 0.337429344824, 50
normal, 0.209337790408, 0.335187434551, 50
sociable, 0.316539330754, 0.390614297468, 50
typical, 0.161884129773, 0.289376994883, 50
uncertain, 0.271298282171, 0.326703497348, 50
uncommon, 0.145236822823, 0.252532855246, 50
unintelligent, 0.17678853302, 0.32547829518, 50
untrustworthy, 0.271508243158, 0.399350178616, 50
