Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.20869039147, 0.267234737006, 50
boring, 0.204889060619, 0.31100362914, 39
calm, 0.171537207617, 0.270429426643, 50
cold, 0.287087953695, 0.378464932006, 50
common, 0.199309038198, 0.289711268445, 50
confident, 0.174016691806, 0.270830355779, 39
egotistic, 0.27026071027, 0.36649384209, 50
emotUnstable, 0.194527291814, 0.284336640802, 39
forgettable, 0.151590001243, 0.325667874545, 44
intelligent, 0.198769952923, 0.265152861371, 28
introverted, 0.197260076863, 0.290959661421, 39
kind, 0.31219315814, 0.39598666394, 50
responsible, 0.253323027658, 0.323786588574, 39
trustworthy, 0.30671848646, 0.374125212786, 50
unattractive, 0.387543598265, 0.400500231357, 50
unemotional, 0.302762875492, 0.403729674793, 50
unfamiliar, 0.218395104278, 0.280643740422, 50
unfriendly, 0.285710319231, 0.389626863124, 50
unhappy, 0.266749041676, 0.382503993126, 50
weird, 0.270247327844, 0.306828623598, 50
aggressive, 0.298840618975, 0.385814950906, 50
attractive, 0.378860975915, 0.348773999931, 17
caring, 0.330335942737, 0.417793106275, 50
emotStable, 0.280383724658, 0.323784709845, 50
emotional, 0.312710403589, 0.431220939058, 50
familiar, 0.181449039398, 0.250220241777, 50
friendly, 0.317104646028, 0.415509200859, 50
happy, 0.309465912222, 0.419576692259, 50
humble, 0.273031694352, 0.342386534951, 50
interesting, 0.20830765586, 0.333534292363, 50
irresponsible, 0.301745785201, 0.353431951548, 50
mean, 0.290660193727, 0.383845835145, 50
memorable, 0.215349119212, 0.337274418722, 50
normal, 0.221030806436, 0.238553190961, 17
sociable, 0.29128282292, 0.406022503452, 50
typical, 0.198187515854, 0.264026997253, 39
uncertain, 0.270558328542, 0.288562309628, 39
uncommon, 0.133184125248, 0.27449892127, 50
unintelligent, 0.253488835472, 0.291293682139, 50
untrustworthy, 0.321584708479, 0.38712034495, 50
