Social Attributes, faceSNN_test, faceSNN_train, faceSNN_FeatureNum
atypical, 0.126110459645, 0.196390182589, 17
boring, 0.251488084343, 0.360521233741, 50
calm, 0.124931482711, 0.289997049559, 50
cold, 0.278101051422, 0.390259561256, 50
common, 0.134843769107, 0.291641264968, 50
confident, 0.159337858896, 0.301669180148, 50
egotistic, 0.265897241217, 0.373612015707, 50
emotUnstable, 0.155592248154, 0.316937788106, 50
forgettable, 0.248641862919, 0.342939421484, 50
intelligent, 0.199965399948, 0.294015247214, 39
introverted, 0.220436029972, 0.354964011197, 50
kind, 0.298671319127, 0.397351018811, 50
responsible, 0.2534458167, 0.347412557165, 50
trustworthy, 0.278222597248, 0.387521456338, 50
unattractive, 0.284247053244, 0.421116690385, 50
unemotional, 0.293934768749, 0.404763530522, 50
unfamiliar, 0.154685454422, 0.309240436476, 50
unfriendly, 0.265577015429, 0.393056947309, 50
unhappy, 0.250873648528, 0.380437383404, 50
weird, 0.163564569319, 0.332759143162, 50
aggressive, 0.303179722858, 0.380716576896, 50
attractive, 0.386276695322, 0.44825989975, 50
caring, 0.302036664468, 0.436359443293, 50
emotStable, 0.207420793177, 0.34504155694, 50
emotional, 0.365842668607, 0.394631005323, 50
familiar, 0.131542267631, 0.260460093227, 39
friendly, 0.332418934026, 0.414217198139, 50
happy, 0.322546193596, 0.415663639298, 50
humble, 0.25943610123, 0.358385694593, 50
interesting, 0.269906792349, 0.31613798715, 50
irresponsible, 0.258111110826, 0.368328550458, 50
mean, 0.315559491721, 0.373583068887, 50
memorable, 0.211475047115, 0.319085750775, 50
normal, 0.244528627582, 0.330729525252, 50
sociable, 0.304258167248, 0.39559531008, 50
typical, 0.169814038558, 0.276597780759, 44
uncertain, 0.176030096736, 0.341978108021, 50
uncommon, 0.083212112027, 0.241786944418, 33
unintelligent, 0.22398689824, 0.308622282851, 50
untrustworthy, 0.314478022684, 0.394352132871, 50
