dataset,img_num,nose_width,nose_length,lip_thickness,face_length,eye_height,eye_width,face_width_prom,face_width_mouth,forehead_length,distance_btw_pupils,dist_btw_pupils_top,dist_btw_pupils_lip,chin_length,length_cheek_to_chin,brow_to_hair,fWHR,face_shape,heartshapeness,nose_shape,lip_fullness,eye_shape,eye_size,upper_head_len,midface_len,chin_size,forehead_height,cheek_height,cheek_prominence,face_roundness
ngs,39,26.4764045897,50.219518118,15.8128740313,202.311640792,6.4976936762,23.9341273565,121.202310209,101.434708064,81.0246875958,61.4043972367,83.0015060104,67.7950386682,39.2045915678,98.2446071976,63.596383545,1.4011593691,0.5990871792,1.1948800615,0.5272134338,0.0781609697,0.2714823724,0.0321172506,0.4004944415,0.3351020159,0.1937831724,0.3143486123,0.4856102536,0.0977086739,0.5013785053
ngs,40,27,53.0094331228,12.5,199.002512547,7.5415105822,24.539936204,136.014705087,116,82.0243866176,62.0181425069,83.7559699365,68.6485607985,37.0540146273,98.4536429006,58.0538543079,1.4782242411,0.6834823508,1.1725405611,0.5093433076,0.0628132773,0.3073158186,0.0378965596,0.4121776432,0.3449632867,0.1861987276,0.2917242278,0.4947356777,0.1005751376,0.5829072132
ngs,41,27.0739727414,52.0096144958,22.5,202.039600079,11.0453610172,29.0430599823,162.049375192,139.057542046,76.0065786626,71.0070419043,79.0063288604,69.5705465422,38.0131556175,112.505957368,55.5360243446,1.8500607435,0.8020673924,1.1653404253,0.520557074,0.1113643068,0.3803098235,0.0546692877,0.3761964419,0.3443411416,0.1881470544,0.2748769267,0.5568510199,0.1137986471,0.6882687453
ngs,42,25,49.0102030194,19,201.062179437,9.0069390943,28.5,152.029602381,126.099167325,78.1600921187,70.0160695841,82.3141846828,67.4384101687,39.0512483795,104.7915947,56.6414159428,1.7570980493,0.7561322712,1.20563526,0.5100978666,0.0944981301,0.3160329507,0.0447967844,0.3887359241,0.335410719,0.1942247343,0.2817109419,0.5211899871,0.1289672435,0.6271650276
ngs,43,31.064449134,58.0086200491,16.5553851381,201.039797055,8.75,27.5092560861,153.013071337,132.003787824,79.1580697087,70.544312315,84.7946047812,67.7654912388,36.1247837364,99.785686731,57.606423253,1.6364800379,0.7611083655,1.1591566716,0.5355143616,0.0823487955,0.318074759,0.0435237208,0.393743283,0.3370750082,0.1796897145,0.2865423866,0.4963479281,0.1045031074,0.6566052581
ngs,44,27.0185121722,53.0377224247,20,201.039797055,9.0620718977,29.0859978657,148.165448064,128.097619025,81,73.5832861457,83.251501488,68.9754514267,34.0147027034,106.216462712,60.5082638984,1.6732247827,0.736995611,1.1566604375,0.5094206715,0.0994827904,0.3115613203,0.04507601,0.4029053013,0.343093519,0.169193877,0.3009765469,0.528335505,0.0998201815,0.6371754295
ngs,45,27.0185121722,57,20.0311288741,200.039996001,11.2781127252,28.5863054632,151.013244452,123.004064973,75.3259583411,69.0452750013,77.4281925399,74.4004495467,32.0156211872,109.470355163,52.7375577743,1.5648200704,0.7549152543,1.2277093809,0.4740089855,0.1001356192,0.3945285179,0.0563792889,0.3765544883,0.3719278696,0.1600460999,0.2636350671,0.5472423383,0.1400178966,0.6148973577
ngs,46,31,53.0094331228,14.5710678119,202.009900747,8.2811288742,27.0185121722,162,139.003597076,75.0599760192,68.5164213893,80.024996095,68.8948862254,44.0454310911,106.201299568,55.5810219409,1.8096041002,0.801940892,1.1654374664,0.5848015754,0.0721304637,0.3064983305,0.0409936782,0.3715658279,0.3410470773,0.2180360018,0.2751400884,0.5257232402,0.1138379992,0.6881028928
ngs,47,27.0185121722,57,17.5413812651,200.002499984,10.5592498693,27.7274719043,151.003311222,125,76.026311235,69.5287710232,77.5326544109,74.8890152223,34,108.383546282,54.5091735399,1.5978291782,0.7550071186,1.2080264898,0.4740089855,0.08770581,0.3808226695,0.0527955894,0.3801268046,0.3744403956,0.169997875,0.2725424609,0.5419109576,0.1300149309,0.6249921876
ngs,48,27.0185121722,51,16.5,202.022275999,8.0156097709,26.0096118313,140.014284985,121,81.1541742611,65,85.119034299,65.2486639231,39.0128184063,99.9049954559,62.6617905904,1.6569447799,0.6930635956,1.1571428511,0.5297747485,0.0816741615,0.3081787542,0.039676861,0.4017090386,0.3229775707,0.1931114686,0.3101726791,0.4945246506,0.0941197444,0.5989438511
ngs,49,23.0217288664,53.0094331228,17.0355339059,201.022386813,9.5588460154,24.6033826256,138.090550003,118.016947935,79.0063288604,60.5516308616,80.2515576173,70.7995473429,35.0142828,108.738486848,58.5341780501,1.5083758198,0.6869411521,1.1700908422,0.4342949455,0.0847444614,0.3885175531,0.0475511517,0.393022539,0.3521973272,0.1741810122,0.2911823851,0.5409272498,0.0998575451,0.587083607
gh,0,32.0156211872,58.0086200491,22,200.089979759,10.0311839092,31.6036310443,166.075284133,138.130373199,58.4208866759,77.0064932327,60.6671245404,79.8106102344,43.0464865001,120.374990211,37.2726441241,1.6597365638,0.8300030033,1.2023082273,0.5519114428,0.1099505334,0.3174060568,0.0501333646,0.291973075,0.3988735984,0.2151356432,0.1862794137,0.60160429,0.139661721,0.6903412823
gh,1,34.0147027034,62,16.5912568863,201,7.5167220974,29.5677382321,163.003067456,135.014814002,58.0775343829,72.5,57.7521644616,82.4202888995,47.0106370942,125.956316621,37.0135110466,1.5979924936,0.8109605346,1.2072976485,0.5486242372,0.0825435666,0.2542203952,0.0373966274,0.2889429571,0.4100511886,0.2338837666,0.1841468211,0.6266483414,0.1392450421,0.6717154925
gh,2,36,63.0079360081,14.0413812651,198.040399919,11.5433963806,32.6925570224,171.011695506,146.030818665,57.2188780037,74.0270220933,57.1401785086,82.6029306164,48.0104155366,122.182801146,31.7529526186,1.6057436198,0.8635192394,1.1710657865,0.5713565986,0.0709016002,0.3530894317,0.0582880886,0.28892528,0.4171014129,0.2424273813,0.1603357327,0.61695897,0.126140307,0.7373789324
gh,3,33.0151480384,61.0081961707,18,200.022498735,10.0124921973,31.0402869863,173.046236596,140.032139168,56.0802995712,79.5251532535,58.0193933095,81.7468521423,46,119.586759332,33.5335652742,1.6882358808,0.8651338609,1.2357608591,0.541159223,0.0899898767,0.3225644209,0.0500568299,0.280369958,0.4086882859,0.2299741294,0.1676489669,0.5978665405,0.1650519198,0.7000819411
gh,4,32.0156211872,60.0749531835,21.5384048104,200.089979759,11.8195040418,34.6302162361,181.011049386,151.013244452,58.0775343829,78.5015923405,59.7756221214,79.6927332249,45,123.087382432,33.0340733183,1.756375096,0.9046482468,1.1986435365,0.5329279424,0.1076435953,0.3413060999,0.0590709443,0.2902570856,0.3982844784,0.2248988183,0.1650960901,0.6151601523,0.1499215751,0.7547266716
gh,5,31,60.0083327547,21.0276925691,200.002499984,14.3597576804,34.7437176955,178.0112356,141,60.0333240792,78.5063691684,62.5179974087,80.8135382418,41.0487515035,121.657210118,29.5381109755,1.6252498534,0.8900450525,1.2624910326,0.5165949224,0.1051371486,0.4133051565,0.0717978909,0.3001628684,0.4040626405,0.205241192,0.1476887088,0.6082784472,0.1850538648,0.7049911877
gh,6,31.0161248385,63,18.0355339059,200.002499984,10.2800018761,32.0779692736,180.044438959,147.003401321,56.0089278598,77.0584193972,59.002118606,84.8900033746,43.0116263352,124.849180025,32.5038459263,1.6593781313,0.9002109422,1.2247637629,0.4923194419,0.0901765423,0.3204692226,0.0513993669,0.2800411388,0.4244447113,0.2150554435,0.1625171982,0.6242380972,0.1652031232,0.7350078191
gh,7,32.0156211872,59.0338885726,18.5311288741,200.062490237,9.0346316634,30.0416273982,168.026783579,139.003597076,57.3149195236,72.5068962237,58.1941792622,81.3123177382,46.0434577329,120.930980588,36.8408740396,1.6886261129,0.8398714991,1.2087944997,0.5423261445,0.092626703,0.300737092,0.0451590483,0.286485085,0.4064345977,0.2301453795,0.1841468333,0.6044660368,0.145070605,0.694800894
gh,8,30,58.0086200491,15.5413812651,201.009950002,12.0260033641,30.1081098101,161,134.003731291,63.0079360081,72.0069441096,64.512111266,80.9616811156,47.0106370942,117.748233885,40.5123437979,1.5861299186,0.8009553756,1.2014590821,0.5171645175,0.0773164774,0.3994273782,0.0598279009,0.3134568016,0.4027744951,0.2338721894,0.2015439723,0.5857831112,0.1343031462,0.6666522294
gh,9,35,59.0084739677,23.5,200,9.8011811042,32.2490309932,175.00285712,147,65.0307619516,77.0064932327,65.7671080404,79.0674118075,36.0138862107,126.072297753,36.5308089152,1.6746493202,0.8750142856,1.1904956267,0.593135149,0.1175,0.3039217242,0.0490059055,0.3251538098,0.395337059,0.1800694311,0.1826540446,0.6303614888,0.1400142856,0.735
gh,10,34.0147027034,63.0079360081,22.0276925691,200.00999975,10.0311839092,32.5992610677,176.002840886,141.014183684,58,77,60.0046873169,82.3275896224,39.0128184063,123.954060383,33.0340733183,1.6447247577,0.879970207,1.2481215456,0.5398479122,0.1101329563,0.3077120027,0.0501534119,0.2899855011,0.4116173678,0.1950543396,0.1651621087,0.6197393157,0.1749345395,0.7050356675
gh,11,32,59.0084739677,22,200.122462507,9.5,30.5163934391,161.027947885,127.098387087,52.172789843,77,56.0736123324,78.1414779277,50.1597448159,117.983468816,30.3644529014,1.6262131156,0.804647044,1.2669550856,0.5422949934,0.1099326868,0.3113080849,0.047470933,0.2607043167,0.390468301,0.2506452509,0.1517293587,0.5895563513,0.1695439901,0.6351030539
gh,12,33.0151480384,60,17.5355339059,200,6.75,27.5092560861,165,132.003787824,58.137767415,74.0067564483,60.5516308616,80.1697994866,45.0998891351,121.001781598,41.1096095822,1.7009405412,0.825,1.2499641315,0.5502524673,0.0876776695,0.2453719569,0.03375,0.2906888371,0.4008489974,0.2254994457,0.2055480479,0.605008908,0.1649810609,0.6600189391
gh,13,34.0147027034,60.0083327547,21.5,201.009950002,11.0453610172,33.7543674342,180.002777756,149.013422214,64.1248781675,79.5062890594,64.5585974135,81.5544060531,40.049968789,124.134802451,38.0821480487,1.7306159435,0.8954918787,1.2079635182,0.5668329904,0.1069598793,0.327227611,0.0549493247,0.3190134527,0.4057232294,0.199243713,0.1894540447,0.6175555113,0.1541682665,0.7413236122
gh,14,31,64,15.0413812651,198.002525236,9.7824893923,27.2304217712,157.003184681,128.015624046,59.0338885726,68,60.254667869,81.8834926651,41.0487515035,120.336998028,37.0540146273,1.4952006175,0.7929352643,1.2264376778,0.484375,0.0759656032,0.3592485447,0.049405882,0.2981471499,0.413547719,0.2073142828,0.1871391013,0.6077548652,0.1463999542,0.6465353101
gh,15,29.0172362571,58,18,200.002499984,11.0735813364,32.1557350385,173.011560307,141.014183684,61.0327780787,76.5065356685,62.7743976474,79.277926913,44,117.052950488,33.0340733183,1.6321663735,0.8650469885,1.2269089235,0.5002971768,0.089998875,0.3443734476,0.0553672146,0.3051600759,0.3963846798,0.2199972501,0.165168302,0.5852574368,0.1599848833,0.7050621052
gh,16,36.0138862107,64.0312423743,11.5,200.039996001,9.8125115017,31.696926999,183,155,60.1331855135,80.5015527801,60.0629877712,85.3398797403,46.0977222865,128.090489305,39.0800460593,1.741889695,0.9148170549,1.1806451613,0.562442409,0.0574885034,0.3095729596,0.0490527479,0.3006058124,0.4266140844,0.2304425275,0.195361162,0.6403243945,0.1399720084,0.7748450465
gh,17,31.0161248385,60.0083327547,16,200.122462507,10.5237557774,31.6425701824,174,141.003546055,60.2992537267,79.0063288604,62.181689427,83.8251540543,43,122.614127121,36.2801598673,1.6406153407,0.8694676141,1.2340115186,0.5168636323,0.079951045,0.3325822055,0.0525865795,0.3013117717,0.4188692914,0.2148684334,0.1812897933,0.6126954745,0.1648813108,0.7045863032
gh,18,32.0156211872,57.008771255,15.0710678119,199.123077517,8.5073465915,29.5086181285,161.012421881,134.134261097,59.3043000127,70.0017856915,61.6299440207,77.5364117607,49.040799341,114.488139865,33.2415402772,1.5620499352,0.8086075401,1.2003825165,0.5615911461,0.0756871981,0.2883004062,0.0427240614,0.2978273576,0.3893893803,0.246283856,0.1669396671,0.5749616835,0.1349826505,0.6736248895
gh,19,36,62,20,200.062490237,10.600338592,32.7452856352,177.011299074,145,63.1981012373,82.5,63.6258595227,79.5625284524,41.0487515035,126.507562065,33.8008875623,1.646598925,0.8847800448,1.2207675798,0.5806451613,0.0999687646,0.3237210605,0.0529851377,0.3158918054,0.3976883841,0.2051796489,0.1689516487,0.6323402349,0.1600065012,0.7247735436
gh,20,36.0138862107,66.0075753228,22.0667977218,201.062179437,10.0808749146,33.803610416,178.002808967,145,64.3816744113,81.0138876983,64.4641373168,82.4194845896,34.0147027034,128.351653985,38.9647276392,1.6713142028,0.8853122425,1.2276055791,0.5456023197,0.1097511117,0.2982188823,0.0501380963,0.3202077815,0.409920378,0.1691750423,0.193794416,0.6383679633,0.1641423019,0.7211699406
gh,21,36,65,21.0311288741,201.022386813,9.0553851381,33.075615545,172.072659072,143.055933117,61.0327780787,79.0142392231,62.7997810506,83.5109119481,35.0142828,125.131337909,35.0570962859,1.5642969007,0.8559875435,1.2028348306,0.5538461538,0.1046208296,0.2737782801,0.0450466502,0.3036118467,0.4154309043,0.1741810122,0.1743939908,0.6224746402,0.1443457438,0.7116417996
gh,22,33,60.0083327547,19.0355339059,201.039797055,9.5328176913,31.6036310443,163.003067456,133.015036744,58.0775343829,74.5,57.5347720948,80.5387329954,46.0108682813,126.542289879,38.5292096986,1.6546616257,0.8108,1.2254484263,0.549923627,0.0946854015,0.3016367859,0.0474175652,0.2888857591,0.4006108948,0.2288644784,0.1916496647,0.6294390053,0.1491646487,0.6616353513
gh,23,31.0161248385,60.0083327547,21.5415945788,201.002487547,9.7565743976,32.0390301355,169,137,60,75.0016666481,64.25,77.7655521942,42.0475920833,120.089607936,33.5,1.6169287735,0.8407856145,1.2335766423,0.5168636323,0.107170786,0.3045215275,0.0485395704,0.2985037684,0.3868885064,0.2091894115,0.1666646041,0.597453342,0.1592020098,0.6815836046
gh,24,32,64.0078120232,22.5356688476,200.062490237,12.5249661036,33.6852842944,175,137.014597762,59.3043000127,77.0064932327,57.1975742493,87.3932473858,37.0135110466,127.775700569,34.2344855372,1.6348715629,0.8747266906,1.2772361694,0.499938976,0.1126431488,0.3718230784,0.0626052694,0.2964288805,0.436829749,0.1850097487,0.1711189614,0.6386789468,0.1898676868,0.6848590038
gh,25,30.0166620396,61,19.5311288741,200,10.298693588,32.1013782219,171,138.003623141,64.0078120232,75.0016666481,65.267239102,79.8082570666,38.0131556175,119.266030816,40.0124980475,1.6764705882,0.855,1.2390979027,0.4920764269,0.0976556444,0.3208178016,0.0514934679,0.3200390601,0.3990412853,0.1900657781,0.2000624902,0.5963301541,0.1649818843,0.6900181157
gh,26,26,60.0083327547,19.0311288741,200.002499984,11.5704049427,29.2146609054,164.012194669,133.033830284,62.0080639917,71.5017482304,64.0019530952,80.1653708652,41.0487515035,117.266037762,35.5035209522,1.5546004999,0.8200507228,1.2328608018,0.4332731607,0.0951544549,0.3960478946,0.0578513016,0.3100364445,0.4008218441,0.205241192,0.1775153858,0.5863228598,0.1548898858,0.665160837
gh,27,34,65.0076918526,21.5,201.039797055,11.2943786989,32.7452856352,168.074388293,139.003597076,62.3939099592,75.5148991921,61.9727762812,80.4120194389,40.049968789,125.43584721,36.5820994477,1.6006903116,0.8360254574,1.2091369708,0.5230150315,0.1069439997,0.3449161759,0.0561798155,0.3103560135,0.3999806039,0.1992141326,0.1819644667,0.6239354051,0.1446021715,0.6914232859
gh,28,35.0142828,62.0080639917,20,200.022498735,12.9059676696,34.3656805549,169.002958554,136.014705087,65.06919394,79.5015723115,66.0118360599,79.750153104,37.0135110466,123.971330502,36.0555127546,1.5791910611,0.8449197446,1.2425344631,0.5646730529,0.0999887519,0.3755481475,0.06452258,0.3253093745,0.3987059136,0.1850467386,0.180257286,0.6197869304,0.1649227146,0.6799970301
gh,29,33.0151480384,58.0086200491,22.59103519,200.002499984,10.0124921973,31.1607241751,170.047052312,138.014491993,67.007462271,78.5573039252,70.5070918419,76.3054260518,36.0138862107,119.299286394,38.0131556175,1.6350678107,0.8502246338,1.2320956289,0.5691421035,0.112953764,0.3213176992,0.0500618352,0.3350331235,0.3815223613,0.1800671802,0.1900634023,0.5964889759,0.1601607996,0.6900638342
gh,30,32,56,18.5498756211,200.00999975,8.5073465915,29.5083310198,163.027605024,131.034346642,54.0092584656,73.5017006606,57.5086949948,79.1916270524,50.0099990002,115.416589752,34.5036229982,1.6550812658,0.8150972713,1.2441593308,0.5714285714,0.092744741,0.2883032112,0.0425346063,0.270032791,0.3959383388,0.2500374934,0.1725094897,0.5770540968,0.1599582942,0.6551389771
gh,31,33.0151480384,61,17.0311288741,200,10.778629519,30.6057078808,164.012194669,135.033329219,57,73.0154093326,59.002118606,76.101632811,52,115.35594442,33.5,1.6482805232,0.8200609733,1.2146052802,0.5412319351,0.0851556444,0.3521771024,0.0538931476,0.285,0.3805081641,0.26,0.1675,0.5767797221,0.1448943272,0.6751666461
gh,32,29.0172362571,65.0307619516,17,200.002499984,9.7815122082,29.6521931688,164.027436729,130.003846097,58.0775343829,71.5017482304,60.5330488246,84.2993452312,40.0124980475,122.602242557,30.6022874962,1.4707284479,0.8201269321,1.2617121851,0.4462078467,0.0849989375,0.3298748309,0.0489069497,0.2903840421,0.4214914575,0.2000599895,0.1530095249,0.6130035503,0.1701158267,0.6500111054
gh,33,31,65.0076918526,13.5,199.002512547,10.5770566363,31.2009111105,162,132.034086508,61.0327780787,74,61.5411447732,86.8955951266,40,119.20745471,34.5904611129,1.439985778,0.8140600735,1.2269558891,0.4768666463,0.0678383395,0.338998326,0.0531503673,0.306693505,0.4366557689,0.2010024873,0.173819218,0.5990248725,0.1505805786,0.6634794949
gh,34,33,57,22,200.062490237,8.2811288742,30.0666664208,169.011833905,138,63.387695967,78,66.4200647395,75.2644930026,41.0121933088,122.34457836,39.3859111866,1.7071684687,0.8447952123,1.2247234341,0.5789473684,0.1099656411,0.2754255746,0.0413927112,0.316839483,0.3762049193,0.204996915,0.1968680443,0.611531818,0.1550107362,0.689784476
gh,35,34.0147027034,63,14.5553851381,200.002499984,10.0249378106,30.0416273982,157.028659805,131.015266286,60.0333240792,73.0068489938,60.5129118453,79.5776536824,46,120.254001876,37.5299880096,1.5319686982,0.7851334849,1.1985523844,0.5399159159,0.072776016,0.3337015561,0.0501240625,0.3001628684,0.3978832949,0.2299971251,0.1876475945,0.6012624936,0.1300653418,0.6550681431
gh,36,32,59,16,200.002499984,11.028359395,32.0390301355,170.002941151,146.003424617,58.0086200491,76.5261393251,61.7682159367,78.5844068805,48,120.268688939,36.0555127546,1.6831149416,0.8500040808,1.1643763946,0.5423728814,0.079999,0.3442163932,0.0551411077,0.2900394748,0.392917123,0.2399970001,0.1802753103,0.601335928,0.1199960827,0.730007998
gh,37,30,58,15,200,9.2635134919,28.5442869762,164,135.003703653,57,73.5153045291,58.758510022,79.3392913416,48.0104155366,120.939632348,35.0035712464,1.623583332,0.82,1.2147814879,0.5172413793,0.075,0.3245312626,0.0463175675,0.285,0.3966964567,0.2400520777,0.1750178562,0.6046981617,0.1449814817,0.6750185183
gh,38,34,56,17,200.002499984,11.0226805086,32.5387935611,183,148.00337834,65.0076918526,81,68.5114041602,75.8927188229,47.0425339454,118.559537067,39.5506005011,1.8391031006,0.9149885627,1.2364582623,0.6071428571,0.0849989375,0.338755046,0.0551127136,0.3250343964,0.3794588509,0.2352097296,0.1977505306,0.5927902755,0.1749809211,0.7400076417
gh,39,38,60.0083327547,17.0355339059,201.002487547,11.2773770767,34.0367377176,185.002702683,156.012819986,60,84.0238061504,64.0175757117,77.6847365422,48,121.024777028,36.0034720548,1.8316874827,0.9204000654,1.185817311,0.6332453887,0.0847528511,0.3313295525,0.0561056593,0.2985037684,0.3864864435,0.2388030148,0.1791195348,0.602105867,0.1442264872,0.7761735782
gh,40,31.0161248385,56,16,200.022498735,10.5062460986,29.5169491484,172,145.003448235,56.3205113613,74.5067111071,58.8265458785,79.6798280273,50.0099990002,119.539370622,34.1796723214,1.7199785004,0.8599032663,1.1861786881,0.5538593721,0.0799910015,0.3559394315,0.0525253217,0.2815708819,0.3983543278,0.2500218691,0.1708791388,0.5976296236,0.1349675758,0.7249356905
gh,41,36,61.0081961707,18.5311288741,201.039797055,8.265151477,31.5634441089,175,147.030609058,57.4282160614,75.5066222261,58.6541771743,82.0845585576,47.0425339454,120.95719193,33.3766385366,1.6823812452,0.8704744163,1.1902283553,0.5900846486,0.0921764205,0.2618583526,0.0411120166,0.2856559592,0.4083000469,0.2339961273,0.1660200569,0.6016579488,0.1391236529,0.7313507634
gh,42,32,60,19,200.062490237,11.8183915015,31.2727299705,169.002958554,138,62.2012861603,77.5258021564,62.3347816231,83.3972191846,40.0124980475,125.001786336,32.1908372056,1.522410175,0.8447508494,1.22465912,0.5333333333,0.0949703264,0.3779136491,0.0590734999,0.3109092868,0.4168558488,0.2,0.1609039114,0.6248137079,0.1549663733,0.689784476
gh,43,34.0147027034,58.0086200491,18.5311288741,200.122462507,9.7565743976,32.1002660928,181.00276241,150.029997001,61.400325732,79.0142392231,63.1981012373,79.7259815561,45.0111097397,124.188166535,39.3859111866,1.8277280623,0.9044599999,1.2064438181,0.5863732437,0.0925989449,0.3039406081,0.0487530199,0.3068137627,0.3983859711,0.2249178287,0.1968090473,0.6205608555,0.15476906,0.7496909398
gh,44,34,64.0078120232,19,200.00999975,11.2726805086,32.7452856352,171.011695506,138.032604844,57,79.0015822626,56.7637648505,85.4647723072,41.0121933088,126.144711021,30.0166620396,1.5543948738,0.8550157278,1.2389224684,0.531185162,0.0949952504,0.3442535403,0.0563605846,0.2849857511,0.4273024969,0.2050507143,0.1500758066,0.6306920213,0.1648872092,0.6901285187
gh,45,32,60.0083327547,21.0276925691,201.062179437,10.5475115549,30.2075593821,166,136.014705087,65.192024052,73.5017006606,65.0581470686,80.0100506179,41,119.859904945,40.5770871305,1.6349721165,0.8256152423,1.2204562727,0.5332592747,0.1045830331,0.349167949,0.0524589537,0.3242381249,0.3979368514,0.2039170177,0.2018136242,0.5961335209,0.1491344369,0.6764808054
gh,46,36,62,16.5355339059,199,9.0620718977,34.0954345318,181.00276241,152.013157325,58.0086200491,78.5,60.5020660804,78.9658664434,47.0106370942,122.696228188,33.5037311355,1.7487985541,0.9095616202,1.1907045784,0.5806451613,0.0830931352,0.2657854936,0.0455380497,0.2915006033,0.3968133992,0.2362343573,0.168360458,0.6165639607,0.1456764075,0.7638852127
gh,47,34.0147027034,59,21,201.089532298,10.7559490104,34.0751829258,171.046777228,140.174890762,61.2943716829,81.5138025122,64.5818279394,82.2998835404,40,122.007883092,35.1745646739,1.5833423061,0.8506001047,1.2202383487,0.5765203848,0.1044310947,0.3156534488,0.0534883586,0.3048113494,0.4092698541,0.1989163709,0.1749199189,0.6067341333,0.1535230905,0.6970770142
gh,48,30,61,21,201.039797055,10.5289266072,32.0779692736,165.027270474,133.003759345,59.1354377679,76.5261393251,62.3222472316,80.8978105858,41,117.70991848,34.2344855372,1.5716882902,0.8208686682,1.2407714736,0.4918032787,0.10445693,0.3282292129,0.05237235,0.2941479181,0.4023969969,0.2039397204,0.1702871075,0.5855055576,0.1592894123,0.6615792559
gh,49,31,68.0073525437,18.0355339059,200.062490237,10.5770566363,29.844187494,159.012578119,130.015383705,61.2045749924,73.0154093326,60.9354166311,86.5915195594,35.0142828,121.077912055,34.7922405142,1.4261074381,0.7948145498,1.2230289493,0.4558330657,0.0901495022,0.3544092677,0.0528687643,0.3059272876,0.4328223619,0.1750167298,0.1739068652,0.6052004647,0.1449406852,0.6498738647
