Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.444433380643, 0.426886357595, 0.463968787315, 0.502097036484, 51, 71
boring, 0.533370944607, 0.594397350913, 0.590365061489, 0.668589716804, 61, 111
calm, 0.522957315149, 0.518813611894, 0.564332149241, 0.70793503776, 106, 353
cold, 0.824211690725, 0.793932884749, 0.837039809406, 0.862669515087, 111, 303
common, 0.352399626781, 0.385755769927, 0.588609624694, 0.496912736306, 237, 86
confident, 0.590766994429, 0.629918829291, 0.606099178124, 0.792325778637, 61, 459
egotistic, 0.585155363263, 0.578053122879, 0.68256427173, 0.68277268609, 101, 121
emotUnstable, 0.661930125244, 0.66754159537, 0.678978704965, 0.763453727971, 111, 268
forgettable, 0.374217371547, 0.467908409587, 0.521729745941, 0.573407288195, 76, 76
intelligent, 0.585512375032, 0.653975979936, 0.57303243391, 0.747499672552, 61, 273
introverted, 0.65605013441, 0.650828223748, 0.689029230334, 0.73580917442, 61, 182
kind, 0.808782482155, 0.787310783626, 0.825828501021, 0.863355428432, 111, 303
responsible, 0.68922777536, 0.729385783938, 0.714224307006, 0.803371552151, 116, 293
trustworthy, 0.743840430644, 0.736017089165, 0.762828613551, 0.834037191199, 111, 338
unattractive, 0.626831292008, 0.702231782284, 0.648159160966, 0.779275776956, 61, 182
unemotional, 0.722778460377, 0.735269544501, 0.832215664738, 0.802615643511, 227, 147
unfamiliar, 0.449361446356, 0.458593043692, 0.446322532722, 0.540282217486, 41, 121
unfriendly, 0.795413629684, 0.779393069535, 0.847490096869, 0.869576698598, 182, 338
unhappy, 0.819951196776, 0.810760078642, 0.862662075765, 0.882562156703, 197, 373
weird, 0.529590261002, 0.545386335943, 0.554580214976, 0.607283532468, 66, 56
aggressive, 0.722420735311, 0.748034919877, 0.761607180169, 0.771808309479, 116, 167
attractive, 0.684024634608, 0.748966897184, 0.697338956213, 0.831468249347, 71, 258
caring, 0.814128064109, 0.81773031395, 0.814509472236, 0.856069102125, 111, 293
emotStable, 0.661902943558, 0.687526532557, 0.714383275234, 0.751219920103, 132, 192
emotional, 0.534998351903, 0.552315273364, 0.597037093366, 0.694507997242, 11, 116
familiar, 0.503489677813, 0.53200202148, 0.483698710323, 0.467570943689, 76, 61
friendly, 0.83998390764, 0.834672091758, 0.866013826689, 0.873981495516, 177, 278
happy, 0.868486268418, 0.8494285432, 0.883495357437, 0.893350274468, 147, 253
humble, 0.659553162799, 0.661873584304, 0.691888173047, 0.746814642566, 111, 283
interesting, 0.561820021267, 0.602039633808, 0.59519269247, 0.717951342856, 66, 268
irresponsible, 0.659669336564, 0.705241470486, 0.701044371697, 0.777925814719, 116, 253
mean, 0.767655210215, 0.771895706519, 0.794951319164, 0.807018326006, 116, 227
memorable, 0.415525889869, 0.492480478278, 0.475724703193, 0.554673507477, 66, 71
normal, 0.652017748517, 0.648172008403, 0.62608319669, 0.692957482637, 76, 167
sociable, 0.799467543138, 0.789412077079, 0.826845588188, 0.82437250038, 167, 177
typical, 0.492671180754, 0.480109442833, 0.488803253135, 0.579392753155, 76, 192
uncertain, 0.640249514517, 0.644814317427, 0.64898926212, 0.682238068548, 56, 106
uncommon, 0.441799900816, 0.375683371227, 0.455793556935, 0.633753357802, 81, 298
unintelligent, 0.540985218319, 0.600646229145, 0.581045233145, 0.595039819176, 66, 56
untrustworthy, 0.726453497543, 0.745701379033, 0.734882103914, 0.773512863089, 111, 217
