Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.377229504375, 0.384804574537, 0.468406009517, 0.569386159194, 51, 212
boring, 0.54960662388, 0.57130535329, 0.602353433303, 0.737631978051, 61, 288
calm, 0.455323737096, 0.507503113564, 0.550611131046, 0.589306911985, 81, 152
cold, 0.780276789138, 0.783619757491, 0.828488837985, 0.857926677143, 61, 298
common, 0.277222896608, 0.362931719553, 0.548539594257, 0.495639536375, 157, 86
confident, 0.516984108459, 0.590332452177, 0.596293609193, 0.700749886607, 46, 167
egotistic, 0.640179111721, 0.606337473739, 0.67993588446, 0.669360814998, 111, 116
emotUnstable, 0.57002441831, 0.625388353127, 0.677265236168, 0.707875436153, 81, 147
forgettable, 0.449033475542, 0.438227382596, 0.478062834936, 0.71952947221, 61, 394
intelligent, 0.502836964592, 0.594292151591, 0.566568812806, 0.693904377274, 51, 147
introverted, 0.60987335915, 0.643753819678, 0.649657609772, 0.709600912514, 11, 91
kind, 0.769495909397, 0.784306707984, 0.810571846406, 0.851580595363, 61, 283
responsible, 0.630744020426, 0.68930507143, 0.692568635914, 0.757260661712, 81, 157
trustworthy, 0.683951649394, 0.708269328584, 0.78603106641, 0.827317658961, 162, 348
unattractive, 0.624629755457, 0.695901259055, 0.630703820815, 0.771067986195, 41, 162
unemotional, 0.747313717401, 0.735609705872, 0.782056450789, 0.838366719025, 61, 379
unfamiliar, 0.395697386237, 0.38001949423, 0.460501920605, 0.566891224616, 51, 157
unfriendly, 0.750691301497, 0.755779367326, 0.818607465985, 0.853633982767, 61, 298
unhappy, 0.798160987813, 0.793711455863, 0.839652381282, 0.874174013099, 81, 348
weird, 0.48797171118, 0.57608717642, 0.559600257526, 0.667693031804, 51, 172
aggressive, 0.689888537423, 0.716810427922, 0.767504535276, 0.8075955662, 116, 288
attractive, 0.670833386469, 0.757062976003, 0.778190690902, 0.867851291295, 247, 409
caring, 0.758835715343, 0.780411121692, 0.835822648138, 0.822598014927, 172, 172
emotStable, 0.619656169743, 0.636903578768, 0.748829556283, 0.740082775602, 212, 157
emotional, 0.61556968169, 0.585562881823, 0.614396911315, 0.640962071602, 21, 41
familiar, 0.403819102158, 0.438796720295, 0.475252056362, 0.515521268555, 51, 96
friendly, 0.799553830873, 0.810836497061, 0.842539793863, 0.871633948749, 81, 298
happy, 0.842904522566, 0.842748419251, 0.867134599996, 0.886364150573, 81, 283
humble, 0.582853036996, 0.599977554762, 0.642414078085, 0.680739262958, 41, 116
interesting, 0.529231070792, 0.553366106342, 0.58106311615, 0.763458616389, 51, 409
irresponsible, 0.605315482234, 0.670787670109, 0.748848180006, 0.744381649254, 232, 157
mean, 0.721815941663, 0.71393357688, 0.803178877374, 0.82896014761, 116, 288
memorable, 0.340424178493, 0.449219053631, 0.336334888992, 0.703030796358, 6, 389
normal, 0.543781707188, 0.590594981302, 0.653224925539, 0.675690418704, 81, 111
sociable, 0.768022603, 0.786977908806, 0.832947038999, 0.845639694105, 172, 283
typical, 0.368912545139, 0.358812122068, 0.546220233073, 0.708065453414, 121, 449
uncertain, 0.6195977346, 0.609641667521, 0.668576303631, 0.662808840954, 71, 66
uncommon, 0.354629016679, 0.400241710936, 0.432244025386, 0.422699448797, 21, 31
unintelligent, 0.479546775082, 0.57677860386, 0.532950683776, 0.684094606587, 31, 167
untrustworthy, 0.674291709677, 0.700786199086, 0.782286863541, 0.76008987167, 227, 172
