Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.310322170422, 0.425673198615, 0.672539411957, 0.510166367885, 384, 71
boring, 0.518246766126, 0.581659675722, 0.522136304139, 0.725851789186, 16, 237
calm, 0.457372483095, 0.510124039879, 0.614836920682, 0.646552968874, 177, 222
cold, 0.811528748333, 0.77055071966, 0.844524159323, 0.814868007787, 116, 96
common, 0.414308016226, 0.429489012489, 0.434790001698, 0.451941166721, 46, 46
confident, 0.5404223442, 0.569009356078, 0.656344965668, 0.774339703832, 111, 399
egotistic, 0.634979998431, 0.605079714935, 0.670344659136, 0.833827841599, 61, 500
emotUnstable, 0.598700569079, 0.598194849317, 0.64593016951, 0.790849416009, 51, 358
forgettable, 0.396950372557, 0.401714142971, 0.49800232381, 0.73155457322, 81, 414
intelligent, 0.500157574768, 0.603648443269, 0.647754858621, 0.723126153984, 182, 227
introverted, 0.695396689851, 0.656758051756, 0.665044781222, 0.799564175293, 36, 384
kind, 0.795170326877, 0.774822709653, 0.854750327229, 0.887400871001, 222, 434
responsible, 0.602396123126, 0.666592501856, 0.743587134702, 0.783267167587, 182, 217
trustworthy, 0.707022547623, 0.72208252283, 0.78314803163, 0.807474232568, 137, 217
unattractive, 0.655085497244, 0.682484436887, 0.668931200037, 0.771171900347, 81, 182
unemotional, 0.741711279649, 0.751043124489, 0.761898770044, 0.796722592516, 21, 121
unfamiliar, 0.380414764365, 0.444394948988, 0.444207816084, 0.524765430522, 36, 96
unfriendly, 0.793441478365, 0.765184311071, 0.835863021476, 0.865545234918, 116, 328
unhappy, 0.817455184287, 0.791400422235, 0.855697383639, 0.884196531398, 137, 384
weird, 0.472730664406, 0.517017973766, 0.535514956574, 0.667022717697, 41, 157
aggressive, 0.733331796258, 0.721520056892, 0.767264255964, 0.75721081398, 127, 96
attractive, 0.700482377118, 0.746853020218, 0.713440785765, 0.811328002407, 81, 182
caring, 0.79841883954, 0.798371719518, 0.821345863792, 0.839219501288, 116, 217
emotStable, 0.678695823793, 0.64482778991, 0.711193151614, 0.779796005212, 121, 288
emotional, 0.55860959898, 0.552152358124, 0.632767057826, 0.686970015361, 31, 137
familiar, 0.431091733818, 0.447621442896, 0.500253608135, 0.628427371709, 66, 308
friendly, 0.851376695077, 0.821966443615, 0.853535321518, 0.877300630574, 116, 298
happy, 0.872114720137, 0.831076846603, 0.879456689206, 0.888351851073, 116, 242
humble, 0.66694183163, 0.623218204341, 0.702144643659, 0.693311594627, 116, 106
interesting, 0.551440983979, 0.582574440794, 0.619854624833, 0.714168269776, 101, 253
irresponsible, 0.611538947836, 0.642696684051, 0.72225393325, 0.800892039528, 116, 308
mean, 0.771342996162, 0.730422320601, 0.794741282033, 0.778530631825, 116, 106
memorable, 0.393168200373, 0.464731010501, 0.459744984893, 0.630537322363, 41, 212
normal, 0.634439606108, 0.6306330571, 0.654630586844, 0.700544716228, 137, 177
sociable, 0.817004989601, 0.780254260899, 0.815035535923, 0.850549681479, 116, 298
typical, 0.391516386732, 0.413325118274, 0.491188468239, 0.642794881899, 66, 343
uncertain, 0.643040210556, 0.66663859113, 0.696207120512, 0.695060489041, 101, 142
uncommon, 0.462533452317, 0.467591833735, 0.459817917353, 0.50968571511, 71, 116
unintelligent, 0.536893210285, 0.550431262476, 0.626123241404, 0.715265560501, 116, 242
untrustworthy, 0.716565891647, 0.704090814032, 0.749789552705, 0.753659468029, 116, 116
