Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.440482859436, 0.4464721734, 0.468887453063, 0.463399207317, 56, 41
boring, 0.561554764241, 0.604617960431, 0.60521011566, 0.68319265094, 66, 147
calm, 0.499898178289, 0.544065029296, 0.590556642758, 0.685575916149, 121, 308
cold, 0.822738004179, 0.811982767827, 0.842845411712, 0.853835476974, 147, 283
common, 0.375368119358, 0.414227549992, 0.569812294947, 0.659763399828, 227, 379
confident, 0.603120882568, 0.648235711418, 0.578065653256, 0.671594964504, 56, 116
egotistic, 0.650985576894, 0.657721052996, 0.653733986606, 0.821999114753, 61, 500
emotUnstable, 0.629450655339, 0.700110837175, 0.673421346448, 0.735048274595, 101, 247
forgettable, 0.40388916698, 0.45755663188, 0.51974869209, 0.711007360482, 106, 389
intelligent, 0.563087212525, 0.647500225727, 0.56889048342, 0.704672479585, 56, 182
introverted, 0.665288971171, 0.670826990091, 0.688041306327, 0.703529682999, 81, 116
kind, 0.810299810938, 0.81548027774, 0.826737721944, 0.890573439663, 127, 469
responsible, 0.656397426292, 0.727105465493, 0.683788566635, 0.763337259568, 76, 172
trustworthy, 0.751839340525, 0.792953967862, 0.744372004877, 0.790478484179, 86, 212
unattractive, 0.63355412412, 0.740305582444, 0.66424865651, 0.765822601972, 71, 192
unemotional, 0.777959231986, 0.777256467674, 0.792367202638, 0.812320542954, 91, 217
unfamiliar, 0.419973417855, 0.475448647412, 0.451955083567, 0.544839552349, 56, 157
unfriendly, 0.816471694165, 0.813943899667, 0.822173868974, 0.848499774765, 101, 283
unhappy, 0.808249198646, 0.820310440973, 0.843492055055, 0.85762924487, 96, 253
weird, 0.472080661829, 0.580356382871, 0.50636657808, 0.63542601454, 21, 116
aggressive, 0.736913866913, 0.75157286169, 0.784870083944, 0.776599593429, 182, 167
attractive, 0.657597994575, 0.760367802461, 0.758291218617, 0.864123596218, 182, 399
caring, 0.787548771309, 0.798740124413, 0.819529806216, 0.885525853033, 121, 469
emotStable, 0.639160983881, 0.6701558931, 0.716019344671, 0.787764125847, 127, 313
emotional, 0.59656797387, 0.565691357637, 0.630901328421, 0.628821138306, 31, 26
familiar, 0.433277967584, 0.495378715304, 0.443946307334, 0.521404828551, 21, 101
friendly, 0.823580824501, 0.83645070917, 0.860310482191, 0.904751608719, 121, 469
happy, 0.850954622171, 0.853273019998, 0.882904060477, 0.8995658222, 121, 308
humble, 0.674951391141, 0.673343921333, 0.68699817197, 0.811884208323, 121, 469
interesting, 0.584880842445, 0.597107013151, 0.596881299006, 0.762662949937, 71, 409
irresponsible, 0.632296636591, 0.709409309908, 0.690244670155, 0.757259092826, 76, 212
mean, 0.757399508316, 0.766072453489, 0.791939201471, 0.867207632517, 121, 469
memorable, 0.449817827699, 0.482055334184, 0.476069366297, 0.580467725328, 66, 91
normal, 0.564204721063, 0.633966671624, 0.675062212389, 0.671932212454, 121, 106
sociable, 0.779229902519, 0.792589189282, 0.80423974707, 0.847455433008, 76, 268
typical, 0.473462431773, 0.469617272689, 0.436671816779, 0.579605735976, 26, 167
uncertain, 0.629353651468, 0.643439976541, 0.632414190833, 0.689266381813, 41, 137
uncommon, 0.369720516378, 0.419201637831, 0.414615228424, 0.466046258339, 26, 51
unintelligent, 0.534621266572, 0.593677058167, 0.599757572035, 0.681544600567, 76, 167
untrustworthy, 0.693038971455, 0.726490383167, 0.770908147009, 0.804349047492, 182, 283
