Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.39181131651, 0.431108278396, 0.48870284084, 0.502069724515, 61, 71
boring, 0.580041617162, 0.635416414291, 0.585952402802, 0.658801277465, 66, 101
calm, 0.466607281675, 0.525669137705, 0.452993800542, 0.653170838689, 36, 242
cold, 0.834878273158, 0.808355340701, 0.836901831528, 0.861894506966, 152, 363
common, 0.439280878154, 0.443119718708, 0.471521053869, 0.424462284652, 91, 31
confident, 0.601191224079, 0.588881880349, 0.59485841381, 0.659668911539, 71, 101
egotistic, 0.640495126163, 0.619926564187, 0.697810298033, 0.781960773138, 147, 384
emotUnstable, 0.688917414325, 0.644860831986, 0.620696493613, 0.713515785473, 61, 177
forgettable, 0.481556560813, 0.553351874424, 0.472112482593, 0.55604952066, 61, 76
intelligent, 0.578462380015, 0.651734950203, 0.546874792699, 0.769703349794, 56, 373
introverted, 0.706566890701, 0.695602517309, 0.673256659593, 0.698306941937, 71, 101
kind, 0.810873104196, 0.808948830589, 0.835617661054, 0.866038966918, 147, 368
responsible, 0.701224690888, 0.731788371314, 0.70623105861, 0.814120927424, 127, 384
trustworthy, 0.746249224955, 0.748849038506, 0.770321989634, 0.807222143848, 132, 263
unattractive, 0.614013885662, 0.694521525317, 0.681072807057, 0.76160136516, 121, 147
unemotional, 0.744661477305, 0.744935170087, 0.767666335838, 0.832437314898, 41, 313
unfamiliar, 0.376626731727, 0.458657425606, 0.455614462253, 0.526681790743, 41, 86
unfriendly, 0.827956173142, 0.790603366751, 0.832458188163, 0.854105043565, 152, 318
unhappy, 0.826764978775, 0.799601763474, 0.848174959889, 0.890002262391, 162, 439
weird, 0.512935388298, 0.57552688242, 0.541717530757, 0.646204237816, 56, 152
aggressive, 0.74969648126, 0.711811086417, 0.738338052112, 0.842671953593, 86, 449
attractive, 0.668015681595, 0.738654592145, 0.745061241843, 0.837636033315, 162, 273
caring, 0.81794700767, 0.795177010738, 0.816566985399, 0.862690185195, 132, 343
emotStable, 0.671654841814, 0.672940661568, 0.683650663884, 0.724894940338, 86, 152
emotional, 0.645654136716, 0.658419429623, 0.642901035702, 0.675482464538, 41, 116
familiar, 0.41538703999, 0.441748782405, 0.453418920746, 0.460179801341, 36, 26
friendly, 0.850122352509, 0.81514861138, 0.852203109686, 0.899559229132, 132, 444
happy, 0.877410871178, 0.847918980083, 0.879815540564, 0.896956141187, 152, 353
humble, 0.691121593833, 0.652511231809, 0.70711953691, 0.798246903616, 152, 434
interesting, 0.533783551746, 0.548349026517, 0.62899262086, 0.646213981959, 127, 81
irresponsible, 0.642416500372, 0.703637875994, 0.621407399855, 0.792582753596, 36, 348
mean, 0.801939873171, 0.74642026236, 0.793565152566, 0.83203442006, 152, 353
memorable, 0.362869273349, 0.45825872567, 0.488510512406, 0.653322977171, 66, 268
normal, 0.624788744515, 0.648697556548, 0.648562079803, 0.646938317057, 86, 71
sociable, 0.804167917508, 0.774895632039, 0.805490508205, 0.870575483961, 81, 389
typical, 0.437864189476, 0.494449509506, 0.510203358573, 0.478034982273, 111, 56
uncertain, 0.684124065227, 0.643228555454, 0.652176385528, 0.698817672208, 71, 157
uncommon, 0.431344511747, 0.455014795969, 0.391102289506, 0.477073108327, 16, 61
unintelligent, 0.606474877551, 0.595424493767, 0.562079492624, 0.683043167496, 71, 172
untrustworthy, 0.731679753049, 0.714259470344, 0.700597252772, 0.808948309234, 66, 358
