Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.424747051717, 0.457792172355, 0.488725464689, 0.507492501303, 81, 86
boring, 0.537795605472, 0.585136110463, 0.517350740627, 0.639822741271, 21, 71
calm, 0.462438001365, 0.553878127946, 0.659355914393, 0.777906927208, 222, 489
cold, 0.810448673531, 0.793082168152, 0.839134848147, 0.825074527858, 116, 152
common, 0.412537039578, 0.461618203553, 0.5332674758, 0.489245559861, 142, 91
confident, 0.594213617971, 0.631635401548, 0.612850153727, 0.686041692569, 76, 152
egotistic, 0.61913516445, 0.618114800068, 0.696555910682, 0.766268755159, 111, 323
emotUnstable, 0.623256484753, 0.684425018864, 0.662703529382, 0.752626629654, 71, 253
forgettable, 0.370963112347, 0.4579613586, 0.360373794003, 0.612925979745, 11, 177
intelligent, 0.525593240601, 0.627700718766, 0.647295321236, 0.733648541863, 172, 232
introverted, 0.687165709696, 0.680484458742, 0.675491752693, 0.661887543868, 71, 61
kind, 0.801720584687, 0.797951623889, 0.842990941415, 0.819306795514, 192, 157
responsible, 0.6633667056, 0.726306274477, 0.756046097213, 0.789130924513, 222, 232
trustworthy, 0.716883092202, 0.742470222154, 0.797107212073, 0.812592786637, 192, 232
unattractive, 0.623040805301, 0.710417645404, 0.738577051827, 0.738754376166, 283, 101
unemotional, 0.781499839767, 0.773943726422, 0.787909629657, 0.788666397961, 86, 147
unfamiliar, 0.433992115722, 0.462687141451, 0.439097786994, 0.503785718127, 46, 71
unfriendly, 0.797464724236, 0.778930585716, 0.836523558391, 0.823554002318, 132, 157
unhappy, 0.813272301073, 0.810455102396, 0.866885425998, 0.837064835389, 222, 152
weird, 0.548218451291, 0.613195034783, 0.549108989194, 0.649619385711, 71, 177
aggressive, 0.710270129647, 0.725108436889, 0.799741466359, 0.853102072951, 187, 454
attractive, 0.665138816483, 0.758949664882, 0.784692527904, 0.838704585778, 283, 288
caring, 0.768384354348, 0.806756888261, 0.853000861523, 0.879145569733, 222, 419
emotStable, 0.645499661035, 0.66269793686, 0.75031677749, 0.829345109528, 222, 449
emotional, 0.61281632138, 0.591098039339, 0.639828700762, 0.641947558236, 66, 36
familiar, 0.439247906505, 0.475114559968, 0.445298644224, 0.47875687786, 21, 51
friendly, 0.829949097256, 0.830161633924, 0.862707733402, 0.901942107252, 132, 449
happy, 0.860336250696, 0.853460632534, 0.881479398945, 0.868935167683, 106, 152
humble, 0.623618154407, 0.653076509599, 0.697199107043, 0.796175274281, 96, 414
interesting, 0.499497410943, 0.554185111076, 0.669962673083, 0.776153033385, 177, 414
irresponsible, 0.621779526548, 0.672563629353, 0.745870886688, 0.724458186733, 222, 111
mean, 0.756313043092, 0.746726124691, 0.8154632418, 0.769452868096, 192, 106
memorable, 0.386691182152, 0.466877649376, 0.542323400971, 0.561879049941, 177, 81
normal, 0.570066672384, 0.626383928949, 0.645130991522, 0.684502500649, 66, 101
sociable, 0.761577961328, 0.782388226984, 0.860629870889, 0.881777791716, 303, 449
typical, 0.416468635684, 0.452087093469, 0.510133843225, 0.539962669065, 81, 106
uncertain, 0.621835631153, 0.656219853352, 0.668396258724, 0.686851874575, 66, 101
uncommon, 0.387607819315, 0.452404880278, 0.470658232528, 0.52533727773, 66, 142
unintelligent, 0.500934247817, 0.585845114072, 0.67703269745, 0.692625882283, 222, 152
untrustworthy, 0.675743207793, 0.732018770803, 0.78255426663, 0.829405070623, 192, 434
