Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.32641633701, 0.343990684815, 0.558780064437, 0.715697384343, 137, 469
boring, 0.53727904813, 0.638507299039, 0.703910691547, 0.645022762577, 313, 91
calm, 0.467217051088, 0.464566503559, 0.608787091023, 0.608705578241, 167, 116
cold, 0.789823267279, 0.766376401727, 0.838875800946, 0.897001249984, 111, 449
common, 0.385467132035, 0.426674923063, 0.500991368389, 0.46413167574, 127, 61
confident, 0.536961486427, 0.607366539276, 0.630924590157, 0.798106486312, 71, 449
egotistic, 0.578057953745, 0.586270304257, 0.688205143697, 0.692937368565, 91, 116
emotUnstable, 0.563463771717, 0.603789388315, 0.690979460816, 0.725444700145, 101, 116
forgettable, 0.42438339427, 0.551113019284, 0.4851016152, 0.563436036604, 61, 91
intelligent, 0.522524247309, 0.579558994761, 0.637619195641, 0.68034702188, 132, 106
introverted, 0.57419467646, 0.645100725962, 0.768900207456, 0.824937103517, 237, 479
kind, 0.7731991809, 0.764776826295, 0.837173428493, 0.870802864253, 132, 288
responsible, 0.639408439688, 0.700086534662, 0.740280855366, 0.752110498774, 157, 106
trustworthy, 0.697639205776, 0.706709690786, 0.782878579221, 0.785331757927, 132, 116
unattractive, 0.614728746518, 0.726589312798, 0.683765646705, 0.750038169603, 91, 111
unemotional, 0.747875441991, 0.75611664548, 0.805333663742, 0.79431642151, 111, 127
unfamiliar, 0.364040296111, 0.429511872992, 0.468566356046, 0.512339449386, 46, 66
unfriendly, 0.793433564426, 0.761769614271, 0.833296814066, 0.896009312564, 132, 459
unhappy, 0.79321910068, 0.79247577691, 0.866924224258, 0.879758991512, 192, 303
weird, 0.438723974352, 0.535572164475, 0.540144772821, 0.65661751253, 31, 111
aggressive, 0.722196036179, 0.690375160975, 0.789531941607, 0.782233554971, 197, 132
attractive, 0.660229947093, 0.778301191207, 0.763212014146, 0.874464582524, 187, 434
caring, 0.771538302357, 0.759744022505, 0.833190717497, 0.834808580657, 147, 127
emotStable, 0.6134587289, 0.624881192524, 0.755252260974, 0.733320656079, 237, 106
emotional, 0.563595960273, 0.608270649179, 0.641520663621, 0.649757005563, 31, 46
familiar, 0.416140909462, 0.356599806277, 0.523044718877, 0.516469794778, 96, 41
friendly, 0.814909534723, 0.796642075928, 0.86288943582, 0.909841842558, 132, 434
happy, 0.841311999663, 0.820627798093, 0.890427122611, 0.920887593742, 157, 434
humble, 0.62504287821, 0.605280928158, 0.715201235102, 0.695056024689, 142, 106
interesting, 0.511472634974, 0.578483111788, 0.618513737926, 0.665048413778, 76, 101
irresponsible, 0.648926676834, 0.650690064964, 0.671620813698, 0.724776253144, 66, 106
mean, 0.734408765736, 0.683414366623, 0.799695928132, 0.842659111954, 132, 288
memorable, 0.364812280444, 0.487744062543, 0.567942022576, 0.56668179646, 177, 61
normal, 0.533790167603, 0.575314858142, 0.655531824061, 0.700046997009, 66, 106
sociable, 0.748216193549, 0.75385413653, 0.849847225128, 0.871424004288, 187, 313
typical, 0.413261226254, 0.422949404511, 0.534060999223, 0.551553367739, 106, 101
uncertain, 0.596437522567, 0.615132274931, 0.70842350208, 0.708385218451, 162, 157
uncommon, 0.379125987615, 0.396905150556, 0.425469561683, 0.537604233625, 26, 121
unintelligent, 0.500506753368, 0.560256301808, 0.64694256641, 0.693491770839, 132, 152
untrustworthy, 0.680198504565, 0.655119724607, 0.789802172238, 0.767072963583, 237, 127
