Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.412946188792, 0.427619838649, 0.496406142036, 0.529348968227, 81, 106
boring, 0.521234615989, 0.601970575171, 0.58728711563, 0.64494261489, 61, 71
calm, 0.523785195927, 0.486390413575, 0.522363301806, 0.629721754414, 86, 207
cold, 0.822231324151, 0.757482427117, 0.83060696527, 0.83877641996, 81, 152
common, 0.423987160896, 0.430637665844, 0.479654867438, 0.537715336419, 106, 162
confident, 0.55583829609, 0.621309585666, 0.645794930611, 0.683991476728, 147, 142
egotistic, 0.62710130245, 0.599237476417, 0.644770515602, 0.710877280851, 56, 187
emotUnstable, 0.642184445159, 0.622511108907, 0.660201575449, 0.747376252413, 81, 227
forgettable, 0.398860901794, 0.521775004716, 0.482883657539, 0.601031205052, 61, 147
intelligent, 0.502842669122, 0.618118449706, 0.601999163801, 0.749932676523, 81, 293
introverted, 0.673137225546, 0.661364532302, 0.674717697351, 0.721520830047, 66, 147
kind, 0.820179745884, 0.786393431265, 0.822566059263, 0.847067775587, 116, 227
responsible, 0.649357492817, 0.703280491701, 0.708598865615, 0.766305107855, 106, 182
trustworthy, 0.746492396135, 0.733872845247, 0.743903171506, 0.796937866192, 81, 222
unattractive, 0.639325886935, 0.69461637449, 0.658550045416, 0.747189091154, 76, 81
unemotional, 0.751932482195, 0.734076887876, 0.762296499851, 0.78718767668, 26, 86
unfamiliar, 0.344941351291, 0.427780252317, 0.460088816383, 0.508692032175, 36, 66
unfriendly, 0.8164370628, 0.75991835177, 0.817131331033, 0.84570338695, 81, 232
unhappy, 0.836377433162, 0.795417893393, 0.847484708683, 0.859822068649, 142, 227
weird, 0.560211958256, 0.568773067185, 0.547362142346, 0.63314067243, 66, 116
aggressive, 0.745287062062, 0.734141328399, 0.749553266665, 0.755013988664, 111, 116
attractive, 0.684504197566, 0.745064437034, 0.696783871093, 0.801900958894, 81, 137
caring, 0.794776602899, 0.789327538371, 0.827014811143, 0.852575745038, 152, 253
emotStable, 0.631087446955, 0.656021471123, 0.688194301586, 0.714248578635, 81, 101
emotional, 0.600933641246, 0.645498532012, 0.661524415907, 0.629832517258, 96, 31
familiar, 0.428440521265, 0.461575313865, 0.452643640376, 0.540493025979, 21, 111
friendly, 0.840498342828, 0.828136277484, 0.860138919687, 0.841064483582, 152, 121
happy, 0.873921203018, 0.833598057801, 0.879103632181, 0.895188367317, 127, 253
humble, 0.683477080896, 0.624005615382, 0.680044144892, 0.721017352887, 111, 212
interesting, 0.544896134608, 0.614160215925, 0.555390547337, 0.635375823367, 41, 86
irresponsible, 0.636052803027, 0.687011206155, 0.684404773664, 0.761752892104, 81, 217
mean, 0.757698901897, 0.754167824847, 0.794167056044, 0.75361407377, 152, 86
memorable, 0.372696866885, 0.509972793223, 0.470312074549, 0.577481433102, 61, 106
normal, 0.594049143013, 0.624092319186, 0.705634571839, 0.673983499585, 227, 111
sociable, 0.803787558588, 0.782399828, 0.798616548043, 0.815851402613, 81, 137
typical, 0.419186545408, 0.440204857992, 0.503783492431, 0.504190159348, 101, 66
uncertain, 0.602736367515, 0.628172016585, 0.67874990954, 0.674273486204, 81, 86
uncommon, 0.409992710159, 0.387470076804, 0.42597492952, 0.474628495433, 51, 51
unintelligent, 0.491503183731, 0.589274650658, 0.602149915117, 0.649331477465, 81, 111
untrustworthy, 0.695200217504, 0.68993775828, 0.726433246939, 0.73368126836, 81, 86
