Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.408231776662, 0.443231883776, 0.506033321914, 0.519321912815, 101, 121
boring, 0.542859448196, 0.606326256927, 0.587363642219, 0.686524026584, 66, 172
calm, 0.446377181187, 0.487373160394, 0.583888016458, 0.587840058331, 111, 147
cold, 0.793711109615, 0.7844832052, 0.825677720411, 0.864679735455, 66, 318
common, 0.306259119821, 0.354143126897, 0.502920492295, 0.44658829979, 96, 36
confident, 0.500633365123, 0.608381905011, 0.651916144226, 0.681789704544, 132, 142
egotistic, 0.597415392816, 0.618580233074, 0.669583454231, 0.745597733203, 61, 253
emotUnstable, 0.55464609401, 0.626231991496, 0.693538531925, 0.695780296729, 101, 111
forgettable, 0.391517098918, 0.532404066364, 0.487579170382, 0.585196570696, 66, 137
intelligent, 0.461434343771, 0.555408345925, 0.621690696473, 0.701020874552, 116, 167
introverted, 0.630817832717, 0.65874776646, 0.703484510284, 0.703012783967, 101, 111
kind, 0.769798050996, 0.770609832446, 0.821805124841, 0.884172045741, 96, 414
responsible, 0.5863951858, 0.68208513721, 0.720045187453, 0.756198994435, 116, 167
trustworthy, 0.683403874228, 0.714795107683, 0.745676964356, 0.762018768099, 61, 111
unattractive, 0.614910409765, 0.703351419612, 0.655681925418, 0.744072107116, 66, 116
unemotional, 0.734224833779, 0.72441000942, 0.8007134459, 0.831141015034, 101, 298
unfamiliar, 0.381156962999, 0.425011410734, 0.417461742321, 0.490577827843, 21, 71
unfriendly, 0.781314257683, 0.792759212163, 0.82435028816, 0.843088826122, 86, 253
unhappy, 0.775509078262, 0.775903787651, 0.848554635612, 0.872510421262, 101, 318
weird, 0.444410602599, 0.547391024404, 0.5728539625, 0.631038233793, 101, 121
aggressive, 0.698345384787, 0.758631682556, 0.801862048082, 0.79690650987, 192, 258
attractive, 0.662623595107, 0.776633214672, 0.783265832173, 0.872346291855, 268, 459
caring, 0.78713044717, 0.79473018768, 0.818930852717, 0.878060772797, 111, 439
emotStable, 0.601160033, 0.684332944263, 0.715890552332, 0.762464009207, 111, 253
emotional, 0.65089377908, 0.656954190776, 0.632652514276, 0.663552586105, 71, 147
familiar, 0.327530617431, 0.389142282253, 0.609987163453, 0.473244436911, 268, 36
friendly, 0.801444632067, 0.8343336004, 0.873839353749, 0.87911358968, 192, 338
happy, 0.832978718925, 0.85218276655, 0.88863394302, 0.895604799925, 111, 318
humble, 0.645193937378, 0.66788948169, 0.651507009502, 0.696015669988, 61, 172
interesting, 0.52369624186, 0.592842175567, 0.609064672491, 0.682757980887, 66, 162
irresponsible, 0.613007863785, 0.706056075331, 0.703824565734, 0.765309214724, 106, 253
mean, 0.740137776697, 0.756345505161, 0.792677679143, 0.811055157941, 106, 253
memorable, 0.283530399797, 0.47340432219, 0.386774265074, 0.555671174996, 11, 51
normal, 0.607193661493, 0.61440002423, 0.61822076809, 0.791634214626, 71, 444
sociable, 0.744671098212, 0.785914291602, 0.842305759045, 0.87022460924, 202, 409
typical, 0.364944907721, 0.417734286482, 0.485402327438, 0.491575348174, 61, 51
uncertain, 0.575017909613, 0.60263757075, 0.699072969081, 0.788904580846, 121, 439
uncommon, 0.404986259418, 0.437230167056, 0.448250848468, 0.473821084292, 61, 76
unintelligent, 0.494870779623, 0.633928413171, 0.614720800512, 0.655142483756, 111, 142
untrustworthy, 0.694497479194, 0.722413502338, 0.710000695186, 0.804336202313, 66, 318
