Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.414526851821, 0.444715321515, 0.444861557618, 0.464754689218, 46, 51
boring, 0.528459908646, 0.580867646161, 0.664880556479, 0.668918847082, 207, 106
calm, 0.406835667647, 0.467803316072, 0.50315748658, 0.588475805744, 46, 121
cold, 0.811791966135, 0.778514510693, 0.854382660457, 0.82418285771, 167, 121
common, 0.415297955916, 0.385876097727, 0.436672456798, 0.458838726649, 46, 66
confident, 0.49703259203, 0.577204688455, 0.687998196938, 0.678427777642, 182, 116
egotistic, 0.623525917981, 0.613878776817, 0.670458030747, 0.721957494667, 61, 182
emotUnstable, 0.58091668536, 0.645770098557, 0.699334108497, 0.700818930407, 106, 116
forgettable, 0.39338063405, 0.460877752605, 0.448467425898, 0.604518217361, 36, 127
intelligent, 0.506233735295, 0.594160162067, 0.625001906278, 0.817581136676, 96, 494
introverted, 0.596223638935, 0.599047988067, 0.672891066005, 0.724075550832, 26, 116
kind, 0.783443300771, 0.754605673885, 0.845254673004, 0.822312044963, 167, 127
responsible, 0.626469751085, 0.652236391233, 0.722551434055, 0.789359956966, 111, 222
trustworthy, 0.69769772074, 0.721898591633, 0.78381802552, 0.782783608045, 111, 142
unattractive, 0.580294628445, 0.667852477931, 0.71588978851, 0.772361200761, 162, 152
unemotional, 0.736065163276, 0.738485172238, 0.793268502007, 0.790585340094, 56, 101
unfamiliar, 0.408262781596, 0.438759582398, 0.460364917676, 0.540583625334, 51, 121
unfriendly, 0.804983043613, 0.78984869261, 0.83734722281, 0.811971939332, 121, 116
unhappy, 0.802209374911, 0.795994056808, 0.852091140962, 0.827753294882, 111, 111
weird, 0.450660283283, 0.513992281204, 0.567256737918, 0.591349332865, 61, 51
aggressive, 0.713141067675, 0.678839056599, 0.790522872836, 0.801546960313, 177, 187
attractive, 0.667527600121, 0.763202506784, 0.754872514352, 0.792314838774, 182, 116
caring, 0.777235782777, 0.744529546352, 0.842076280432, 0.853256073914, 177, 187
emotStable, 0.620442059642, 0.631079071943, 0.715715999612, 0.731626455386, 111, 111
emotional, 0.619436320482, 0.596773490761, 0.632960589749, 0.635203470367, 36, 31
familiar, 0.432681330909, 0.409877126013, 0.474374308467, 0.495947893963, 36, 41
friendly, 0.806594371793, 0.77153542187, 0.872220416857, 0.872909286159, 152, 192
happy, 0.844702080533, 0.82895009785, 0.88935572295, 0.865868138933, 111, 111
humble, 0.615994810233, 0.556156190371, 0.724499649031, 0.74878607656, 116, 187
interesting, 0.517077888044, 0.55413886361, 0.662536694458, 0.671841407077, 177, 111
irresponsible, 0.625383609837, 0.624875254717, 0.704802384691, 0.775578144874, 101, 187
mean, 0.718906977023, 0.690301665455, 0.799716931061, 0.789531037266, 111, 111
memorable, 0.29777540208, 0.488149482299, 0.571016580455, 0.54217236952, 167, 51
normal, 0.550330530678, 0.559456211515, 0.632033080613, 0.69342171319, 66, 111
sociable, 0.777618911623, 0.765010552238, 0.834444166792, 0.816482190841, 177, 116
typical, 0.359657149654, 0.409589734525, 0.627087674395, 0.533480621756, 273, 81
uncertain, 0.581090196094, 0.608162441448, 0.685014061406, 0.678490086276, 71, 76
uncommon, 0.373317115436, 0.362251741658, 0.475037136889, 0.525130249865, 71, 111
unintelligent, 0.483914507277, 0.531417725758, 0.624849157509, 0.706119984322, 96, 177
untrustworthy, 0.696761434101, 0.628857497838, 0.753889067624, 0.800599138481, 116, 187
