Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.401809384138, 0.398438627741, 0.442398812376, 0.532654142805, 36, 106
boring, 0.542360818054, 0.607244497228, 0.582621036426, 0.684810541068, 56, 167
calm, 0.541873516896, 0.536490364087, 0.54375652025, 0.668128573427, 81, 253
cold, 0.830657965109, 0.80176331331, 0.825227927872, 0.889454880388, 76, 454
common, 0.342957419547, 0.327037144179, 0.427560398408, 0.697100877831, 36, 439
confident, 0.599316873804, 0.652282616412, 0.629069785305, 0.674246106591, 101, 132
egotistic, 0.605393189286, 0.606012367749, 0.671867994728, 0.713811371426, 66, 152
emotUnstable, 0.619213308659, 0.662303863904, 0.598084044321, 0.69995578939, 21, 111
forgettable, 0.435828129989, 0.490783363109, 0.441802060987, 0.665248512848, 36, 293
intelligent, 0.570733552302, 0.643709598676, 0.601018742752, 0.668856975524, 101, 132
introverted, 0.677090486242, 0.664561457007, 0.665221481333, 0.68613921922, 36, 66
kind, 0.808879502713, 0.801376906056, 0.807827654399, 0.884149341778, 71, 399
responsible, 0.683325227855, 0.744785126631, 0.671128359823, 0.785630833898, 56, 247
trustworthy, 0.737714696093, 0.760193252759, 0.735813204841, 0.768486568701, 56, 121
unattractive, 0.623802997118, 0.713795204606, 0.693748832342, 0.798422457556, 157, 253
unemotional, 0.780264991775, 0.761235197661, 0.795915134982, 0.847204980373, 96, 353
unfamiliar, 0.403300834097, 0.334485343053, 0.425681339142, 0.665337930576, 26, 394
unfriendly, 0.804816260997, 0.792636687486, 0.803261130309, 0.889097776023, 56, 439
unhappy, 0.846785403651, 0.813222243988, 0.835950389651, 0.884902794065, 96, 373
weird, 0.544396603146, 0.611114270253, 0.546581038474, 0.623035078137, 51, 91
aggressive, 0.763104126229, 0.741376173903, 0.769055470149, 0.828217281374, 157, 373
attractive, 0.678615828491, 0.764997019979, 0.703012671473, 0.871364429213, 76, 419
caring, 0.787320211402, 0.792343421268, 0.831772833576, 0.849355155169, 157, 253
emotStable, 0.66675257041, 0.652689410711, 0.71883673624, 0.782885630208, 157, 263
emotional, 0.623462705455, 0.617117154267, 0.640237214445, 0.679037014695, 56, 132
familiar, 0.37911925222, 0.428386819678, 0.517787879365, 0.531890532605, 61, 76
friendly, 0.83440474095, 0.804801304947, 0.868247483562, 0.895645878644, 162, 373
happy, 0.865657423701, 0.841500119459, 0.878920337671, 0.907624846112, 96, 373
humble, 0.640919329982, 0.624099399561, 0.72190792736, 0.752283774764, 152, 253
interesting, 0.569435941254, 0.567485787344, 0.598827300431, 0.779201886155, 66, 419
irresponsible, 0.661093333526, 0.696366021907, 0.679351467918, 0.755031547151, 71, 192
mean, 0.747690186683, 0.72025055676, 0.778786073183, 0.859413774002, 76, 394
memorable, 0.411683244582, 0.48729994791, 0.468671684805, 0.601655557802, 61, 127
normal, 0.569766770635, 0.624128102713, 0.690779588203, 0.722234013863, 162, 212
sociable, 0.784722659013, 0.787269034301, 0.833690228453, 0.871303674537, 162, 373
typical, 0.397996944077, 0.412122163725, 0.546026170788, 0.499220047739, 121, 56
uncertain, 0.64076027956, 0.637053394602, 0.651985590985, 0.684955780777, 46, 76
uncommon, 0.318823123953, 0.397870657056, 0.479210933505, 0.502328334011, 61, 81
unintelligent, 0.542602906584, 0.593047270609, 0.575818430923, 0.677954449675, 51, 137
untrustworthy, 0.7046702155, 0.708923745278, 0.770466179744, 0.764668521757, 157, 152
