Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.394703362909, 0.440772600351, 0.475778179635, 0.48573602018, 76, 86
boring, 0.519670199165, 0.591203827978, 0.596375526478, 0.655926235695, 71, 86
calm, 0.439008021971, 0.505428188501, 0.617485420679, 0.723067989058, 187, 389
cold, 0.812135512854, 0.777933551714, 0.835633856571, 0.8489127636, 111, 232
common, 0.409989650831, 0.439857976639, 0.499357695877, 0.520363977929, 111, 127
confident, 0.53314718351, 0.625357282175, 0.598420778239, 0.669254792913, 61, 142
egotistic, 0.610537414513, 0.621016716562, 0.675822256843, 0.81756743979, 111, 494
emotUnstable, 0.612839941037, 0.644641910485, 0.677451648429, 0.710182075499, 111, 157
forgettable, 0.407301428073, 0.461356167022, 0.488350488396, 0.572705132878, 71, 96
intelligent, 0.498883736735, 0.586187625473, 0.614454138989, 0.794160379142, 111, 404
introverted, 0.608156362541, 0.624121369124, 0.675278386295, 0.698584147126, 41, 81
kind, 0.805664320328, 0.781816062749, 0.821181347983, 0.825785072705, 111, 157
responsible, 0.615038437641, 0.665649732051, 0.751358078675, 0.811681033344, 212, 333
trustworthy, 0.714210311591, 0.73156576582, 0.777138943431, 0.784451209765, 157, 157
unattractive, 0.614556045222, 0.688444375944, 0.649432755, 0.742335998787, 66, 101
unemotional, 0.73347807943, 0.712450670201, 0.804375026819, 0.822042127132, 96, 232
unfamiliar, 0.429255109219, 0.440235046711, 0.420026469693, 0.509587940811, 31, 91
unfriendly, 0.780651452651, 0.772277479512, 0.845378126292, 0.821264133382, 187, 157
unhappy, 0.803998443854, 0.794911911408, 0.847952280203, 0.834794998193, 121, 157
weird, 0.509002668239, 0.563665948024, 0.543542162717, 0.615584892847, 66, 101
aggressive, 0.713880553946, 0.712999902311, 0.787438018371, 0.798387311673, 182, 222
attractive, 0.640734194375, 0.758286485246, 0.745799334172, 0.865507315472, 192, 434
caring, 0.757531763671, 0.771946334668, 0.833130517322, 0.8236916078, 152, 147
emotStable, 0.605556058218, 0.680878537081, 0.730454821257, 0.725695730536, 192, 137
emotional, 0.570228528242, 0.592054587071, 0.624099584793, 0.638162831062, 26, 76
familiar, 0.463927406492, 0.476242886486, 0.48165454194, 0.457879245541, 66, 36
friendly, 0.810979040578, 0.811036114804, 0.865122837413, 0.852702469061, 182, 172
happy, 0.843138267304, 0.83120803114, 0.892794789678, 0.875001324503, 182, 172
humble, 0.646168848334, 0.642344828807, 0.685107008319, 0.697399262402, 101, 142
interesting, 0.551560922034, 0.587635231369, 0.595853936821, 0.670575739028, 91, 172
irresponsible, 0.594302697035, 0.625869269, 0.742958963062, 0.750976961449, 207, 157
mean, 0.726342177777, 0.725219679107, 0.814430226258, 0.795793270364, 182, 172
memorable, 0.421322905144, 0.469882149877, 0.467875864437, 0.563226861626, 66, 96
normal, 0.554968418468, 0.612112721139, 0.705175520608, 0.631249700298, 197, 51
sociable, 0.751234030664, 0.767066914851, 0.838372093216, 0.809028363273, 187, 106
typical, 0.331345056543, 0.415420130569, 0.487535643309, 0.503147328863, 46, 56
uncertain, 0.607979815946, 0.630725628043, 0.684504251275, 0.655799803559, 121, 81
uncommon, 0.340342289576, 0.439969232585, 0.537155540413, 0.48216281661, 192, 71
unintelligent, 0.486549451814, 0.568223582442, 0.671359608553, 0.676461913106, 217, 152
untrustworthy, 0.666839654597, 0.687084251962, 0.774013099385, 0.763822643699, 217, 182
