Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.303888881691, 0.36611729687, 0.43000428089, 0.45381752762, 21, 31
boring, 0.489714819479, 0.584727330738, 0.539756887784, 0.612308515182, 26, 56
calm, 0.407995726569, 0.436241854277, 0.576403205007, 0.757491298363, 106, 494
cold, 0.770116528883, 0.761823774212, 0.852446613183, 0.877634874154, 142, 379
common, 0.365887280569, 0.410781766107, 0.348174825726, 0.425561324303, 11, 26
confident, 0.489962046205, 0.555051838381, 0.634587762917, 0.625727073285, 106, 56
egotistic, 0.61059706471, 0.609754921053, 0.701523138188, 0.701428850348, 137, 142
emotUnstable, 0.532798952409, 0.571186718426, 0.707933073184, 0.710428958822, 147, 111
forgettable, 0.363939963934, 0.51645779692, 0.454983005951, 0.551834812506, 36, 81
intelligent, 0.459140937491, 0.56542057683, 0.65536997427, 0.665033258779, 187, 106
introverted, 0.591411102838, 0.617498657891, 0.645402889335, 0.705891860665, 16, 106
kind, 0.758216714542, 0.765211616959, 0.840645688314, 0.860720104904, 147, 308
responsible, 0.61605945363, 0.642892714663, 0.729892030184, 0.755973194349, 157, 132
trustworthy, 0.664202353807, 0.677210624429, 0.777955210416, 0.785346710535, 127, 147
unattractive, 0.582158154486, 0.710973432496, 0.676355819628, 0.761457019744, 106, 172
unemotional, 0.730111817166, 0.702284990342, 0.790000842798, 0.813572957072, 61, 187
unfamiliar, 0.376864413383, 0.395696368622, 0.432152563003, 0.439546485346, 21, 21
unfriendly, 0.746843250687, 0.736863008001, 0.84581368695, 0.874516618942, 142, 379
unhappy, 0.774079129686, 0.773104933324, 0.858727430553, 0.834411748111, 142, 121
weird, 0.432908450304, 0.544063145006, 0.519020174603, 0.63124354059, 31, 111
aggressive, 0.666418766243, 0.660783744551, 0.787849574815, 0.861589295007, 147, 484
attractive, 0.642104290715, 0.766160603521, 0.74915199885, 0.879166327834, 192, 500
caring, 0.732493331171, 0.758941484026, 0.840488038287, 0.837249197577, 147, 162
emotStable, 0.545421338174, 0.602296164962, 0.735730904547, 0.821407922278, 157, 444
emotional, 0.57530480672, 0.598952686075, 0.662514886101, 0.690976983213, 41, 137
familiar, 0.322408773523, 0.378195764993, 0.483669914845, 0.52625586073, 46, 86
friendly, 0.79310745844, 0.802919521076, 0.871961412367, 0.864004284568, 147, 172
happy, 0.812324692544, 0.818387764383, 0.896462145119, 0.90661670111, 152, 328
humble, 0.59585105371, 0.612209843223, 0.709921709335, 0.725013793465, 116, 177
interesting, 0.441498771782, 0.548201940428, 0.531181146057, 0.584810367195, 16, 41
irresponsible, 0.576001118543, 0.640084296636, 0.726524449398, 0.775953966873, 147, 237
mean, 0.717269823552, 0.699890714601, 0.804858655262, 0.864708388191, 137, 444
memorable, 0.315860412087, 0.498465307605, 0.425054722403, 0.502415338427, 26, 41
normal, 0.52690953794, 0.559022808531, 0.6641936434, 0.685071625791, 106, 106
sociable, 0.693906792223, 0.741008942659, 0.849342977304, 0.828671289946, 192, 152
typical, 0.397649320958, 0.408555828978, 0.430759580229, 0.469441841649, 21, 36
uncertain, 0.562336307774, 0.546023419886, 0.699181528961, 0.807508811497, 101, 489
uncommon, 0.355641325726, 0.37553009595, 0.382007010853, 0.517932189012, 11, 101
unintelligent, 0.48799819504, 0.488381874162, 0.617987252539, 0.796155678927, 106, 489
untrustworthy, 0.626333132139, 0.675823822886, 0.77139302679, 0.794694830639, 147, 253
