Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.398057050324, 0.439950965484, 0.50101592986, 0.529442381561, 96, 132
boring, 0.530334574878, 0.610125325607, 0.602894177272, 0.678219571461, 66, 142
calm, 0.5170773392, 0.433770714039, 0.525225369705, 0.51473417185, 66, 51
cold, 0.791477831943, 0.791008661887, 0.778153850754, 0.877947533938, 16, 368
common, 0.459759966586, 0.499858045256, 0.41812531543, 0.440424612238, 41, 36
confident, 0.54480311603, 0.567171799966, 0.639227127433, 0.709980797791, 111, 177
egotistic, 0.652158948069, 0.621947696564, 0.687179226385, 0.818989150324, 106, 479
emotUnstable, 0.643590570083, 0.61457188234, 0.677281296951, 0.692871812556, 106, 91
forgettable, 0.369243617336, 0.409821760931, 0.659127029636, 0.694255364434, 343, 338
intelligent, 0.52982611188, 0.594155395328, 0.61765440035, 0.689700795188, 106, 127
introverted, 0.63618378932, 0.647826648371, 0.714469965744, 0.724673123632, 111, 142
kind, 0.793087848969, 0.778628478103, 0.846501122017, 0.877314284607, 197, 343
responsible, 0.654298784137, 0.701448889462, 0.700678189381, 0.767417958547, 106, 172
trustworthy, 0.728122369434, 0.736471194535, 0.773288403409, 0.794124370346, 127, 172
unattractive, 0.579756354411, 0.696774768364, 0.69828898086, 0.766648842789, 116, 147
unemotional, 0.752227159167, 0.720570477229, 0.790020643932, 0.76601369558, 71, 61
unfamiliar, 0.392780824974, 0.427910585852, 0.452362131485, 0.470928046076, 71, 51
unfriendly, 0.796958992724, 0.76593985377, 0.835647225043, 0.889577643646, 157, 484
unhappy, 0.822124999894, 0.787617162615, 0.853491913962, 0.894171668264, 162, 439
weird, 0.493121129478, 0.55487678882, 0.529514937808, 0.657358692277, 41, 142
aggressive, 0.710326627406, 0.714246405591, 0.771819133394, 0.785461468266, 132, 157
attractive, 0.643392011741, 0.732808068827, 0.760007573068, 0.880662555018, 162, 449
caring, 0.793500339484, 0.789391642146, 0.819358190773, 0.863004611116, 121, 303
emotStable, 0.636981914989, 0.649957850531, 0.704971228785, 0.808700136783, 111, 348
emotional, 0.600783757247, 0.595522624781, 0.646818853306, 0.626332823853, 41, 26
familiar, 0.403304730702, 0.412329956647, 0.464227366226, 0.541886733066, 21, 91
friendly, 0.805813724813, 0.821980232338, 0.820887309287, 0.889769049719, 46, 343
happy, 0.851676650171, 0.840013097277, 0.885401488452, 0.907036082775, 162, 358
humble, 0.609845696085, 0.599586940065, 0.718497191206, 0.727286959213, 127, 152
interesting, 0.496404257679, 0.54394649474, 0.621127706087, 0.629750104997, 71, 56
irresponsible, 0.654056456475, 0.688982028039, 0.699639880523, 0.74422540818, 121, 147
mean, 0.757312312069, 0.729713751104, 0.792671819463, 0.84242651669, 127, 343
memorable, 0.390496272203, 0.395192052651, 0.433442219126, 0.429259509182, 36, 16
normal, 0.557841661522, 0.621940636228, 0.713867361354, 0.688971432128, 212, 132
sociable, 0.742031206832, 0.767169230228, 0.778951574737, 0.832754076345, 41, 172
typical, 0.402864546819, 0.426041237568, 0.439951285211, 0.512298636319, 21, 61
uncertain, 0.607299862924, 0.648065839386, 0.638999425478, 0.709499068085, 36, 172
uncommon, 0.419960960318, 0.435902988746, 0.453575476868, 0.500845519825, 46, 81
unintelligent, 0.536308969711, 0.56333254533, 0.60910079685, 0.622665145179, 106, 61
untrustworthy, 0.717725359895, 0.730577943315, 0.745591867451, 0.765029807359, 121, 152
