Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.46538583621, 0.451449746947, 0.465771356007, 0.602077733649, 56, 247
boring, 0.532641183459, 0.560098696883, 0.610800571688, 0.789555985476, 81, 434
calm, 0.507424078687, 0.473889792419, 0.552453198275, 0.698130649917, 86, 323
cold, 0.814340872965, 0.79500768102, 0.837938983748, 0.84854281396, 106, 253
common, 0.33977117791, 0.456607096194, 0.656941388249, 0.523319761579, 429, 152
confident, 0.540562024792, 0.587377652721, 0.608731512123, 0.726477959486, 61, 227
egotistic, 0.644497046804, 0.645695521896, 0.691750874157, 0.752031032261, 106, 278
emotUnstable, 0.666190765661, 0.623311751121, 0.662147995513, 0.762483323128, 86, 273
forgettable, 0.467962424612, 0.520658425792, 0.492539764172, 0.58300347775, 66, 101
intelligent, 0.568171232318, 0.637327605783, 0.607844087692, 0.746057268131, 111, 247
introverted, 0.640138762903, 0.642318553726, 0.680707976985, 0.717786417244, 66, 137
kind, 0.808836413736, 0.78953702202, 0.822618328482, 0.851506204353, 106, 253
responsible, 0.68912402216, 0.732212534383, 0.701206318926, 0.803379810982, 106, 323
trustworthy, 0.748824484545, 0.740407047013, 0.758292471763, 0.793441799666, 106, 202
unattractive, 0.602863216612, 0.677385558878, 0.680194394217, 0.765167679157, 101, 127
unemotional, 0.765442184874, 0.750574689004, 0.798974235816, 0.821602341829, 106, 253
unfamiliar, 0.44301009204, 0.503141018326, 0.435961918179, 0.521859539493, 56, 127
unfriendly, 0.817704595972, 0.794356653568, 0.822855879876, 0.848949638638, 106, 313
unhappy, 0.835797687177, 0.811098829421, 0.849079238614, 0.854515865665, 157, 253
weird, 0.542785473718, 0.54975054102, 0.562978696596, 0.696713480092, 76, 253
aggressive, 0.729720212276, 0.729308448017, 0.756257443688, 0.799442822057, 106, 247
attractive, 0.64644291079, 0.742947504755, 0.694632719596, 0.88123011483, 61, 464
caring, 0.793291903033, 0.797347315286, 0.801887177772, 0.83330117769, 96, 222
emotStable, 0.634523489253, 0.653526921201, 0.691299128784, 0.718485022447, 101, 127
emotional, 0.637474417988, 0.641405320446, 0.632258209628, 0.62843838844, 41, 41
familiar, 0.460578163686, 0.424607598859, 0.482025536613, 0.538513924551, 61, 101
friendly, 0.835455203543, 0.808933189956, 0.860359116999, 0.861933178634, 147, 222
happy, 0.866792040242, 0.841850264834, 0.882734744546, 0.881032419178, 147, 222
humble, 0.6533985252, 0.673026094036, 0.696401521068, 0.737446375164, 96, 247
interesting, 0.544649419233, 0.619663769557, 0.593454819801, 0.647826609966, 61, 101
irresponsible, 0.675730708483, 0.693787255383, 0.663738515448, 0.725291552149, 61, 127
mean, 0.775968387959, 0.735365583578, 0.798203893926, 0.814504664706, 152, 247
memorable, 0.442661598708, 0.536744873837, 0.480373035362, 0.586738122488, 66, 111
normal, 0.614127016501, 0.607674609227, 0.609940024723, 0.683472096195, 61, 127
sociable, 0.797436058954, 0.778545648011, 0.805224925511, 0.835264709219, 106, 227
typical, 0.429210835554, 0.427911079862, 0.501425736166, 0.562996625385, 76, 147
uncertain, 0.638116819049, 0.625321090983, 0.657830637175, 0.680658552187, 61, 111
uncommon, 0.366937817512, 0.364301859449, 0.398551117182, 0.48726721463, 21, 76
unintelligent, 0.542377974256, 0.568922918633, 0.581941842466, 0.653101170346, 61, 111
untrustworthy, 0.70699197459, 0.697816513269, 0.716820015778, 0.793374480252, 61, 247
