Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.431266788625, 0.45131249053, 0.493085144925, 0.509675532708, 66, 96
boring, 0.530517829347, 0.552866691511, 0.561315271951, 0.645479538667, 41, 71
calm, 0.440990152628, 0.496554968787, 0.672686217684, 0.608598611599, 283, 142
cold, 0.80548362683, 0.795533335068, 0.835095283279, 0.817794385368, 96, 111
common, 0.361650819916, 0.422776981593, 0.602509831583, 0.503945582726, 253, 86
confident, 0.541839627463, 0.558949816492, 0.622062155048, 0.809547080585, 66, 494
egotistic, 0.597706579066, 0.608072488786, 0.686039013986, 0.730464468521, 91, 227
emotUnstable, 0.63248321498, 0.662935671037, 0.674280297114, 0.718306646298, 96, 142
forgettable, 0.409532890026, 0.47060087839, 0.455896471536, 0.544047913473, 46, 71
intelligent, 0.524003553663, 0.59881798201, 0.576025018342, 0.693665436002, 61, 147
introverted, 0.60860026619, 0.628353903269, 0.762032317251, 0.701490961896, 242, 71
kind, 0.766267061206, 0.781805121211, 0.854915083234, 0.812194799909, 217, 111
responsible, 0.614865629048, 0.698932935446, 0.755790142851, 0.75196004254, 202, 132
trustworthy, 0.719946610305, 0.729973781618, 0.774969482919, 0.774434252705, 111, 121
unattractive, 0.634513321588, 0.666860874633, 0.676874571759, 0.83427778901, 91, 404
unemotional, 0.74325815126, 0.74135289787, 0.797331555609, 0.814361865168, 81, 177
unfamiliar, 0.367283157032, 0.450113833224, 0.572735239257, 0.515636286752, 247, 86
unfriendly, 0.798915990745, 0.792039687131, 0.823853812543, 0.87776335203, 96, 414
unhappy, 0.817636317, 0.805529863074, 0.843555454945, 0.899362285081, 96, 484
weird, 0.523108505141, 0.559100118059, 0.561854305525, 0.635147062038, 66, 101
aggressive, 0.684576421473, 0.724920527124, 0.807392518383, 0.765409789059, 222, 127
attractive, 0.639098216259, 0.75435245124, 0.725928471063, 0.879637167995, 96, 459
caring, 0.776668369534, 0.814894041019, 0.848045956057, 0.8129444964, 217, 121
emotStable, 0.60466541212, 0.659306549253, 0.753850845282, 0.837883983595, 212, 479
emotional, 0.603879152645, 0.615472929644, 0.654450776621, 0.682426503091, 96, 147
familiar, 0.345451822444, 0.455126728573, 0.585705155234, 0.539580781761, 197, 96
friendly, 0.813265286546, 0.83617078333, 0.875607327166, 0.838593873687, 217, 111
happy, 0.841851313185, 0.855451579162, 0.896914472028, 0.856555941793, 217, 111
humble, 0.604028153315, 0.649539088493, 0.747923648776, 0.693494991485, 222, 132
interesting, 0.517587198552, 0.531248576915, 0.617603469214, 0.625107408082, 71, 56
irresponsible, 0.615162948558, 0.674027156563, 0.705089648351, 0.731646660445, 96, 127
mean, 0.742796205672, 0.737244221973, 0.787275492719, 0.779990388102, 96, 111
memorable, 0.400743062404, 0.489615391088, 0.460598063985, 0.571937660062, 46, 86
normal, 0.603565857899, 0.623827988042, 0.653982067287, 0.686377834427, 96, 127
sociable, 0.775247478679, 0.800527681687, 0.839882433924, 0.808945374689, 192, 111
typical, 0.475984471936, 0.46703627548, 0.496971348186, 0.538178609542, 76, 96
uncertain, 0.613715777847, 0.619340568738, 0.695043195803, 0.667335736824, 137, 71
uncommon, 0.45594269316, 0.398836086923, 0.480891301007, 0.460595190128, 86, 36
unintelligent, 0.47508001491, 0.569247087134, 0.609697102342, 0.66739410267, 76, 127
untrustworthy, 0.660016124993, 0.699348108956, 0.746723602432, 0.749589894162, 86, 111
