Social Attributes, geometric_test, vgg16_test, geometric_train, vgg16_train, geometric_feature_num, vgg16_FeatureNum
atypical, 0.464338407735, 0.487053271485, 0.452311710691, 0.486036407639, 51, 76
boring, 0.499461312128, 0.57484512102, 0.608327625985, 0.70203547543, 81, 212
calm, 0.411368274099, 0.507553882327, 0.712016276809, 0.596376015283, 373, 111
cold, 0.807008280467, 0.807594324915, 0.852761291493, 0.848579446357, 182, 268
common, 0.381448426991, 0.453219206298, 0.474766583253, 0.527685796673, 86, 132
confident, 0.627095699114, 0.645605768029, 0.611346872787, 0.653119272209, 91, 76
egotistic, 0.614637498667, 0.626151924172, 0.670726981711, 0.676424786808, 66, 127
emotUnstable, 0.669502759655, 0.681182523143, 0.657199083497, 0.749897939918, 81, 273
forgettable, 0.426347034248, 0.549744247225, 0.496257148633, 0.575771171825, 81, 132
intelligent, 0.558820435388, 0.648146109178, 0.605666233704, 0.719192529089, 127, 202
introverted, 0.631455245591, 0.680029333372, 0.675159849667, 0.69594895695, 31, 76
kind, 0.7897510895, 0.8087233761, 0.839877848051, 0.856851781209, 142, 293
responsible, 0.685392003394, 0.70434632334, 0.753537855164, 0.791016187116, 217, 227
trustworthy, 0.716856828281, 0.736378708741, 0.779912432126, 0.854870484726, 127, 429
unattractive, 0.636414580396, 0.706705115102, 0.661705193209, 0.755475943355, 76, 116
unemotional, 0.758983548609, 0.743124586684, 0.796278378096, 0.814713615172, 111, 222
unfamiliar, 0.437454846479, 0.463661553089, 0.449726075789, 0.492844375917, 61, 71
unfriendly, 0.808228114874, 0.802014253744, 0.849815075458, 0.892378387674, 182, 500
unhappy, 0.820184358275, 0.811983313644, 0.858280577732, 0.867299946171, 192, 278
weird, 0.545470468798, 0.58362018739, 0.566461714176, 0.642330845547, 86, 101
aggressive, 0.736290023889, 0.733990376285, 0.785639466293, 0.755708279452, 182, 116
attractive, 0.65961385488, 0.756748932724, 0.724120185202, 0.88197612988, 121, 494
caring, 0.776593158035, 0.775150803226, 0.841296752807, 0.835219665965, 202, 192
emotStable, 0.695677344792, 0.69117837462, 0.666747548977, 0.710014422891, 81, 101
emotional, 0.608462385957, 0.583376401293, 0.657813323178, 0.671307060476, 81, 81
familiar, 0.399098848549, 0.431319776861, 0.561004306736, 0.616337543749, 172, 283
friendly, 0.816955739501, 0.815155188395, 0.867120143169, 0.87576822668, 182, 288
happy, 0.846091171947, 0.831597210608, 0.893751277467, 0.896896896957, 202, 293
humble, 0.631970156233, 0.61455593259, 0.669040478983, 0.721758796717, 71, 187
interesting, 0.528759588267, 0.574649509229, 0.616954675312, 0.68365720755, 91, 157
irresponsible, 0.665542860023, 0.650524222025, 0.707192698454, 0.726428888444, 147, 106
mean, 0.780806556461, 0.745841304939, 0.8019659574, 0.768352818722, 182, 106
memorable, 0.401299658373, 0.493839098536, 0.560764631426, 0.568701929546, 197, 91
normal, 0.530064369887, 0.59127427238, 0.753939216701, 0.65302080501, 389, 71
sociable, 0.754865737287, 0.754671669583, 0.843533002332, 0.893552853601, 202, 479
typical, 0.312392201494, 0.372954259556, 0.675784556093, 0.660483664343, 348, 348
uncertain, 0.639132294549, 0.579888202353, 0.66581448876, 0.694937177137, 76, 91
uncommon, 0.344985893983, 0.376089256967, 0.413052984603, 0.524337358503, 21, 106
unintelligent, 0.553465112478, 0.551186240298, 0.577666522194, 0.627456137719, 76, 76
untrustworthy, 0.696297609744, 0.702098621507, 0.768162750548, 0.739398468011, 182, 106
