pair_nums,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
90,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0
91,6.0,5.0,2.0,2.0,4.0,3.0,6.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0
92,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
93,6.0,6.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,6.0,4.0,6.0,5.0,3.0,4.0,6.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
94,5.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,5.0,6.0,3.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0
95,6.0,5.0,2.0,4.0,4.0,4.0,6.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,5.0,6.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0
96,6.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,1.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0
97,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,6.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,6.0,5.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0
98,5.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,6.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,6.0,7.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,5.0,7.0,7.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0
99,5.0,6.0,3.0,4.0,5.0,5.0,6.0,3.0,2.0,3.0,6.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,5.0,6.0,6.0,4.0,4.0,7.0,6.0,4.0,6.0,7.0,3.0,6.0,6.0,7.0,6.0,4.0,4.0,2.0,3.0,5.0,6.0,4.0,1.0,1.0,7.0,1.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,6.0,3.0,5.0,6.0,5.0,5.0
100,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0
101,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
102,6.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0
103,5.0,7.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,6.0,7.0,7.0,4.0,3.0,6.0,4.0,4.0,3.0,7.0,3.0,6.0,4.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0
104,5.0,4.0,3.0,5.0,5.0,5.0,6.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,6.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,6.0,2.0,3.0,6.0,5.0,3.0,4.0,6.0,6.0,5.0,5.0,6.0,3.0,3.0,3.0,6.0,4.0
105,4.0,6.0,3.0,2.0,4.0,6.0,7.0,5.0,2.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,7.0,6.0,6.0,3.0,4.0,7.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,6.0,5.0,4.0,6.0,7.0,7.0,4.0,5.0,1.0,3.0,5.0,5.0,5.0
106,5.0,5.0,3.0,2.0,4.0,6.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,4.0,2.0,5.0,7.0,5.0,3.0,4.0,6.0,6.0,4.0,5.0,7.0,2.0,4.0,4.0,6.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,6.0,4.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0
107,5.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,3.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0
108,3.0,4.0,1.0,1.0,5.0,3.0,6.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0
109,4.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,5.0,6.0,5.0,3.0,3.0,7.0,4.0,3.0,5.0,7.0,2.0,4.0,4.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,6.0,5.0,4.0,7.0,2.0,6.0,5.0,6.0,5.0
110,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,6.0,5.0,5.0,3.0,2.0,4.0,4.0,6.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,6.0,6.0,5.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0
111,5.0,4.0,1.0,3.0,5.0,6.0,6.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0
112,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0
113,6.0,5.0,2.0,3.0,6.0,4.0,5.0,5.0,2.0,7.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,7.0,6.0,2.0,4.0,3.0,6.0,4.0,3.0,6.0,2.0,5.0,5.0,7.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,2.0,6.0,3.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0
114,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
115,4.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,7.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,6.0,5.0,3.0,6.0,6.0,7.0,5.0,6.0,5.0,4.0,5.0,4.0,6.0,4.0
116,3.0,3.0,2.0,3.0,4.0,5.0,6.0,5.0,3.0,4.0,6.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,6.0,6.0,7.0,3.0,4.0,7.0,4.0,4.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0
117,3.0,4.0,3.0,4.0,5.0,6.0,6.0,4.0,3.0,6.0,7.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,6.0,6.0,3.0,3.0,6.0,6.0,2.0,3.0,6.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0
118,6.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,3.0,4.0,4.0,6.0,6.0,6.0,4.0,4.0,3.0,6.0,5.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,6.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0
119,1.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,7.0,6.0,6.0,1.0,1.0,5.0,5.0,2.0,1.0,7.0,1.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,7.0,4.0,7.0,4.0,7.0,4.0,4.0,7.0,1.0,4.0,4.0,7.0,1.0
120,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
121,3.0,4.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0
122,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,6.0,2.0,4.0,4.0,6.0,5.0,4.0,6.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,3.0,4.0,6.0,5.0,5.0,6.0,3.0,3.0,3.0,5.0,3.0
123,6.0,4.0,3.0,4.0,3.0,6.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0
124,2.0,3.0,2.0,2.0,7.0,2.0,7.0,4.0,2.0,7.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,6.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,6.0,3.0,2.0,3.0,3.0,6.0,3.0,6.0,6.0,2.0,2.0,3.0,3.0,2.0
125,5.0,3.0,1.0,6.0,3.0,5.0,6.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,6.0,6.0,2.0,5.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,7.0,4.0,5.0,4.0,6.0,7.0,5.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,4.0,6.0,5.0,5.0,6.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0
126,6.0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,5.0,6.0,7.0,4.0,3.0,3.0,6.0,4.0,5.0,4.0,5.0,6.0,7.0,6.0,4.0,5.0,7.0,6.0,5.0,4.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0
127,6.0,5.0,3.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,4.0,5.0,3.0,2.0,1.0,2.0,6.0,5.0,5.0,7.0,7.0,7.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,3.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0
128,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,7.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0
129,4.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,7.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0
130,5.0,4.0,3.0,3.0,3.0,6.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,6.0,6.0,7.0,4.0,3.0,5.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
131,7.0,7.0,4.0,6.0,6.0,7.0,5.0,4.0,4.0,7.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,7.0,6.0,7.0,4.0,6.0,6.0,6.0,5.0,5.0,7.0,4.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0
132,6.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,6.0,7.0,5.0,4.0,3.0,6.0,5.0,3.0,5.0,7.0,2.0,6.0,5.0,6.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,2.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
133,4.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,3.0,6.0,5.0,3.0,5.0,5.0,6.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0
134,5.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,4.0,7.0,6.0,3.0,5.0,4.0,6.0,3.0,3.0,6.0,3.0,5.0,5.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,5.0,6.0,7.0,6.0,6.0,2.0,5.0,4.0,5.0,4.0
135,4.0,3.0,2.0,4.0,6.0,7.0,6.0,5.0,2.0,5.0,7.0,2.0,1.0,1.0,1.0,4.0,7.0,4.0,1.0,6.0,7.0,7.0,3.0,3.0,6.0,7.0,4.0,3.0,7.0,3.0,6.0,5.0,7.0,6.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,1.0,5.0,6.0,7.0,5.0,6.0,7.0,2.0,4.0,5.0,6.0,4.0
136,5.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0
137,6.0,5.0,2.0,6.0,3.0,6.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,2.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,6.0,5.0,2.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,6.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0
138,5.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,6.0,5.0,4.0,6.0,6.0,7.0,4.0,4.0,5.0,6.0,4.0,4.0,6.0,5.0,6.0,4.0,7.0,6.0,5.0,3.0,2.0,3.0,5.0,6.0,2.0,3.0,2.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,6.0
139,6.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,3.0,1.0,3.0,3.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,4.0,7.0,5.0,7.0,5.0,7.0,6.0,5.0,3.0,2.0,4.0,5.0,6.0,3.0,3.0,3.0,6.0,4.0,3.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,6.0,5.0
140,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,2.0,3.0,1.0
141,6.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,2.0,6.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,3.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,6.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,6.0,6.0
142,6.0,7.0,5.0,5.0,4.0,6.0,4.0,4.0,4.0,6.0,7.0,4.0,3.0,3.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,6.0,6.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
143,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0
144,4.0,6.0,2.0,6.0,6.0,6.0,7.0,4.0,1.0,6.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,5.0,6.0,6.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,1.0,2.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0
145,5.0,5.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0
146,5.0,4.0,1.0,3.0,4.0,6.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,2.0,6.0,6.0,6.0,3.0,5.0,7.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,7.0,4.0,4.0,5.0,6.0,7.0,6.0,6.0,7.0,3.0,5.0,5.0,6.0,4.0
